col_1,col_2,col_3,col_4,col_5,col_6,division
,Senator In The General Assembly 2nd District,Governor And Lieutenant Governor,,,,All
,Christine M Tartaglione,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,All
Christine M Tartaglione,36,"5,394",159,17,9,All
Tom Wolf,,187,0,0,0,All
Scott R Wagner,,,362,0,0,All
Ken V Krawchuk,,,,5,0,All
Paul Glover,,,,,7,All
Total,"5,615","5,581",521,22,16,All
,Governor And Lieutenant Governor,,,,Senator In The General Assembly 2nd District,1
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Christine M Tartaglione,1
Tom Wolf,2,0,0,0,130,1
Scott R Wagner,,7,0,0,1,1
Ken V Krawchuk,,,0,0,0,1
Paul Glover,,,,0,0,1
Christine M Tartaglione,,,,,0,1
Total,132,8,0,0,131,1
,Senator In The General Assembly 2nd District,Governor And Lieutenant Governor,,,,2
,Christine M Tartaglione,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,2
Christine M Tartaglione,2,177,5,1,1,2
Tom Wolf,,7,0,0,0,2
Scott R Wagner,,,10,0,0,2
Paul Glover,,,,2,0,2
Ken V Krawchuk,,,,,0,2
Total,186,184,15,3,1,2
,Senator In The General Assembly 2nd District,Governor And Lieutenant Governor,,,,3
,Christine M Tartaglione,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,3
Christine M Tartaglione,2,130,0,1,0,3
Tom Wolf,,3,0,0,0,3
Scott R Wagner,,,5,0,0,3
Ken V Krawchuk,,,,0,0,3
Paul Glover,,,,,0,3
Total,133,133,5,1,0,3
,Governor And Lieutenant Governor,,,,Senator In The General Assembly 2nd District,4
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Christine M Tartaglione,4
Tom Wolf,14,0,0,0,256,4
Scott R Wagner,,28,0,0,7,4
Ken V Krawchuk,,,1,0,0,4
Paul Glover,,,,0,0,4
Christine M Tartaglione,,,,,3,4
Total,270,35,1,0,266,4
,Senator In The General Assembly 2nd District,Governor And Lieutenant Governor,,,,5
,Christine M Tartaglione,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,5
Christine M Tartaglione,0,218,5,1,0,5
