col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 181st District,,All
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Malcolm Kenyatta,Milton Street,All
Tom Wolf,50,0,0,0,"3,224",59,All
Scott R Wagner,,3,0,0,10,112,All
Paul Glover,,,2,0,32,0,All
Ken V Krawchuk,,,,2,11,6,All
Malcolm Kenyatta,,,,,19,0,All
Milton Street,,,,,,4,All
Total,"3,333",125,34,19,"3,296",181,All
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 181st District,,1
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Malcolm Kenyatta,Milton Street,1
Tom Wolf,5,0,0,0,340,5,1
Scott R Wagner,,1,0,0,2,10,1
Ken V Krawchuk,,,1,0,1,1,1
Paul Glover,,,,0,1,0,1
Malcolm Kenyatta,,,,,1,0,1
Milton Street,,,,,,0,1
Total,350,13,3,1,345,16,1
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 181st District,,2
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Malcolm Kenyatta,Milton Street,2
Tom Wolf,2,0,0,0,170,4,2
Scott R Wagner,,0,0,0,0,5,2
Paul Glover,,,0,0,2,0,2
Ken V Krawchuk,,,,0,0,0,2
Malcolm Kenyatta,,,,,1,0,2
Milton Street,,,,,,0,2
Total,176,5,2,0,173,9,2
,Representative In The General Assembly 181st District,,Governor And Lieutenant Governor,,,,3
,Malcolm Kenyatta,Milton Street,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,3
Malcolm Kenyatta,1,0,477,3,14,2,3
Milton Street,,0,5,39,0,2,3
Tom Wolf,,,2,0,0,0,3
Scott R Wagner,,,,1,0,0,3
Paul Glover,,,,,0,0,3
Ken V Krawchuk,,,,,,1,3
Total,497,46,484,43,14,5,3
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 181st District,,4
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Malcolm Kenyatta,Milton Street,4
Tom Wolf,12,0,0,0,301,18,4
Scott R Wagner,,0,0,0,1,5,4
Paul Glover,,,0,0,2,0,4
Ken V Krawchuk,,,,0,0,0,4
Malcolm Kenyatta,,,,,3,0,4
Milton Street,,,,,,3,4
Total,331,6,2,0,307,26,4
,Representative In The General Assembly 181st District,,Governor And Lieutenant Governor,,,,5
,Malcolm Kenyatta,Milton Street,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,5
Malcolm Kenyatta,2,0,111,0,1,0,5
Milton Street,,0,0,4,0,0,5
Tom Wolf,,,1,0,0,0,5
Scott R Wagner,,,,0,0,0,5
Paul Glover,,,,,0,0,5
Ken V Krawchuk,,,,,,0,5
Total,114,4,112,4,1,0,5
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 181st District,,6
,Tom Wolf,Ken V Krawchuk,Scott R Wagner,Paul Glover,Malcolm Kenyatta,Milton Street,6
Tom Wolf,5,0,0,0,372,6,6
Ken V Krawchuk,,0,0,0,2,1,6
Scott R Wagner,,,1,0,0,0,6
Paul Glover,,,,0,0,0,6
Malcolm Kenyatta,,,,,4,0,6
Milton Street,,,,,,0,6
Total,383,3,1,0,378,7,6
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 181st District,,7
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Malcolm Kenyatta,Milton Street,7
Tom Wolf,10,0,0,0,506,10,7
Scott R Wagner,,0,0,0,3,21,7
Paul Glover,,,0,0,4,0,7
Ken V Krawchuk,,,,0,1,2,7
Malcolm Kenyatta,,,,,1,0,7
Milton Street,,,,,,0,7
Total,526,24,4,3,515,33,7
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 181st District,,8
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Malcolm Kenyatta,Milton Street,8
Tom Wolf,2,0,0,0,127,2,8
Scott R Wagner,,0,0,0,0,3,8
Ken V Krawchuk,,,0,0,1,0,8
Paul Glover,,,,0,0,0,8
Malcolm Kenyatta,,,,,1,0,8
Milton Street,,,,,,0,8
Total,131,3,1,0,129,5,8
,Representative In The General Assembly 181st District,,Governor And Lieutenant Governor,,,,9
,Malcolm Kenyatta,Milton Street,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,9
Malcolm Kenyatta,2,0,261,0,4,0,9
Milton Street,,0,5,15,0,0,9
Tom Wolf,,,0,0,0,0,9
Scott R Wagner,,,,0,0,0,9
Paul Glover,,,,,1,0,9
Ken V Krawchuk,,,,,,0,9
Total,267,20,266,15,5,0,9
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 181st District,,10
