col_1,col_2,col_3,col_4,col_5,division
,United States Senator,,,,All
,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,All
Bob Casey Jr,"3,926",0,0,0,All
Lou Barletta,,"1,798",0,0,All
Neal Gale,,,35,0,All
Dale R Kerns Jr,,,,34,All
Total,"3,926","1,798",35,34,All
,United States Senator,,,,1
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,1
Bob Casey Jr,157,0,0,0,1
Lou Barletta,,127,0,0,1
Dale R Kerns Jr,,,2,0,1
Neal Gale,,,,2,1
Total,157,127,2,2,1
,United States Senator,,,,2
,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,2
Bob Casey Jr,163,0,0,0,2
Lou Barletta,,70,0,0,2
Neal Gale,,,3,0,2
Dale R Kerns Jr,,,,1,2
Total,163,70,3,1,2
,United States Senator,,,,3
,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,3
Bob Casey Jr,264,0,0,0,3
Lou Barletta,,217,0,0,3
Neal Gale,,,5,0,3
Dale R Kerns Jr,,,,4,3
Total,264,217,5,4,3
,United States Senator,,,,4
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,4
Bob Casey Jr,206,0,0,0,4
Lou Barletta,,147,0,0,4
Dale R Kerns Jr,,,3,0,4
Neal Gale,,,,2,4
Total,206,147,3,2,4
,United States Senator,,,,5
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,5
Bob Casey Jr,198,0,0,0,5
Lou Barletta,,117,0,0,5
Dale R Kerns Jr,,,3,0,5
Neal Gale,,,,3,5
Total,198,117,3,3,5
,United States Senator,,,,6
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,6
Bob Casey Jr,176,0,0,0,6
Lou Barletta,,97,0,0,6
Dale R Kerns Jr,,,2,0,6
Neal Gale,,,,0,6
Total,176,97,2,0,6
,United States Senator,,,,7
,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,7
Bob Casey Jr,154,0,0,0,7
Lou Barletta,,73,0,0,7
Neal Gale,,,4,0,7
Dale R Kerns Jr,,,,1,7
Total,154,73,4,1,7
,United States Senator,,,,8
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,8
Bob Casey Jr,160,0,0,0,8
Lou Barletta,,32,0,0,8
Dale R Kerns Jr,,,2,0,8
Neal Gale,,,,1,8
Total,160,32,2,1,8
,United States Senator,,,,9
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,9
Bob Casey Jr,145,0,0,0,9
Lou Barletta,,11,0,0,9
Dale R Kerns Jr,,,0,0,9
Neal Gale,,,,0,9
Total,145,11,0,0,9
,United States Senator,,,,10
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,10
Bob Casey Jr,135,0,0,0,10
Lou Barletta,,11,0,0,10
Dale R Kerns Jr,,,0,0,10
Neal Gale,,,,0,10
Total,135,11,0,0,10
,United States Senator,,,,11
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,11
Bob Casey Jr,175,0,0,0,11
Lou Barletta,,22,0,0,11
Dale R Kerns Jr,,,0,0,11
Neal Gale,,,,0,11
Total,175,22,0,0,11
,United States Senator,,,,12
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,12
