col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In The General Assembly 152nd District,,United States Senator,,,,All
,Thomas P Murt,Daryl Boling,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,All
Thomas P Murt,10,0,269,"1,004",3,7,All
Daryl Boling,,0,917,7,8,2,All
Bob Casey Jr,,,28,0,0,0,All
Lou Barletta,,,,7,0,0,All
Neal Gale,,,,,1,0,All
Dale R Kerns Jr,,,,,,2,All
Total,"1,293",934,"1,214","1,018",12,11,All
,Representative In The General Assembly 152nd District,,United States Senator,,,,16
,Thomas P Murt,Daryl Boling,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,16
Thomas P Murt,1,0,31,129,1,0,16
Daryl Boling,,0,115,2,1,1,16
Bob Casey Jr,,,4,0,0,0,16
Lou Barletta,,,,0,0,0,16
Dale R Kerns Jr,,,,,0,0,16
Neal Gale,,,,,,0,16
Total,162,119,150,131,2,1,16
,Representative In The General Assembly 152nd District,,United States Senator,,,,17
,Thomas P Murt,Daryl Boling,Lou Barletta,Bob Casey Jr,Dale R Kerns Jr,Neal Gale,17
Thomas P Murt,4,0,176,39,2,1,17
Daryl Boling,,0,0,71,0,0,17
Lou Barletta,,,2,0,0,0,17
Bob Casey Jr,,,,3,0,0,17
Dale R Kerns Jr,,,,,1,0,17
Neal Gale,,,,,,0,17
Total,222,71,178,113,3,1,17
,Representative In The General Assembly 152nd District,,United States Senator,,,,18
,Thomas P Murt,Daryl Boling,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,18
Thomas P Murt,1,0,40,166,0,0,18
Daryl Boling,,0,155,0,1,0,18
Bob Casey Jr,,,7,0,0,0,18
Lou Barletta,,,,1,0,0,18
Neal Gale,,,,,0,0,18
Dale R Kerns Jr,,,,,,0,18
Total,207,156,202,167,1,0,18
,Representative In The General Assembly 152nd District,,United States Senator,,,,19
,Thomas P Murt,Daryl Boling,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,19
Thomas P Murt,0,0,46,170,3,0,19
Daryl Boling,,0,132,2,0,1,19
Bob Casey Jr,,,2,0,0,0,19
Lou Barletta,,,,0,0,0,19
Dale R Kerns Jr,,,,,0,0,19
Neal Gale,,,,,,0,19
Total,219,135,180,172,3,1,19
,United States Senator,,,,Representative In The General Assembly 152nd District,,20
,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,Thomas P Murt,Daryl Boling,20
Bob Casey Jr,3,0,0,0,49,145,20
Lou Barletta,,2,0,0,145,0,20
Neal Gale,,,1,0,0,2,20
Dale R Kerns Jr,,,,0,0,0,20
Thomas P Murt,,,,,1,0,20
Daryl Boling,,,,,,0,20
Total,197,147,3,0,195,147,20
,United States Senator,,,,Representative In The General Assembly 152nd District,,21
,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,Daryl Boling,Thomas P Murt,21
Bob Casey Jr,5,0,0,0,166,33,21
Lou Barletta,,1,0,0,0,113,21
Neal Gale,,,0,0,1,2,21
Dale R Kerns Jr,,,,1,1,0,21
Daryl Boling,,,,,0,0,21
Thomas P Murt,,,,,,3,21
Total,204,114,3,2,168,151,21
,United States Senator,,,,Representative In The General Assembly 152nd District,,24
,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,Daryl Boling,Thomas P Murt,24
Bob Casey Jr,4,0,0,0,133,31,24
Lou Barletta,,1,0,0,3,105,24
Neal Gale,,,0,0,2,0,24
Dale R Kerns Jr,,,,0,0,1,24
Daryl Boling,,,,,0,0,24
Thomas P Murt,,,,,,0,24
Total,168,109,2,1,138,137,24
