col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In The General Assembly 175th District,United States Senator,,,,All
,Marylouise Isaacson,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,All
Marylouise Isaacson,14,"3,809",148,52,29,All
Bob Casey Jr,,96,0,0,0,All
Lou Barletta,,,411,0,0,All
Neal Gale,,,,12,0,All
Dale R Kerns Jr,,,,,12,All
Total,"4,052","3,905",559,64,41,All
,Representative In The General Assembly 175th District,United States Senator,,,,1
,Marylouise Isaacson,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,1
Marylouise Isaacson,0,403,12,4,4,1
Bob Casey Jr,,9,0,0,0,1
Lou Barletta,,,15,0,0,1
Neal Gale,,,,2,0,1
Dale R Kerns Jr,,,,,1,1
Total,423,412,27,6,5,1
,Representative In The General Assembly 175th District,United States Senator,,,,2
,Marylouise Isaacson,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,2
Marylouise Isaacson,1,115,4,0,0,2
Bob Casey Jr,,1,0,0,0,2
Lou Barletta,,,10,0,0,2
Dale R Kerns Jr,,,,0,0,2
Neal Gale,,,,,0,2
Total,120,116,14,0,0,2
,Representative In The General Assembly 175th District,United States Senator,,,,3
,Marylouise Isaacson,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,3
Marylouise Isaacson,1,353,15,6,5,3
Bob Casey Jr,,9,0,0,0,3
Lou Barletta,,,28,0,0,3
Neal Gale,,,,1,0,3
Dale R Kerns Jr,,,,,1,3
Total,380,362,43,7,6,3
,Representative In The General Assembly 175th District,United States Senator,,,,4
,Marylouise Isaacson,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,4
Marylouise Isaacson,3,335,17,8,3,4
Bob Casey Jr,,15,0,0,0,4
Lou Barletta,,,63,0,0,4
Neal Gale,,,,2,0,4
Dale R Kerns Jr,,,,,1,4
Total,366,350,80,10,4,4
,Representative In The General Assembly 175th District,United States Senator,,,,5
,Marylouise Isaacson,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,5
Marylouise Isaacson,2,262,21,2,1,5
Bob Casey Jr,,3,0,0,0,5
Lou Barletta,,,34,0,0,5
Neal Gale,,,,1,0,5
Dale R Kerns Jr,,,,,1,5
Total,288,265,55,3,2,5
,Representative In The General Assembly 175th District,United States Senator,,,,7
,Marylouise Isaacson,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,7
Marylouise Isaacson,2,365,21,5,3,7
Bob Casey Jr,,9,0,0,0,7
Lou Barletta,,,66,0,0,7
Dale R Kerns Jr,,,,3,0,7
Neal Gale,,,,,1,7
Total,396,374,87,8,4,7
,Representative In The General Assembly 175th District,United States Senator,,,,8
,Marylouise Isaacson,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,8
Marylouise Isaacson,1,362,12,4,3,8
Bob Casey Jr,,11,0,0,0,8
Lou Barletta,,,33,0,0,8
Neal Gale,,,,1,0,8
Dale R Kerns Jr,,,,,1,8
Total,382,373,45,5,4,8
,Representative In The General Assembly 175th District,United States Senator,,,,9
,Marylouise Isaacson,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,9
Marylouise Isaacson,2,340,3,6,2,9
Bob Casey Jr,,4,0,0,0,9
Lou Barletta,,,17,0,0,9
Neal Gale,,,,0,0,9
Dale R Kerns Jr,,,,,1,9
Total,353,344,20,6,3,9
,Representative In The General Assembly 175th District,United States Senator,,,,10
,Marylouise Isaacson,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,10
Marylouise Isaacson,0,227,7,3,0,10
Bob Casey Jr,,4,0,0,0,10
Lou Barletta,,,17,0,0,10
Neal Gale,,,,1,0,10
Dale R Kerns Jr,,,,,1,10
Total,237,231,24,4,1,10
,Representative In The General Assembly 175th District,United States Senator,,,,11
,Marylouise Isaacson,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,11
Marylouise Isaacson,0,323,6,3,0,11
Bob Casey Jr,,8,0,0,0,11
Lou Barletta,,,27,0,0,11
Neal Gale,,,,0,0,11
Dale R Kerns Jr,,,,,1,11
Total,332,331,33,3,1,11
,Representative In The General Assembly 175th District,United States Senator,,,,12
,Marylouise Isaacson,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,12
Marylouise Isaacson,0,216,5,3,1,12
Bob Casey Jr,,6,0,0,0,12
Lou Barletta,,,21,0,0,12
Neal Gale,,,,2,0,12
Dale R Kerns Jr,,,,,0,12
Total,225,222,26,5,1,12
,Representative In The General Assembly 175th District,United States Senator,,,,13
,Marylouise Isaacson,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,13
Marylouise Isaacson,1,254,6,4,2,13
Bob Casey Jr,,9,0,0,0,13
Lou Barletta,,,36,0,0,13
Neal Gale,,,,0,0,13
Dale R Kerns Jr,,,,,0,13
Total,267,263,42,4,2,13
,Representative In The General Assembly 175th District,United States Senator,,,,14
,Marylouise Isaacson,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,14
Marylouise Isaacson,1,254,19,6,3,14
Bob Casey Jr,,8,0,0,0,14
Lou Barletta,,,44,0,0,14
Neal Gale,,,,1,0,14
Dale R Kerns Jr,,,,,1,14
Total,283,262,63,7,4,14
