col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 198th District,Representative In Congress 3rd District,,All
,Rosita C Youngblood,Dwight Evans,Bryan E Leib,All
Rosita C Youngblood,28,"3,213",39,All
Dwight Evans,,49,0,All
Bryan E Leib,,,85,All
Total,"3,280","3,262",124,All
,Representative In Congress 3rd District,,Representative In The General Assembly 198th District,2
,Dwight Evans,Bryan E Leib,Rosita C Youngblood,2
Dwight Evans,5,0,381,2
Bryan E Leib,,3,0,2
Rosita C Youngblood,,,0,2
Total,386,3,381,2
,Representative In The General Assembly 198th District,Representative In Congress 3rd District,,3
,Rosita C Youngblood,Dwight Evans,Bryan E Leib,3
Rosita C Youngblood,3,370,2,3
Dwight Evans,,2,0,3
Bryan E Leib,,,0,3
Total,375,372,2,3
,Representative In Congress 3rd District,,Representative In The General Assembly 198th District,4
,Dwight Evans,Bryan E Leib,Rosita C Youngblood,4
Dwight Evans,6,0,274,4
Bryan E Leib,,1,2,4
Rosita C Youngblood,,,2,4
Total,280,3,278,4
,Representative In The General Assembly 198th District,Representative In Congress 3rd District,,5
,Rosita C Youngblood,Dwight Evans,Bryan E Leib,5
Rosita C Youngblood,3,282,0,5
Dwight Evans,,1,0,5
Bryan E Leib,,,0,5
Total,285,283,0,5
,Representative In The General Assembly 198th District,Representative In Congress 3rd District,,6
,Rosita C Youngblood,Dwight Evans,Bryan E Leib,6
Rosita C Youngblood,2,321,2,6
Dwight Evans,,0,0,6
Bryan E Leib,,,1,6
Total,325,321,3,6
,Representative In The General Assembly 198th District,Representative In Congress 3rd District,,10
,Rosita C Youngblood,Dwight Evans,Bryan E Leib,10
Rosita C Youngblood,2,348,4,10
Dwight Evans,,5,0,10
Bryan E Leib,,,3,10
Total,354,353,7,10
,Representative In The General Assembly 198th District,Representative In Congress 3rd District,,11
,Rosita C Youngblood,Dwight Evans,Bryan E Leib,11
Rosita C Youngblood,7,275,10,11
Dwight Evans,,8,0,11
Bryan E Leib,,,28,11
Total,292,283,38,11
,Representative In The General Assembly 198th District,Representative In Congress 3rd District,,17
,Rosita C Youngblood,Dwight Evans,Bryan E Leib,17
Rosita C Youngblood,4,350,6,17
Dwight Evans,,8,0,17
Bryan E Leib,,,6,17
Total,360,358,12,17
,Representative In The General Assembly 198th District,Representative In Congress 3rd District,,18
,Rosita C Youngblood,Dwight Evans,Bryan E Leib,18
Rosita C Youngblood,2,322,13,18
Dwight Evans,,10,0,18
Bryan E Leib,,,43,18
Total,337,332,56,18
,Representative In Congress 3rd District,,Representative In The General Assembly 198th District,21
,Dwight Evans,Bryan E Leib,Rosita C Youngblood,21
Dwight Evans,4,0,290,21
Bryan E Leib,,0,0,21
Rosita C Youngblood,,,3,21
Total,294,0,293,21
