col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,United States Senator,,,,Representative In Congress 3rd District,,All
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,Dwight Evans,Bryan E Leib,All
Bob Casey Jr,140,0,0,0,"14,477",487,All
Lou Barletta,,48,0,0,201,"3,949",All
Dale R Kerns Jr,,,24,0,96,130,All
Neal Gale,,,,9,165,32,All
Dwight Evans,,,,,32,0,All
Bryan E Leib,,,,,,6,All
Total,"15,104","4,198",250,206,"14,971","4,604",All
,United States Senator,,,,Representative In Congress 3rd District,,1
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,Dwight Evans,Bryan E Leib,1
Bob Casey Jr,2,0,0,0,365,10,1
Lou Barletta,,0,0,0,2,59,1
Dale R Kerns Jr,,,0,0,5,1,1
Neal Gale,,,,0,5,1,1
Dwight Evans,,,,,0,0,1
Bryan E Leib,,,,,,0,1
Total,377,61,6,6,377,71,1
,United States Senator,,,,Representative In Congress 3rd District,,2
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,Dwight Evans,Bryan E Leib,2
Bob Casey Jr,3,0,0,0,348,15,2
Lou Barletta,,3,0,0,2,82,2
Dale R Kerns Jr,,,1,0,1,6,2
Neal Gale,,,,0,7,0,2
Dwight Evans,,,,,0,0,2
Bryan E Leib,,,,,,0,2
Total,366,87,8,7,358,103,2
,United States Senator,,,,Representative In Congress 3rd District,,3
,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,Dwight Evans,Bryan E Leib,3
Bob Casey Jr,2,0,0,0,274,4,3
Lou Barletta,,0,0,0,0,23,3
Neal Gale,,,0,0,4,0,3
Dale R Kerns Jr,,,,1,0,1,3
Dwight Evans,,,,,1,0,3
Bryan E Leib,,,,,,1,3
Total,280,23,4,2,279,29,3
,Representative In Congress 3rd District,,United States Senator,,,,4
,Dwight Evans,Bryan E Leib,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,4
Dwight Evans,0,0,288,5,6,3,4
Bryan E Leib,,0,6,52,2,0,4
Bob Casey Jr,,,2,0,0,0,4
Lou Barletta,,,,0,0,0,4
Neal Gale,,,,,0,0,4
Dale R Kerns Jr,,,,,,0,4
Total,302,60,296,57,8,3,4
,United States Senator,,,,Representative In Congress 3rd District,,5
,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,Dwight Evans,Bryan E Leib,5
Bob Casey Jr,3,0,0,0,439,21,5
Lou Barletta,,1,0,0,2,152,5
Neal Gale,,,0,0,6,1,5
Dale R Kerns Jr,,,,1,3,1,5
Dwight Evans,,,,,0,0,5
Bryan E Leib,,,,,,0,5
Total,463,155,7,5,450,175,5
,Representative In Congress 3rd District,,United States Senator,,,,6
,Dwight Evans,Bryan E Leib,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,6
Dwight Evans,0,0,309,4,3,6,6
Bryan E Leib,,0,8,51,4,0,6
Bob Casey Jr,,,0,0,0,0,6
Lou Barletta,,,,0,0,0,6
Dale R Kerns Jr,,,,,1,0,6
Neal Gale,,,,,,0,6
Total,322,63,317,55,8,6,6
,Representative In Congress 3rd District,,United States Senator,,,,7
,Dwight Evans,Bryan E Leib,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,7
Dwight Evans,0,0,330,6,6,4,7
Bryan E Leib,,1,5,56,5,0,7
Bob Casey Jr,,,1,0,0,0,7
Lou Barletta,,,,0,0,0,7
Dale R Kerns Jr,,,,,0,0,7
Neal Gale,,,,,,0,7
Total,346,67,336,62,11,4,7
,Representative In Congress 3rd District,,United States Senator,,,,8
,Dwight Evans,Bryan E Leib,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,8
