col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Governor And Lieutenant Governor,,,,Representative In Congress 2nd District,,All
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Brendan F Boyle,David Torres,All
Tom Wolf,70,0,0,0,"4,070",151,All
Scott R Wagner,,12,0,0,81,"1,021",All
Ken V Krawchuk,,,0,0,17,20,All
Paul Glover,,,,1,22,12,All
Brendan F Boyle,,,,,23,0,All
David Torres,,,,,,8,All
Total,"4,291","1,114",37,35,"4,213","1,212",All
,Governor And Lieutenant Governor,,,,Representative In Congress 2nd District,,1
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Brendan F Boyle,David Torres,1
Tom Wolf,2,0,0,0,144,4,1
Scott R Wagner,,0,0,0,0,32,1
Paul Glover,,,0,0,0,1,1
Ken V Krawchuk,,,,0,0,0,1
Brendan F Boyle,,,,,1,0,1
David Torres,,,,,,0,1
Total,150,32,1,0,145,37,1
,Governor And Lieutenant Governor,,,,Representative In Congress 2nd District,,2
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Brendan F Boyle,David Torres,2
Tom Wolf,10,0,0,0,172,1,2
Scott R Wagner,,0,0,0,0,21,2
Paul Glover,,,0,0,0,1,2
Ken V Krawchuk,,,,0,0,0,2
Brendan F Boyle,,,,,0,0,2
David Torres,,,,,,0,2
Total,183,21,1,0,172,23,2
,Governor And Lieutenant Governor,,,,Representative In Congress 2nd District,,3
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Brendan F Boyle,David Torres,3
Tom Wolf,3,0,0,0,160,6,3
Scott R Wagner,,0,0,0,3,17,3
Ken V Krawchuk,,,0,0,0,1,3
Paul Glover,,,,0,0,0,3
Brendan F Boyle,,,,,3,0,3
David Torres,,,,,,0,3
Total,169,20,1,0,166,24,3
,Representative In Congress 2nd District,,Governor And Lieutenant Governor,,,,4
,Brendan F Boyle,David Torres,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,4
Brendan F Boyle,1,0,147,2,0,1,4
David Torres,,1,3,44,2,1,4
Tom Wolf,,,1,0,0,0,4
Scott R Wagner,,,,2,0,0,4
Ken V Krawchuk,,,,,0,0,4
Paul Glover,,,,,,0,4
Total,151,51,151,48,2,2,4
,Governor And Lieutenant Governor,,,,Representative In Congress 2nd District,,5
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Brendan F Boyle,David Torres,5
Tom Wolf,4,0,0,0,120,2,5
Scott R Wagner,,0,0,0,2,27,5
Ken V Krawchuk,,,0,0,2,1,5
Paul Glover,,,,0,0,2,5
Brendan F Boyle,,,,,0,0,5
David Torres,,,,,,0,5
Total,126,29,3,2,124,32,5
,Governor And Lieutenant Governor,,,,Representative In Congress 2nd District,,6
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Brendan F Boyle,David Torres,6
Tom Wolf,1,0,0,0,159,9,6
Scott R Wagner,,1,0,0,1,23,6
Ken V Krawchuk,,,0,0,1,1,6
Paul Glover,,,,0,0,0,6
Brendan F Boyle,,,,,1,0,6
David Torres,,,,,,0,6
Total,169,25,2,0,162,33,6
,Governor And Lieutenant Governor,,,,Representative In Congress 2nd District,,7
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Brendan F Boyle,David Torres,7
Tom Wolf,2,0,0,0,120,5,7
Scott R Wagner,,0,0,0,4,37,7
Ken V Krawchuk,,,0,0,0,1,7
Paul Glover,,,,0,1,0,7
Brendan F Boyle,,,,,0,0,7
David Torres,,,,,,0,7
Total,127,41,1,1,125,43,7
,Governor And Lieutenant Governor,,,,Representative In Congress 2nd District,,8
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Brendan F Boyle,David Torres,8
Tom Wolf,2,0,0,0,154,4,8
Scott R Wagner,,0,0,0,4,33,8
Paul Glover,,,0,0,1,0,8
Ken V Krawchuk,,,,0,0,0,8
Brendan F Boyle,,,,,0,0,8
David Torres,,,,,,0,8
Total,160,37,1,0,159,37,8
,Governor And Lieutenant Governor,,,,Representative In Congress 2nd District,,9
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Brendan F Boyle,David Torres,9
Tom Wolf,5,0,0,0,172,12,9
Scott R Wagner,,0,0,0,2,27,9
Ken V Krawchuk,,,0,0,2,1,9
Paul Glover,,,,0,0,0,9
Brendan F Boyle,,,,,2,0,9
David Torres,,,,,,1,9
Total,189,29,3,0,178,41,9
,Representative In Congress 2nd District,,Governor And Lieutenant Governor,,,,10
,Brendan F Boyle,David Torres,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,10
Brendan F Boyle,1,0,179,8,1,1,10
David Torres,,1,6,43,1,0,10
Tom Wolf,,,3,0,0,0,10
Scott R Wagner,,,,0,0,0,10
Paul Glover,,,,,0,0,10
Ken V Krawchuk,,,,,,0,10
Total,190,51,188,51,2,1,10
,Governor And Lieutenant Governor,,,,Representative In Congress 2nd District,,11
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Brendan F Boyle,David Torres,11
Tom Wolf,3,0,0,0,138,7,11
Scott R Wagner,,0,0,0,5,30,11
Paul Glover,,,1,0,1,0,11
Ken V Krawchuk,,,,0,1,0,11
Brendan F Boyle,,,,,0,0,11
David Torres,,,,,,1,11
Total,148,35,2,1,145,38,11
,Governor And Lieutenant Governor,,,,Representative In Congress 2nd District,,12
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Brendan F Boyle,David Torres,12
Tom Wolf,3,0,0,0,155,3,12
Scott R Wagner,,1,0,0,1,44,12
Paul Glover,,,0,0,0,1,12
Ken V Krawchuk,,,,0,0,0,12
Brendan F Boyle,,,,,0,0,12
David Torres,,,,,,1,12
Total,161,46,1,0,156,49,12
,Governor And Lieutenant Governor,,,,Representative In Congress 2nd District,,13
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Brendan F Boyle,David Torres,13
Tom Wolf,3,0,0,0,188,10,13
Scott R Wagner,,0,0,0,3,43,13
Ken V Krawchuk,,,0,0,0,2,13
Paul Glover,,,,0,2,0,13
Brendan F Boyle,,,,,0,0,13
David Torres,,,,,,0,13
Total,201,46,2,2,193,55,13
,Governor And Lieutenant Governor,,,,Representative In Congress 2nd District,,14
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Brendan F Boyle,David Torres,14
Tom Wolf,2,0,0,0,163,12,14
Scott R Wagner,,0,0,0,1,33,14
Ken V Krawchuk,,,0,0,2,1,14
Paul Glover,,,,0,2,0,14
Brendan F Boyle,,,,,1,0,14
David Torres,,,,,,0,14
Total,177,34,3,2,169,46,14
,Governor And Lieutenant Governor,,,,Representative In Congress 2nd District,,15
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Brendan F Boyle,David Torres,15
Tom Wolf,4,0,0,0,188,6,15
Scott R Wagner,,0,0,0,0,40,15
Paul Glover,,,0,0,1,3,15
Ken V Krawchuk,,,,0,1,2,15
Brendan F Boyle,,,,,1,0,15
David Torres,,,,,,0,15
Total,198,40,4,3,191,51,15
,Governor And Lieutenant Governor,,,,Representative In Congress 2nd District,,16
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Brendan F Boyle,David Torres,16
Tom Wolf,2,0,0,0,119,5,16
Scott R Wagner,,1,0,0,2,26,16
Paul Glover,,,0,0,2,0,16
Ken V Krawchuk,,,,0,0,1,16
Brendan F Boyle,,,,,0,0,16
David Torres,,,,,,1,16
Total,126,29,2,1,123,33,16
,Representative In Congress 2nd District,,Governor And Lieutenant Governor,,,,17
,Brendan F Boyle,David Torres,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,17
Brendan F Boyle,2,0,145,7,2,0,17
David Torres,,0,5,58,0,0,17
Tom Wolf,,,1,0,0,0,17
Scott R Wagner,,,,1,0,0,17
Paul Glover,,,,,0,0,17
Ken V Krawchuk,,,,,,0,17
Total,156,63,151,66,2,0,17
