col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,United States Senator,,,,Senator In The General Assembly 4th District,,All
,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,Art Haywood,Ron Holt,All
Bob Casey Jr,72,0,0,0,"7,552",106,All
Lou Barletta,,12,0,0,35,697,All
Neal Gale,,,3,0,48,3,All
Dale R Kerns Jr,,,,3,15,16,All
Art Haywood,,,,,16,0,All
Ron Holt,,,,,,2,All
Total,"7,730",744,54,34,"7,666",824,All
,United States Senator,,,,Senator In The General Assembly 4th District,,1
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,Art Haywood,Ron Holt,1
Bob Casey Jr,7,0,0,0,459,3,1
Lou Barletta,,0,0,0,0,14,1
Dale R Kerns Jr,,,1,0,0,0,1
Neal Gale,,,,0,1,0,1
Art Haywood,,,,,1,0,1
Ron Holt,,,,,,0,1
Total,469,14,1,1,461,17,1
,United States Senator,,,,Senator In The General Assembly 4th District,,2
,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,Art Haywood,Ron Holt,2
Bob Casey Jr,4,0,0,0,420,3,2
Lou Barletta,,0,0,0,2,30,2
Neal Gale,,,0,0,3,0,2
Dale R Kerns Jr,,,,0,0,0,2
Art Haywood,,,,,1,0,2
Ron Holt,,,,,,0,2
Total,427,32,3,0,426,33,2
,Senator In The General Assembly 4th District,,United States Senator,,,,3
,Art Haywood,Ron Holt,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,3
Art Haywood,2,0,543,5,3,0,3
Ron Holt,,0,6,33,0,0,3
Bob Casey Jr,,,4,0,0,0,3
Lou Barletta,,,,1,0,0,3
Neal Gale,,,,,1,0,3
Dale R Kerns Jr,,,,,,1,3
Total,553,39,553,39,4,1,3
,Senator In The General Assembly 4th District,,United States Senator,,,,4
,Art Haywood,Ron Holt,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,4
Art Haywood,1,0,393,4,6,4,4
Ron Holt,,0,4,55,1,0,4
Bob Casey Jr,,,3,0,0,0,4
Lou Barletta,,,,0,0,0,4
Neal Gale,,,,,0,0,4
Dale R Kerns Jr,,,,,,0,4
Total,408,60,400,59,7,4,4
,United States Senator,,,,Senator In The General Assembly 4th District,,5
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,Art Haywood,Ron Holt,5
Bob Casey Jr,2,0,0,0,438,8,5
Lou Barletta,,2,0,0,4,52,5
Dale R Kerns Jr,,,0,0,1,1,5
Neal Gale,,,,0,1,0,5
Art Haywood,,,,,0,0,5
Ron Holt,,,,,,0,5
Total,448,58,2,1,444,61,5
,United States Senator,,,,Senator In The General Assembly 4th District,,6
,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,Art Haywood,Ron Holt,6
Bob Casey Jr,8,0,0,0,478,10,6
Lou Barletta,,1,0,0,1,59,6
Neal Gale,,,0,0,4,0,6
Dale R Kerns Jr,,,,0,1,0,6
Art Haywood,,,,,0,0,6
Ron Holt,,,,,,0,6
Total,496,61,4,1,484,69,6
,United States Senator,,,,Senator In The General Assembly 4th District,,7
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,Art Haywood,Ron Holt,7
Bob Casey Jr,0,0,0,0,375,12,7
Lou Barletta,,1,0,0,3,74,7
Dale R Kerns Jr,,,0,0,1,2,7
Neal Gale,,,,0,0,0,7
Art Haywood,,,,,0,0,7
Ron Holt,,,,,,0,7
Total,387,78,3,0,379,88,7
,United States Senator,,,,Senator In The General Assembly 4th District,,8
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,Art Haywood,Ron Holt,8
