col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 191st District,Representative In Congress 5th District,,All
,Joanna E Mcclinton,Mary Gay Scanlon,Pearl Kim,All
Joanna E Mcclinton,60,"5,325",70,All
Mary Gay Scanlon,,52,0,All
Pearl Kim,,,115,All
Total,"5,455","5,377",185,All
,Representative In The General Assembly 191st District,Representative In Congress 5th District,,2
,Joanna E Mcclinton,Mary Gay Scanlon,Pearl Kim,2
Joanna E Mcclinton,1,247,3,2
Mary Gay Scanlon,,1,0,2
Pearl Kim,,,1,2
Total,251,248,4,2
,Representative In The General Assembly 191st District,Representative In Congress 5th District,,3
,Joanna E Mcclinton,Mary Gay Scanlon,Pearl Kim,3
Joanna E Mcclinton,7,400,3,3
Mary Gay Scanlon,,4,0,3
Pearl Kim,,,3,3
Total,410,404,6,3
,Representative In The General Assembly 191st District,Representative In Congress 5th District,,4
,Joanna E Mcclinton,Mary Gay Scanlon,Pearl Kim,4
Joanna E Mcclinton,4,293,2,4
Mary Gay Scanlon,,1,0,4
Pearl Kim,,,1,4
Total,299,294,3,4
,Representative In The General Assembly 191st District,Representative In Congress 5th District,,5
,Joanna E Mcclinton,Mary Gay Scanlon,Pearl Kim,5
Joanna E Mcclinton,9,317,0,5
Mary Gay Scanlon,,6,0,5
Pearl Kim,,,4,5
Total,326,323,4,5
,Representative In The General Assembly 191st District,Representative In Congress 5th District,,6
,Joanna E Mcclinton,Mary Gay Scanlon,Pearl Kim,6
Joanna E Mcclinton,2,216,2,6
Mary Gay Scanlon,,2,0,6
Pearl Kim,,,5,6
Total,220,218,7,6
,Representative In The General Assembly 191st District,Representative In Congress 5th District,,7
,Joanna E Mcclinton,Mary Gay Scanlon,Pearl Kim,7
Joanna E Mcclinton,3,305,2,7
Mary Gay Scanlon,,2,0,7
Pearl Kim,,,3,7
Total,310,307,5,7
,Representative In The General Assembly 191st District,Representative In Congress 5th District,,8
,Joanna E Mcclinton,Mary Gay Scanlon,Pearl Kim,8
Joanna E Mcclinton,1,171,5,8
Mary Gay Scanlon,,1,0,8
Pearl Kim,,,1,8
Total,177,172,6,8
,Representative In The General Assembly 191st District,Representative In Congress 5th District,,9
,Joanna E Mcclinton,Mary Gay Scanlon,Pearl Kim,9
Joanna E Mcclinton,5,282,2,9
Mary Gay Scanlon,,2,0,9
Pearl Kim,,,3,9
Total,289,284,5,9
,Representative In The General Assembly 191st District,Representative In Congress 5th District,,10
,Joanna E Mcclinton,Mary Gay Scanlon,Pearl Kim,10
Joanna E Mcclinton,0,176,3,10
Mary Gay Scanlon,,0,0,10
Pearl Kim,,,3,10
Total,179,176,6,10
,Representative In The General Assembly 191st District,Representative In Congress 5th District,,11
,Joanna E Mcclinton,Mary Gay Scanlon,Pearl Kim,11
Joanna E Mcclinton,2,217,4,11
Mary Gay Scanlon,,1,0,11
Pearl Kim,,,4,11
Total,223,218,8,11
,Representative In The General Assembly 191st District,Representative In Congress 5th District,,12
,Joanna E Mcclinton,Mary Gay Scanlon,Pearl Kim,12
Joanna E Mcclinton,4,196,3,12
Mary Gay Scanlon,,1,0,12
Pearl Kim,,,2,12
Total,203,197,5,12
,Representative In Congress 5th District,,Representative In The General Assembly 191st District,13
,Mary Gay Scanlon,Pearl Kim,Joanna E Mcclinton,13
Mary Gay Scanlon,18,0,288,13
Pearl Kim,,3,6,13
Joanna E Mcclinton,,,5,13
Total,306,9,299,13
,Representative In The General Assembly 191st District,Representative In Congress 5th District,,14
,Joanna E Mcclinton,Mary Gay Scanlon,Pearl Kim,14
Joanna E Mcclinton,2,292,6,14
Mary Gay Scanlon,,0,0,14
Pearl Kim,,,7,14
Total,300,292,13,14
,Representative In The General Assembly 191st District,Representative In Congress 5th District,,19
,Joanna E Mcclinton,Mary Gay Scanlon,Pearl Kim,19
Joanna E Mcclinton,1,219,3,19
Mary Gay Scanlon,,1,0,19
Pearl Kim,,,25,19
Total,223,220,28,19
,Representative In The General Assembly 191st District,Representative In Congress 5th District,,20
,Joanna E Mcclinton,Mary Gay Scanlon,Pearl Kim,20
Joanna E Mcclinton,2,144,0,20
Mary Gay Scanlon,,1,0,20
Pearl Kim,,,5,20
Total,146,145,5,20
,Representative In The General Assembly 191st District,Representative In Congress 5th District,,21
,Joanna E Mcclinton,Mary Gay Scanlon,Pearl Kim,21
Joanna E Mcclinton,0,123,2,21
Mary Gay Scanlon,,0,0,21
Pearl Kim,,,10,21
Total,125,123,12,21
,Representative In The General Assembly 191st District,Representative In Congress 5th District,,23
,Joanna E Mcclinton,Mary Gay Scanlon,Pearl Kim,23
Joanna E Mcclinton,2,192,3,23
Mary Gay Scanlon,,1,0,23
Pearl Kim,,,2,23
Total,197,193,5,23
,Representative In The General Assembly 191st District,Representative In Congress 5th District,,24
,Joanna E Mcclinton,Mary Gay Scanlon,Pearl Kim,24
Joanna E Mcclinton,1,335,1,24
Mary Gay Scanlon,,0,0,24
Pearl Kim,,,6,24
Total,337,335,7,24
