col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Governor And Lieutenant Governor,,,,United States Senator,,,,All
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,All
Tom Wolf,"5,277",0,0,0,"456,651","5,596","1,821",905,All
Scott R Wagner,,477,0,0,"3,819","58,252",148,312,All
Paul Glover,,,55,0,"1,132",211,"1,310",119,All
Ken V Krawchuk,,,,36,628,364,138,"1,341",All
Bob Casey Jr,,,,,"4,870",0,0,0,All
Lou Barletta,,,,,,654,0,0,All
Neal Gale,,,,,,,34,0,All
Dale R Kerns Jr,,,,,,,,30,All
Total,"470,250","63,008","2,827","2,507","467,100","65,077","3,451","2,707",All
