col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 202nd District,Representative In Congress 2nd District,,All
,Jared Solomon,Brendan F Boyle,David Torres,All
Jared Solomon,24,"2,471",171,All
Brendan F Boyle,,35,0,All
David Torres,,,274,All
Total,"2,666","2,506",445,All
,Representative In The General Assembly 202nd District,Representative In Congress 2nd District,,13
,Jared Solomon,Brendan F Boyle,David Torres,13
Jared Solomon,1,287,12,13
Brendan F Boyle,,5,0,13
David Torres,,,18,13
Total,300,292,30,13
,Representative In The General Assembly 202nd District,Representative In Congress 2nd District,,15
,Jared Solomon,Brendan F Boyle,David Torres,15
Jared Solomon,3,258,7,15
Brendan F Boyle,,2,0,15
David Torres,,,17,15
Total,268,260,24,15
,Representative In The General Assembly 202nd District,Representative In Congress 2nd District,,16
,Jared Solomon,Brendan F Boyle,David Torres,16
Jared Solomon,4,252,11,16
Brendan F Boyle,,2,0,16
David Torres,,,20,16
Total,267,254,31,16
,Representative In The General Assembly 202nd District,Representative In Congress 2nd District,,17
,Jared Solomon,Brendan F Boyle,David Torres,17
Jared Solomon,2,216,19,17
Brendan F Boyle,,1,0,17
David Torres,,,18,17
Total,237,217,37,17
,Representative In The General Assembly 202nd District,Representative In Congress 2nd District,,18
,Jared Solomon,Brendan F Boyle,David Torres,18
Jared Solomon,3,202,17,18
Brendan F Boyle,,3,0,18
David Torres,,,16,18
Total,222,205,33,18
,Representative In The General Assembly 202nd District,Representative In Congress 2nd District,,20
,Jared Solomon,Brendan F Boyle,David Torres,20
Jared Solomon,1,252,9,20
Brendan F Boyle,,2,0,20
David Torres,,,31,20
Total,262,254,40,20
,Representative In The General Assembly 202nd District,Representative In Congress 2nd District,,21
,Jared Solomon,Brendan F Boyle,David Torres,21
Jared Solomon,1,173,16,21
Brendan F Boyle,,3,0,21
David Torres,,,23,21
Total,190,176,39,21
,Representative In The General Assembly 202nd District,Representative In Congress 2nd District,,22
,Jared Solomon,Brendan F Boyle,David Torres,22
Jared Solomon,1,180,12,22
Brendan F Boyle,,4,0,22
David Torres,,,19,22
Total,193,184,31,22
,Representative In The General Assembly 202nd District,Representative In Congress 2nd District,,23
,Jared Solomon,Brendan F Boyle,David Torres,23
Jared Solomon,2,143,15,23
Brendan F Boyle,,1,0,23
David Torres,,,24,23
Total,160,144,39,23
,Representative In The General Assembly 202nd District,Representative In Congress 2nd District,,24
,Jared Solomon,Brendan F Boyle,David Torres,24
Jared Solomon,1,166,9,24
Brendan F Boyle,,1,0,24
David Torres,,,26,24
Total,176,167,35,24
,Representative In The General Assembly 202nd District,Representative In Congress 2nd District,,25
,Jared Solomon,Brendan F Boyle,David Torres,25
Jared Solomon,2,153,26,25
Brendan F Boyle,,6,0,25
David Torres,,,35,25
Total,181,159,61,25
,Representative In The General Assembly 202nd District,Representative In Congress 2nd District,,26
,Jared Solomon,Brendan F Boyle,David Torres,26
Jared Solomon,3,189,18,26
Brendan F Boyle,,5,0,26
David Torres,,,27,26
Total,210,194,45,26
