col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 194th District,,,All
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Pamela Delissio,Sean Stevens,Matt Baltsar,All
Tom Wolf,21,0,0,0,"2,895",75,36,All
Scott R Wagner,,5,0,0,19,250,9,All
Ken V Krawchuk,,,0,0,6,3,15,All
Paul Glover,,,,1,15,1,5,All
Pamela Delissio,,,,,11,0,0,All
Sean Stevens,,,,,,3,0,All
Matt Baltsar,,,,,,,0,All
Total,"3,027",283,24,22,"2,946",332,65,All
,Representative In The General Assembly 194th District,,,Governor And Lieutenant Governor,,,,1
,Pamela Delissio,Sean Stevens,Matt Baltsar,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,1
Pamela Delissio,1,0,0,217,0,0,0,1
Sean Stevens,,0,0,0,1,0,0,1
Matt Baltsar,,,0,0,0,0,0,1
Tom Wolf,,,,0,0,0,0,1
Scott R Wagner,,,,,0,0,0,1
Ken V Krawchuk,,,,,,0,0,1
Paul Glover,,,,,,,0,1
Total,218,1,0,217,1,0,0,1
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 194th District,,,7
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Pamela Delissio,Sean Stevens,Matt Baltsar,7
Tom Wolf,2,0,0,0,299,3,0,7
Scott R Wagner,,0,0,0,0,6,0,7
Paul Glover,,,0,0,1,0,0,7
Ken V Krawchuk,,,,0,0,0,0,7
Pamela Delissio,,,,,2,0,0,7
Sean Stevens,,,,,,0,0,7
Matt Baltsar,,,,,,,0,7
Total,304,6,1,0,302,9,0,7
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 194th District,,,8
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Pamela Delissio,Sean Stevens,Matt Baltsar,8
Tom Wolf,6,0,0,0,285,0,0,8
Scott R Wagner,,0,0,0,0,1,0,8
Ken V Krawchuk,,,0,0,0,0,0,8
Paul Glover,,,,0,0,0,0,8
Pamela Delissio,,,,,1,0,0,8
Sean Stevens,,,,,,0,0,8
Matt Baltsar,,,,,,,0,8
Total,291,1,0,0,286,1,0,8
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 194th District,,,12
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Pamela Delissio,Sean Stevens,Matt Baltsar,12
Tom Wolf,1,0,0,0,262,9,4,12
Scott R Wagner,,0,0,0,5,26,0,12
Ken V Krawchuk,,,0,0,0,1,3,12
Paul Glover,,,,0,2,0,0,12
Pamela Delissio,,,,,1,0,0,12
Sean Stevens,,,,,,0,0,12
Matt Baltsar,,,,,,,0,12
Total,276,31,4,2,270,36,7,12
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 194th District,,,13
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Pamela Delissio,Sean Stevens,Matt Baltsar,13
Tom Wolf,3,0,0,0,334,14,4,13
Scott R Wagner,,3,0,0,1,59,3,13
Ken V Krawchuk,,,0,0,1,0,1,13
Paul Glover,,,,0,2,0,0,13
Pamela Delissio,,,,,0,0,0,13
Sean Stevens,,,,,,0,0,13
Matt Baltsar,,,,,,,0,13
Total,355,66,2,2,338,73,8,13
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 194th District,,,14
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Pamela Delissio,Sean Stevens,Matt Baltsar,14
Tom Wolf,2,0,0,0,328,3,7,14
Scott R Wagner,,0,0,0,2,36,1,14
Ken V Krawchuk,,,0,0,1,0,4,14
Paul Glover,,,,0,1,0,2,14
Pamela Delissio,,,,,0,0,0,14
Sean Stevens,,,,,,0,0,14
Matt Baltsar,,,,,,,0,14
Total,340,39,5,3,332,39,14,14
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 194th District,,,15
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Pamela Delissio,Sean Stevens,Matt Baltsar,15
Tom Wolf,1,0,0,0,358,16,9,15
Scott R Wagner,,1,0,0,0,19,1,15
Ken V Krawchuk,,,0,0,2,0,4,15
Paul Glover,,,,0,5,0,0,15
Pamela Delissio,,,,,2,0,0,15
Sean Stevens,,,,,,1,0,15
Matt Baltsar,,,,,,,0,15
Total,384,21,6,5,367,36,14,15
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 194th District,,,16
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Pamela Delissio,Sean Stevens,Matt Baltsar,16
Tom Wolf,2,0,0,0,329,14,3,16
Scott R Wagner,,1,0,0,3,42,2,16
Ken V Krawchuk,,,0,0,0,1,2,16
Paul Glover,,,,1,1,1,0,16
Pamela Delissio,,,,,1,0,0,16
Sean Stevens,,,,,,1,0,16
Matt Baltsar,,,,,,,0,16
Total,348,48,3,3,334,59,7,16
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 194th District,,,19
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Pamela Delissio,Sean Stevens,Matt Baltsar,19
Tom Wolf,2,0,0,0,236,5,2,19
Scott R Wagner,,0,0,0,3,13,0,19
Paul Glover,,,0,0,3,0,0,19
Ken V Krawchuk,,,,0,0,0,0,19
Pamela Delissio,,,,,1,0,0,19
Sean Stevens,,,,,,1,0,19
Matt Baltsar,,,,,,,0,19
Total,245,16,3,0,243,19,2,19
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 194th District,,,20
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Pamela Delissio,Sean Stevens,Matt Baltsar,20
Tom Wolf,2,0,0,0,247,11,7,20
Scott R Wagner,,0,0,0,5,47,2,20
Ken V Krawchuk,,,0,0,2,1,1,20
Paul Glover,,,,0,0,0,3,20
Pamela Delissio,,,,,2,0,0,20
Sean Stevens,,,,,,0,0,20
Matt Baltsar,,,,,,,0,20
Total,267,54,4,3,256,59,13,20
