col_1,col_2,col_3,col_4,col_5,col_6,division
,United States Senator,,,,Representative In The General Assembly 191st District,All
,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,Joanna E Mcclinton,All
Bob Casey Jr,115,0,0,0,"5,351",All
Lou Barletta,,114,0,0,44,All
Neal Gale,,,2,0,19,All
Dale R Kerns Jr,,,,4,6,All
Joanna E Mcclinton,,,,,35,All
Total,"5,466",158,21,10,"5,455",All
,United States Senator,,,,Representative In The General Assembly 191st District,2
,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,Joanna E Mcclinton,2
Bob Casey Jr,4,0,0,0,250,2
Lou Barletta,,1,0,0,0,2
Neal Gale,,,0,0,1,2
Dale R Kerns Jr,,,,0,0,2
Joanna E Mcclinton,,,,,0,2
Total,254,1,1,0,251,2
,Representative In The General Assembly 191st District,United States Senator,,,,3
,Joanna E Mcclinton,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,3
Joanna E Mcclinton,5,400,2,3,0,3
Bob Casey Jr,,5,0,0,0,3
Lou Barletta,,,2,0,0,3
Neal Gale,,,,0,0,3
Dale R Kerns Jr,,,,,1,3
Total,410,405,4,3,1,3
,United States Senator,,,,Representative In The General Assembly 191st District,4
,Bob Casey Jr,Dale R Kerns Jr,Lou Barletta,Neal Gale,Joanna E Mcclinton,4
Bob Casey Jr,5,0,0,0,295,4
Dale R Kerns Jr,,1,0,0,1,4
Lou Barletta,,,1,0,1,4
Neal Gale,,,,0,0,4
Joanna E Mcclinton,,,,,2,4
Total,300,2,2,0,299,4
,Representative In The General Assembly 191st District,United States Senator,,,,5
,Joanna E Mcclinton,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,5
Joanna E Mcclinton,9,316,1,0,0,5
Bob Casey Jr,,9,0,0,0,5
Lou Barletta,,,4,0,0,5
Dale R Kerns Jr,,,,1,0,5
Neal Gale,,,,,0,5
Total,326,325,5,1,0,5
,United States Senator,,,,Representative In The General Assembly 191st District,6
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,Joanna E Mcclinton,6
Bob Casey Jr,5,0,0,0,218,6
Lou Barletta,,5,0,0,1,6
Dale R Kerns Jr,,,0,0,0,6
Neal Gale,,,,0,0,6
Joanna E Mcclinton,,,,,1,6
Total,223,6,0,0,220,6
,United States Senator,,,,Representative In The General Assembly 191st District,7
,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,Joanna E Mcclinton,7
Bob Casey Jr,4,0,0,0,307,7
Lou Barletta,,2,0,0,2,7
Neal Gale,,,1,0,0,7
Dale R Kerns Jr,,,,0,0,7
Joanna E Mcclinton,,,,,1,7
Total,311,4,1,0,310,7
,Representative In The General Assembly 191st District,United States Senator,,,,8
,Joanna E Mcclinton,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,8
Joanna E Mcclinton,1,174,2,0,0,8
Bob Casey Jr,,1,0,0,0,8
Lou Barletta,,,1,0,0,8
Dale R Kerns Jr,,,,0,0,8
Neal Gale,,,,,0,8
Total,177,175,3,0,0,8
,United States Senator,,,,Representative In The General Assembly 191st District,9
,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,Joanna E Mcclinton,9
Bob Casey Jr,10,0,0,0,284,9
Lou Barletta,,2,0,0,1,9
Neal Gale,,,0,0,2,9
Dale R Kerns Jr,,,,0,0,9
Joanna E Mcclinton,,,,,2,9
Total,294,3,2,0,289,9
,Representative In The General Assembly 191st District,United States Senator,,,,10
,Joanna E Mcclinton,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,10
Joanna E Mcclinton,1,175,2,1,0,10
Bob Casey Jr,,3,0,0,0,10
Lou Barletta,,,2,0,0,10
Neal Gale,,,,0,0,10
Dale R Kerns Jr,,,,,0,10
Total,179,178,4,1,0,10
,Representative In The General Assembly 191st District,United States Senator,,,,11
,Joanna E Mcclinton,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,11
Joanna E Mcclinton,0,218,3,2,0,11
Bob Casey Jr,,3,0,0,0,11
Lou Barletta,,,4,0,0,11
Neal Gale,,,,0,0,11
Dale R Kerns Jr,,,,,0,11
Total,223,221,7,2,0,11
,Representative In The General Assembly 191st District,United States Senator,,,,12
,Joanna E Mcclinton,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,12
Joanna E Mcclinton,1,198,3,1,0,12
Bob Casey Jr,,3,0,0,0,12
Lou Barletta,,,1,0,0,12
Dale R Kerns Jr,,,,0,0,12
Neal Gale,,,,,1,12
Total,203,201,4,1,1,12
,United States Senator,,,,Representative In The General Assembly 191st District,13
,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,Joanna E Mcclinton,13
Bob Casey Jr,21,0,0,0,293,13
Lou Barletta,,3,0,0,2,13
Neal Gale,,,0,0,2,13
Dale R Kerns Jr,,,,0,1,13
Joanna E Mcclinton,,,,,1,13
Total,314,5,2,1,299,13
,United States Senator,,,,Representative In The General Assembly 191st District,14
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,Joanna E Mcclinton,14
Bob Casey Jr,7,0,0,0,293,14
Lou Barletta,,9,0,0,4,14
Dale R Kerns Jr,,,1,0,1,14
Neal Gale,,,,0,1,14
Joanna E Mcclinton,,,,,1,14
Total,300,13,2,1,300,14
,United States Senator,,,,Representative In The General Assembly 191st District,19
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,Joanna E Mcclinton,19
Bob Casey Jr,3,0,0,0,220,19
Lou Barletta,,25,0,0,2,19
Dale R Kerns Jr,,,0,0,0,19
Neal Gale,,,,0,0,19
Joanna E Mcclinton,,,,,1,19
Total,223,27,0,0,223,19
,United States Senator,,,,Representative In The General Assembly 191st District,20
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,Joanna E Mcclinton,20
Bob Casey Jr,4,0,0,0,144,20
Lou Barletta,,6,0,0,0,20
Dale R Kerns Jr,,,0,0,1,20
Neal Gale,,,,0,0,20
Joanna E Mcclinton,,,,,1,20
Total,148,6,1,0,146,20
,United States Senator,,,,Representative In The General Assembly 191st District,21
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,Joanna E Mcclinton,21
Bob Casey Jr,4,0,0,0,122,21
Lou Barletta,,11,0,0,2,21
Dale R Kerns Jr,,,0,0,0,21
Neal Gale,,,,0,0,21
