col_1,col_2,col_3,col_4,division
,Senator In The General Assembly 8th District,Representative In Congress 3rd District,,All
,Anthony Hardy Williams,Dwight Evans,Bryan E Leib,All
Anthony Hardy Williams,53,"6,592",30,All
Dwight Evans,,52,0,All
Bryan E Leib,,,38,All
Total,"6,675","6,644",68,All
,Senator In The General Assembly 8th District,Representative In Congress 3rd District,,1
,Anthony Hardy Williams,Dwight Evans,Bryan E Leib,1
Anthony Hardy Williams,1,278,1,1
Dwight Evans,,2,0,1
Bryan E Leib,,,1,1
Total,280,280,2,1
,Representative In Congress 3rd District,,Senator In The General Assembly 8th District,2
,Dwight Evans,Bryan E Leib,Anthony Hardy Williams,2
Dwight Evans,2,0,313,2
Bryan E Leib,,2,0,2
Anthony Hardy Williams,,,1,2
Total,315,2,314,2
,Senator In The General Assembly 8th District,Representative In Congress 3rd District,,3
,Anthony Hardy Williams,Dwight Evans,Bryan E Leib,3
Anthony Hardy Williams,3,353,3,3
Dwight Evans,,3,0,3
Bryan E Leib,,,2,3
Total,359,356,5,3
,Senator In The General Assembly 8th District,Representative In Congress 3rd District,,4
,Anthony Hardy Williams,Dwight Evans,Bryan E Leib,4
Anthony Hardy Williams,2,372,1,4
Dwight Evans,,1,0,4
Bryan E Leib,,,5,4
Total,375,373,6,4
,Senator In The General Assembly 8th District,Representative In Congress 3rd District,,5
,Anthony Hardy Williams,Dwight Evans,Bryan E Leib,5
Anthony Hardy Williams,3,252,3,5
Dwight Evans,,2,0,5
Bryan E Leib,,,0,5
Total,258,254,3,5
,Senator In The General Assembly 8th District,Representative In Congress 3rd District,,6
,Anthony Hardy Williams,Dwight Evans,Bryan E Leib,6
Anthony Hardy Williams,3,332,1,6
Dwight Evans,,2,0,6
Bryan E Leib,,,1,6
Total,336,334,2,6
,Representative In Congress 3rd District,,Senator In The General Assembly 8th District,7
,Dwight Evans,Bryan E Leib,Anthony Hardy Williams,7
Dwight Evans,5,0,258,7
Bryan E Leib,,2,1,7
Anthony Hardy Williams,,,3,7
Total,263,3,262,7
,Senator In The General Assembly 8th District,Representative In Congress 3rd District,,8
,Anthony Hardy Williams,Dwight Evans,Bryan E Leib,8
Anthony Hardy Williams,4,312,4,8
Dwight Evans,,3,0,8
Bryan E Leib,,,4,8
Total,320,315,8,8
,Senator In The General Assembly 8th District,Representative In Congress 3rd District,,9
,Anthony Hardy Williams,Dwight Evans,Bryan E Leib,9
Anthony Hardy Williams,1,381,2,9
Dwight Evans,,3,0,9
Bryan E Leib,,,4,9
Total,384,384,6,9
,Senator In The General Assembly 8th District,Representative In Congress 3rd District,,10
,Anthony Hardy Williams,Dwight Evans,Bryan E Leib,10
Anthony Hardy Williams,1,301,0,10
Dwight Evans,,0,0,10
Bryan E Leib,,,3,10
Total,302,301,3,10
,Representative In Congress 3rd District,,Senator In The General Assembly 8th District,11
,Dwight Evans,Bryan E Leib,Anthony Hardy Williams,11
Dwight Evans,6,0,374,11
Bryan E Leib,,0,0,11
Anthony Hardy Williams,,,2,11
Total,380,0,376,11
,Senator In The General Assembly 8th District,Representative In Congress 3rd District,,12
,Anthony Hardy Williams,Dwight Evans,Bryan E Leib,12
Anthony Hardy Williams,1,312,2,12
Dwight Evans,,1,0,12
Bryan E Leib,,,0,12
Total,315,313,2,12
,Senator In The General Assembly 8th District,Representative In Congress 3rd District,,13
,Anthony Hardy Williams,Dwight Evans,Bryan E Leib,13
Anthony Hardy Williams,2,273,2,13
Dwight Evans,,0,0,13
Bryan E Leib,,,0,13
Total,277,273,2,13
,Senator In The General Assembly 8th District,Representative In Congress 3rd District,,14
,Anthony Hardy Williams,Dwight Evans,Bryan E Leib,14
Anthony Hardy Williams,1,339,3,14
Dwight Evans,,3,0,14
Bryan E Leib,,,1,14
Total,343,342,4,14
,Senator In The General Assembly 8th District,Representative In Congress 3rd District,,15
,Anthony Hardy Williams,Dwight Evans,Bryan E Leib,15
Anthony Hardy Williams,2,324,1,15
Dwight Evans,,2,0,15
Bryan E Leib,,,2,15
Total,327,326,3,15
,Senator In The General Assembly 8th District,Representative In Congress 3rd District,,16
,Anthony Hardy Williams,Dwight Evans,Bryan E Leib,16
Anthony Hardy Williams,2,391,2,16
Dwight Evans,,4,0,16
Bryan E Leib,,,1,16
Total,395,395,3,16
,Representative In Congress 3rd District,,Senator In The General Assembly 8th District,17
,Dwight Evans,Bryan E Leib,Anthony Hardy Williams,17
Dwight Evans,7,0,373,17
Bryan E Leib,,2,1,17
Anthony Hardy Williams,,,1,17
Total,380,3,375,17
,Senator In The General Assembly 8th District,Representative In Congress 3rd District,,18
,Anthony Hardy Williams,Dwight Evans,Bryan E Leib,18
Anthony Hardy Williams,13,370,2,18
Dwight Evans,,0,0,18
Bryan E Leib,,,4,18
Total,385,370,6,18
,Senator In The General Assembly 8th District,Representative In Congress 3rd District,,19
,Anthony Hardy Williams,Dwight Evans,Bryan E Leib,19
Anthony Hardy Williams,4,394,1,19
Dwight Evans,,4,0,19
Bryan E Leib,,,1,19
Total,399,398,2,19
,Senator In The General Assembly 8th District,Representative In Congress 3rd District,,20
,Anthony Hardy Williams,Dwight Evans,Bryan E Leib,20
Anthony Hardy Williams,3,290,0,20
Dwight Evans,,2,0,20
Bryan E Leib,,,3,20
Total,293,292,3,20
