col_1,col_2,col_3,col_4,col_5,col_6,division
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 191st District,All
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Joanna E Mcclinton,All
Tom Wolf,143,0,0,0,"5,348",All
Scott R Wagner,,114,0,0,52,All
Paul Glover,,,2,0,18,All
Ken V Krawchuk,,,,1,3,All
Joanna E Mcclinton,,,,,34,All
Total,"5,491",166,20,4,"5,455",All
,Representative In The General Assembly 191st District,Governor And Lieutenant Governor,,,,2
,Joanna E Mcclinton,Tom Wolf,Paul Glover,Scott R Wagner,Ken V Krawchuk,2
Joanna E Mcclinton,1,248,2,0,0,2
Tom Wolf,,2,0,0,0,2
Paul Glover,,,0,0,0,2
Scott R Wagner,,,,1,0,2
Ken V Krawchuk,,,,,0,2
Total,251,250,2,1,0,2
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 191st District,3
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Joanna E Mcclinton,3
Tom Wolf,7,0,0,0,404,3
Scott R Wagner,,2,0,0,2,3
Paul Glover,,,1,0,2,3
Ken V Krawchuk,,,,0,0,3
Joanna E Mcclinton,,,,,2,3
Total,411,4,3,0,410,3
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 191st District,4
,Tom Wolf,Paul Glover,Scott R Wagner,Ken V Krawchuk,Joanna E Mcclinton,4
Tom Wolf,19,0,0,0,291,4
Paul Glover,,0,0,0,2,4
Scott R Wagner,,,1,0,1,4
Ken V Krawchuk,,,,0,0,4
Joanna E Mcclinton,,,,,5,4
Total,310,2,2,0,299,4
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 191st District,5
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Joanna E Mcclinton,5
Tom Wolf,9,0,0,0,321,5
Scott R Wagner,,4,0,0,1,5
Ken V Krawchuk,,,1,0,0,5
Paul Glover,,,,0,0,5
Joanna E Mcclinton,,,,,4,5
Total,330,5,1,0,326,5
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 191st District,6
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Joanna E Mcclinton,6
Tom Wolf,6,0,0,0,219,6
Scott R Wagner,,5,0,0,0,6
Paul Glover,,,0,0,1,6
Ken V Krawchuk,,,,0,0,6
Joanna E Mcclinton,,,,,0,6
Total,225,5,1,0,220,6
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 191st District,7
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Joanna E Mcclinton,7
Tom Wolf,7,0,0,0,305,7
Scott R Wagner,,2,0,0,1,7
Paul Glover,,,1,0,0,7
Ken V Krawchuk,,,,0,0,7
Joanna E Mcclinton,,,,,4,7
Total,312,3,1,0,310,7
,Representative In The General Assembly 191st District,Governor And Lieutenant Governor,,,,8
,Joanna E Mcclinton,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,8
Joanna E Mcclinton,2,171,3,1,0,8
Tom Wolf,,4,0,0,0,8
Scott R Wagner,,,1,0,0,8
Paul Glover,,,,0,0,8
Ken V Krawchuk,,,,,0,8
Total,177,175,4,1,0,8
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 191st District,9
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Joanna E Mcclinton,9
Tom Wolf,7,0,0,0,287,9
Scott R Wagner,,2,0,0,1,9
Paul Glover,,,0,0,1,9
Ken V Krawchuk,,,,0,0,9
Joanna E Mcclinton,,,,,0,9
Total,294,3,1,0,289,9
,Representative In The General Assembly 191st District,Governor And Lieutenant Governor,,,,10
,Joanna E Mcclinton,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,10
Joanna E Mcclinton,1,176,2,0,0,10
Tom Wolf,,1,0,0,0,10
Scott R Wagner,,,2,0,0,10
Ken V Krawchuk,,,,0,0,10
Paul Glover,,,,,0,10
Total,179,177,4,0,0,10
,Representative In The General Assembly 191st District,Governor And Lieutenant Governor,,,,11
,Joanna E Mcclinton,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,11
Joanna E Mcclinton,2,218,3,0,0,11
Tom Wolf,,2,0,0,0,11
Scott R Wagner,,,4,0,0,11
Ken V Krawchuk,,,,0,0,11
Paul Glover,,,,,0,11
Total,223,220,7,0,0,11
,Representative In The General Assembly 191st District,Governor And Lieutenant Governor,,,,12
,Joanna E Mcclinton,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,12
Joanna E Mcclinton,0,198,4,1,0,12
Tom Wolf,,4,0,0,0,12
Scott R Wagner,,,1,0,0,12
Paul Glover,,,,0,0,12
Ken V Krawchuk,,,,,0,12
Total,203,202,5,1,0,12
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 191st District,13
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Joanna E Mcclinton,13
Tom Wolf,23,0,0,0,290,13
Scott R Wagner,,3,0,0,3,13
Ken V Krawchuk,,,0,0,2,13
Paul Glover,,,,0,2,13
Joanna E Mcclinton,,,,,2,13
Total,313,6,2,2,299,13
,Representative In The General Assembly 191st District,Governor And Lieutenant Governor,,,,14
,Joanna E Mcclinton,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,14
Joanna E Mcclinton,0,294,3,2,1,14
Tom Wolf,,5,0,0,0,14
Scott R Wagner,,,9,0,0,14
Paul Glover,,,,0,0,14
Ken V Krawchuk,,,,,0,14
Total,300,299,12,2,1,14
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 191st District,19
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Joanna E Mcclinton,19
Tom Wolf,6,0,0,0,218,19
Scott R Wagner,,25,0,0,4,19
Ken V Krawchuk,,,0,0,0,19
Paul Glover,,,,0,0,19
Joanna E Mcclinton,,,,,1,19
Total,224,29,0,0,223,19
,Representative In The General Assembly 191st District,Governor And Lieutenant Governor,,,,20
,Joanna E Mcclinton,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,20
Joanna E Mcclinton,1,143,2,0,0,20
Tom Wolf,,2,0,0,0,20
Scott R Wagner,,,6,0,0,20
Ken V Krawchuk,,,,0,0,20
Paul Glover,,,,,0,20
Total,146,145,8,0,0,20
,Representative In The General Assembly 191st District,Governor And Lieutenant Governor,,,,21
,Joanna E Mcclinton,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,21
Joanna E Mcclinton,1,122,2,0,0,21
Tom Wolf,,2,0,0,0,21
Scott R Wagner,,,10,0,0,21
Ken V Krawchuk,,,,0,0,21
Paul Glover,,,,,0,21
Total,125,124,12,0,0,21
,Representative In The General Assembly 191st District,Governor And Lieutenant Governor,,,,23
,Joanna E Mcclinton,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,23
Joanna E Mcclinton,2,191,3,1,0,23
Tom Wolf,,6,0,0,0,23
Scott R Wagner,,,2,0,0,23
Paul Glover,,,,0,0,23
Ken V Krawchuk,,,,,0,23
Total,197,197,5,1,0,23
,Representative In The General Assembly 191st District,Governor And Lieutenant Governor,,,,24
,Joanna E Mcclinton,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,24
Joanna E Mcclinton,2,334,1,0,0,24
Tom Wolf,,2,0,0,0,24
Scott R Wagner,,,6,0,0,24
Ken V Krawchuk,,,,0,0,24
Paul Glover,,,,,0,24
Total,337,336,7,0,0,24
,Representative In The General Assembly 191st District,Governor And Lieutenant Governor,,,,25
,Joanna E Mcclinton,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,25
Joanna E Mcclinton,1,301,11,0,0,25
Tom Wolf,,2,0,0,0,25
