col_1,col_2,col_3,division
,Senator In The General Assembly 4th District,,All
,Art Haywood,Ron Holt,All
Art Haywood,"8,078",0,All
Ron Holt,,197,All
Total,"8,078",197,All
,Senator In The General Assembly 4th District,,1
,Art Haywood,Ron Holt,1
Art Haywood,286,0,1
Ron Holt,,3,1
Total,286,3,1
,Senator In The General Assembly 4th District,,2
,Art Haywood,Ron Holt,2
Art Haywood,351,0,2
Ron Holt,,4,2
Total,351,4,2
,Senator In The General Assembly 4th District,,3
,Art Haywood,Ron Holt,3
Art Haywood,276,0,3
Ron Holt,,8,3
Total,276,8,3
,Senator In The General Assembly 4th District,,4
,Art Haywood,Ron Holt,4
Art Haywood,487,0,4
Ron Holt,,4,4
Total,487,4,4
,Senator In The General Assembly 4th District,,5
,Art Haywood,Ron Holt,5
Art Haywood,385,0,5
Ron Holt,,9,5
Total,385,9,5
,Senator In The General Assembly 4th District,,6
,Art Haywood,Ron Holt,6
Art Haywood,219,0,6
Ron Holt,,0,6
Total,219,0,6
,Senator In The General Assembly 4th District,,7
,Art Haywood,Ron Holt,7
Art Haywood,258,0,7
Ron Holt,,0,7
Total,258,0,7
,Senator In The General Assembly 4th District,,8
,Art Haywood,Ron Holt,8
Art Haywood,295,0,8
Ron Holt,,9,8
Total,295,9,8
,Senator In The General Assembly 4th District,,9
,Art Haywood,Ron Holt,9
Art Haywood,235,0,9
Ron Holt,,2,9
Total,235,2,9
,Senator In The General Assembly 4th District,,10
,Art Haywood,Ron Holt,10
Art Haywood,479,0,10
Ron Holt,,7,10
Total,479,7,10
,Senator In The General Assembly 4th District,,11
,Art Haywood,Ron Holt,11
Art Haywood,285,0,11
Ron Holt,,6,11
Total,285,6,11
,Senator In The General Assembly 4th District,,12
,Art Haywood,Ron Holt,12
Art Haywood,315,0,12
Ron Holt,,4,12
Total,315,4,12
,Senator In The General Assembly 4th District,,13
,Art Haywood,Ron Holt,13
Art Haywood,338,0,13
Ron Holt,,3,13
Total,338,3,13
,Senator In The General Assembly 4th District,,14
,Art Haywood,Ron Holt,14
Art Haywood,212,0,14
Ron Holt,,1,14
Total,212,1,14
,Senator In The General Assembly 4th District,,15
,Art Haywood,Ron Holt,15
Art Haywood,226,0,15
Ron Holt,,14,15
Total,226,14,15
,Senator In The General Assembly 4th District,,16
,Art Haywood,Ron Holt,16
Art Haywood,265,0,16
Ron Holt,,5,16
Total,265,5,16
,Senator In The General Assembly 4th District,,17
,Art Haywood,Ron Holt,17
Art Haywood,509,0,17
Ron Holt,,21,17
Total,509,21,17
,Senator In The General Assembly 4th District,,18
,Art Haywood,Ron Holt,18
Art Haywood,330,0,18
Ron Holt,,15,18
Total,330,15,18
,Senator In The General Assembly 4th District,,19
,Art Haywood,Ron Holt,19
Art Haywood,451,0,19
Ron Holt,,15,19
Total,451,15,19
,Senator In The General Assembly 4th District,,20
,Art Haywood,Ron Holt,20
Art Haywood,189,0,20
Ron Holt,,19,20
Total,189,19,20
,Senator In The General Assembly 4th District,,21
,Art Haywood,Ron Holt,21
Art Haywood,390,0,21
Ron Holt,,13,21
Total,390,13,21
,Senator In The General Assembly 4th District,,22
,Art Haywood,Ron Holt,22
Art Haywood,362,0,22
Ron Holt,,13,22
Total,362,13,22
,Senator In The General Assembly 4th District,,23
,Art Haywood,Ron Holt,23
Art Haywood,304,0,23
Ron Holt,,6,23
Total,304,6,23
,Senator In The General Assembly 4th District,,24
,Art Haywood,Ron Holt,24
Art Haywood,288,0,24
Ron Holt,,8,24
Total,288,8,24
,Senator In The General Assembly 4th District,,25
,Art Haywood,Ron Holt,25
Art Haywood,343,0,25
Ron Holt,,8,25
Total,343,8,25
