col_1,col_2,col_3,division
,Representative In Congress 3rd District,,All
,Dwight Evans,Bryan E Leib,All
Dwight Evans,"6,169",0,All
Bryan E Leib,,"1,238",All
Total,"6,169","1,238",All
,Representative In Congress 3rd District,,1
,Dwight Evans,Bryan E Leib,1
Dwight Evans,256,0,1
Bryan E Leib,,48,1
Total,256,48,1
,Representative In Congress 3rd District,,2
,Dwight Evans,Bryan E Leib,2
Dwight Evans,329,0,2
Bryan E Leib,,66,2
Total,329,66,2
,Representative In Congress 3rd District,,3
,Dwight Evans,Bryan E Leib,3
Dwight Evans,338,0,3
Bryan E Leib,,101,3
Total,338,101,3
,Representative In Congress 3rd District,,4
,Dwight Evans,Bryan E Leib,4
Dwight Evans,301,0,4
Bryan E Leib,,90,4
Total,301,90,4
,Representative In Congress 3rd District,,5
,Dwight Evans,Bryan E Leib,5
Dwight Evans,166,0,5
Bryan E Leib,,21,5
Total,166,21,5
,Representative In Congress 3rd District,,6
,Dwight Evans,Bryan E Leib,6
Dwight Evans,244,0,6
Bryan E Leib,,32,6
Total,244,32,6
,Representative In Congress 3rd District,,7
,Dwight Evans,Bryan E Leib,7
Dwight Evans,207,0,7
Bryan E Leib,,24,7
Total,207,24,7
,Representative In Congress 3rd District,,8
,Dwight Evans,Bryan E Leib,8
Dwight Evans,255,0,8
Bryan E Leib,,38,8
Total,255,38,8
,Representative In Congress 3rd District,,9
,Dwight Evans,Bryan E Leib,9
Dwight Evans,268,0,9
Bryan E Leib,,55,9
Total,268,55,9
,Representative In Congress 3rd District,,10
,Dwight Evans,Bryan E Leib,10
Dwight Evans,325,0,10
Bryan E Leib,,38,10
Total,325,38,10
,Representative In Congress 3rd District,,11
,Dwight Evans,Bryan E Leib,11
Dwight Evans,407,0,11
Bryan E Leib,,62,11
Total,407,62,11
,Representative In Congress 3rd District,,12
,Dwight Evans,Bryan E Leib,12
Dwight Evans,221,0,12
Bryan E Leib,,38,12
Total,221,38,12
,Representative In Congress 3rd District,,13
,Dwight Evans,Bryan E Leib,13
Dwight Evans,351,0,13
Bryan E Leib,,53,13
Total,351,53,13
,Representative In Congress 3rd District,,14
,Dwight Evans,Bryan E Leib,14
Dwight Evans,335,0,14
Bryan E Leib,,27,14
Total,335,27,14
,Representative In Congress 3rd District,,15
,Dwight Evans,Bryan E Leib,15
Dwight Evans,442,0,15
Bryan E Leib,,78,15
Total,442,78,15
,Representative In Congress 3rd District,,16
,Dwight Evans,Bryan E Leib,16
Dwight Evans,263,0,16
Bryan E Leib,,31,16
Total,263,31,16
,Representative In Congress 3rd District,,17
,Dwight Evans,Bryan E Leib,17
Dwight Evans,312,0,17
Bryan E Leib,,85,17
Total,312,85,17
,Representative In Congress 3rd District,,18
,Dwight Evans,Bryan E Leib,18
Dwight Evans,271,0,18
Bryan E Leib,,109,18
Total,271,109,18
,Representative In Congress 3rd District,,19
,Dwight Evans,Bryan E Leib,19
Dwight Evans,260,0,19
Bryan E Leib,,86,19
Total,260,86,19
,Representative In Congress 3rd District,,20
,Dwight Evans,Bryan E Leib,20
Dwight Evans,347,0,20
Bryan E Leib,,69,20
Total,347,69,20
,Representative In Congress 3rd District,,21
,Dwight Evans,Bryan E Leib,21
Dwight Evans,271,0,21
Bryan E Leib,,87,21
Total,271,87,21
