col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In The General Assembly 172nd District,Governor And Lieutenant Governor,,,,All
,Kevin J Boyle,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,All
Kevin J Boyle,12,"1,174",184,10,4,All
Tom Wolf,,52,0,0,0,All
Scott R Wagner,,,436,0,0,All
Paul Glover,,,,2,0,All
Ken V Krawchuk,,,,,5,All
Total,"1,384","1,226",620,12,9,All
,Representative In The General Assembly 172nd District,Governor And Lieutenant Governor,,,,1
,Kevin J Boyle,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,1
Kevin J Boyle,5,187,18,3,0,1
Tom Wolf,,7,0,0,0,1
Scott R Wagner,,,54,0,0,1
Paul Glover,,,,0,0,1
Ken V Krawchuk,,,,,2,1
Total,213,194,72,3,2,1
,Representative In The General Assembly 172nd District,Governor And Lieutenant Governor,,,,3
,Kevin J Boyle,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,3
Kevin J Boyle,1,152,27,1,0,3
Tom Wolf,,9,0,0,0,3
Scott R Wagner,,,58,0,0,3
Ken V Krawchuk,,,,0,0,3
Paul Glover,,,,,0,3
Total,181,161,85,1,0,3
,Representative In The General Assembly 172nd District,Governor And Lieutenant Governor,,,,5
,Kevin J Boyle,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,5
Kevin J Boyle,1,210,49,2,3,5
Tom Wolf,,7,0,0,0,5
Scott R Wagner,,,76,0,0,5
Ken V Krawchuk,,,,1,0,5
Paul Glover,,,,,0,5
Total,265,217,125,3,3,5
,Representative In The General Assembly 172nd District,Governor And Lieutenant Governor,,,,7
,Kevin J Boyle,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,7
Kevin J Boyle,1,170,25,0,0,7
Tom Wolf,,6,0,0,0,7
Scott R Wagner,,,78,0,0,7
Paul Glover,,,,1,0,7
Ken V Krawchuk,,,,,0,7
Total,196,176,103,1,0,7
,Representative In The General Assembly 172nd District,Governor And Lieutenant Governor,,,,8
,Kevin J Boyle,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,8
Kevin J Boyle,2,142,20,1,0,8
Tom Wolf,,9,0,0,0,8
Scott R Wagner,,,72,0,0,8
Ken V Krawchuk,,,,0,0,8
Paul Glover,,,,,1,8
Total,165,151,92,1,1,8
,Representative In The General Assembly 172nd District,Governor And Lieutenant Governor,,,,9
,Kevin J Boyle,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,9
Kevin J Boyle,0,118,21,0,2,9
Tom Wolf,,4,0,0,0,9
Scott R Wagner,,,27,0,0,9
Ken V Krawchuk,,,,2,0,9
Paul Glover,,,,,0,9
Total,141,122,48,2,2,9
,Representative In The General Assembly 172nd District,Governor And Lieutenant Governor,,,,15
,Kevin J Boyle,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,15
Kevin J Boyle,2,195,24,2,0,15
Tom Wolf,,10,0,0,0,15
Scott R Wagner,,,71,0,0,15
Paul Glover,,,,0,0,15
Ken V Krawchuk,,,,,0,15
Total,223,205,95,2,0,15
