col_1,col_2,division
,Representative In The General Assembly 191st District,All
,Joanna E Mcclinton,All
Joanna E Mcclinton,824,All
Total,824,All
,Representative In The General Assembly 191st District,7
,Joanna E Mcclinton,7
Joanna E Mcclinton,304,7
Total,304,7
,Representative In The General Assembly 191st District,19
,Joanna E Mcclinton,19
Joanna E Mcclinton,280,19
Total,280,19
,Representative In The General Assembly 191st District,22
,Joanna E Mcclinton,22
Joanna E Mcclinton,240,22
Total,240,22
