col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 191st District,Representative In Congress 3rd District,,All
,Joanna E Mcclinton,Dwight Evans,Bryan E Leib,All
Joanna E Mcclinton,8,814,2,All
Dwight Evans,,5,0,All
Bryan E Leib,,,6,All
Total,824,819,8,All
,Representative In The General Assembly 191st District,Representative In Congress 3rd District,,7
,Joanna E Mcclinton,Dwight Evans,Bryan E Leib,7
Joanna E Mcclinton,1,302,1,7
Dwight Evans,,0,0,7
Bryan E Leib,,,2,7
Total,304,302,3,7
,Representative In The General Assembly 191st District,Representative In Congress 3rd District,,19
,Joanna E Mcclinton,Dwight Evans,Bryan E Leib,19
Joanna E Mcclinton,4,276,0,19
Dwight Evans,,1,0,19
Bryan E Leib,,,3,19
Total,280,277,3,19
,Representative In Congress 3rd District,,Representative In The General Assembly 191st District,22
,Dwight Evans,Bryan E Leib,Joanna E Mcclinton,22
Dwight Evans,4,0,236,22
Bryan E Leib,,1,1,22
Joanna E Mcclinton,,,3,22
Total,240,2,240,22
