col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 182nd District,,All
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Brian Sims,James Mcdevitt,All
Tom Wolf,59,0,0,0,"3,967",259,All
Scott R Wagner,,118,0,0,54,185,All
Paul Glover,,,1,0,27,16,All
Ken V Krawchuk,,,,3,16,19,All
Brian Sims,,,,,6,0,All
James Mcdevitt,,,,,,3,All
Total,"4,285",357,44,38,"4,070",482,All
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 182nd District,,6
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Brian Sims,James Mcdevitt,6
Tom Wolf,5,0,0,0,528,22,6
Scott R Wagner,,8,0,0,7,26,6
Paul Glover,,,0,0,5,4,6
Ken V Krawchuk,,,,1,0,3,6
Brian Sims,,,,,0,0,6
James Mcdevitt,,,,,,1,6
Total,555,41,9,4,540,56,6
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 182nd District,,7
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Brian Sims,James Mcdevitt,7
Tom Wolf,1,0,0,0,400,36,7
Scott R Wagner,,11,0,0,4,24,7
Paul Glover,,,0,0,3,4,7
Ken V Krawchuk,,,,1,2,2,7
Brian Sims,,,,,0,0,7
James Mcdevitt,,,,,,0,7
Total,437,39,7,5,409,66,7
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 182nd District,,8
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Brian Sims,James Mcdevitt,8
Tom Wolf,5,0,0,0,547,39,8
Scott R Wagner,,13,0,0,7,19,8
Ken V Krawchuk,,,1,0,1,2,8
Paul Glover,,,,0,2,1,8
Brian Sims,,,,,0,0,8
James Mcdevitt,,,,,,1,8
Total,591,39,4,3,557,62,8
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 182nd District,,9
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Brian Sims,James Mcdevitt,9
Tom Wolf,12,0,0,0,565,29,9
Scott R Wagner,,32,0,0,7,23,9
Ken V Krawchuk,,,0,0,3,2,9
Paul Glover,,,,0,2,2,9
Brian Sims,,,,,0,0,9
James Mcdevitt,,,,,,0,9
Total,606,62,5,4,577,56,9
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 182nd District,,11
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Brian Sims,James Mcdevitt,11
Tom Wolf,12,0,0,0,537,21,11
Scott R Wagner,,13,0,0,8,31,11
Ken V Krawchuk,,,0,0,5,1,11
Paul Glover,,,,0,3,1,11
Brian Sims,,,,,1,0,11
James Mcdevitt,,,,,,0,11
Total,570,52,6,4,554,54,11
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 182nd District,,14
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Brian Sims,James Mcdevitt,14
Tom Wolf,6,0,0,0,366,44,14
Scott R Wagner,,5,0,0,4,9,14
Ken V Krawchuk,,,0,0,1,4,14
Paul Glover,,,,0,3,1,14
Brian Sims,,,,,3,0,14
James Mcdevitt,,,,,,1,14
Total,416,18,5,4,377,59,14
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 182nd District,,22
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Brian Sims,James Mcdevitt,22
Tom Wolf,7,0,0,0,360,24,22
Scott R Wagner,,16,0,0,5,15,22
Paul Glover,,,1,0,1,1,22
Ken V Krawchuk,,,,0,1,0,22
Brian Sims,,,,,2,0,22
James Mcdevitt,,,,,,0,22
Total,391,36,3,1,369,40,22
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 182nd District,,28
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Brian Sims,James Mcdevitt,28
Tom Wolf,9,0,0,0,496,31,28
Scott R Wagner,,13,0,0,7,31,28
Paul Glover,,,0,0,4,2,28
Ken V Krawchuk,,,,0,1,3,28
Brian Sims,,,,,0,0,28
James Mcdevitt,,,,,,0,28
Total,536,51,6,4,508,67,28
,Governor And Lieutenant Governor,,,,Representative In The General Assembly 182nd District,,29
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Brian Sims,James Mcdevitt,29
Tom Wolf,2,0,0,0,168,13,29
Scott R Wagner,,7,0,0,5,7,29
Ken V Krawchuk,,,0,0,2,2,29
Paul Glover,,,,0,4,0,29
Brian Sims,,,,,0,0,29
James Mcdevitt,,,,,,0,29
Total,183,19,4,4,179,22,29
