col_1,col_2,col_3,col_4,col_5,division
,Representative In Congress 3rd District,,Representative In The General Assembly 181st District,,All
,Dwight Evans,Bryan E Leib,Malcolm Kenyatta,Milton Street,All
Dwight Evans,23,0,"2,865",46,All
Bryan E Leib,,1,16,89,All
Malcolm Kenyatta,,,14,0,All
Milton Street,,,,2,All
Total,"2,934",106,"2,895",137,All
,Representative In Congress 3rd District,,Representative In The General Assembly 181st District,,1
,Dwight Evans,Bryan E Leib,Malcolm Kenyatta,Milton Street,1
Dwight Evans,3,0,348,7,1
Bryan E Leib,,0,2,16,1
Malcolm Kenyatta,,,2,0,1
Milton Street,,,,0,1
Total,358,18,352,23,1
,Representative In Congress 3rd District,,Representative In The General Assembly 181st District,,2
,Dwight Evans,Bryan E Leib,Malcolm Kenyatta,Milton Street,2
Dwight Evans,0,0,207,10,2
Bryan E Leib,,0,2,4,2
Malcolm Kenyatta,,,1,0,2
Milton Street,,,,1,2
Total,217,6,210,15,2
,Representative In The General Assembly 181st District,,Representative In Congress 3rd District,,3
,Malcolm Kenyatta,Milton Street,Dwight Evans,Bryan E Leib,3
Malcolm Kenyatta,2,0,321,3,3
Milton Street,,0,3,13,3
Dwight Evans,,,1,0,3
Bryan E Leib,,,,0,3
Total,326,16,325,16,3
,Representative In Congress 3rd District,,Representative In The General Assembly 181st District,,4
,Dwight Evans,Bryan E Leib,Malcolm Kenyatta,Milton Street,4
Dwight Evans,0,0,162,1,4
Bryan E Leib,,0,0,0,4
Malcolm Kenyatta,,,0,0,4
Milton Street,,,,0,4
Total,163,0,162,1,4
,Representative In Congress 3rd District,,Representative In The General Assembly 181st District,,5
,Dwight Evans,Bryan E Leib,Malcolm Kenyatta,Milton Street,5
Dwight Evans,2,0,210,1,5
Bryan E Leib,,0,1,3,5
Malcolm Kenyatta,,,1,0,5
Milton Street,,,,0,5
Total,213,4,212,4,5
,Representative In The General Assembly 181st District,,Representative In Congress 3rd District,,6
,Malcolm Kenyatta,Milton Street,Dwight Evans,Bryan E Leib,6
Malcolm Kenyatta,1,0,106,1,6
Milton Street,,0,1,9,6
Dwight Evans,,,0,0,6
Bryan E Leib,,,,0,6
Total,108,10,107,10,6
,Representative In Congress 3rd District,,Representative In The General Assembly 181st District,,7
,Dwight Evans,Bryan E Leib,Malcolm Kenyatta,Milton Street,7
Dwight Evans,5,0,257,1,7
Bryan E Leib,,0,0,5,7
Malcolm Kenyatta,,,0,0,7
Milton Street,,,,0,7
Total,263,5,257,6,7
,Representative In Congress 3rd District,,Representative In The General Assembly 181st District,,8
,Dwight Evans,Bryan E Leib,Malcolm Kenyatta,Milton Street,8
Dwight Evans,2,0,203,7,8
Bryan E Leib,,0,1,4,8
Malcolm Kenyatta,,,1,0,8
Milton Street,,,,0,8
Total,212,5,205,11,8
,Representative In Congress 3rd District,,Representative In The General Assembly 181st District,,9
,Dwight Evans,Bryan E Leib,Malcolm Kenyatta,Milton Street,9
Dwight Evans,1,0,165,2,9
Bryan E Leib,,0,0,2,9
Malcolm Kenyatta,,,0,0,9
Milton Street,,,,0,9
Total,168,2,165,4,9
,Representative In The General Assembly 181st District,,Representative In Congress 3rd District,,10
,Malcolm Kenyatta,Milton Street,Dwight Evans,Bryan E Leib,10
Malcolm Kenyatta,2,0,157,4,10
Milton Street,,0,3,7,10
Dwight Evans,,,0,0,10
Bryan E Leib,,,,1,10
Total,163,10,160,12,10
,Representative In Congress 3rd District,,Representative In The General Assembly 181st District,,11
,Dwight Evans,Bryan E Leib,Malcolm Kenyatta,Milton Street,11
Dwight Evans,3,0,160,0,11
Bryan E Leib,,0,0,3,11
Malcolm Kenyatta,,,2,0,11
Milton Street,,,,1,11
Total,163,3,162,4,11
,Representative In Congress 3rd District,,Representative In The General Assembly 181st District,,12
,Dwight Evans,Bryan E Leib,Malcolm Kenyatta,Milton Street,12
Dwight Evans,1,0,296,2,12
Bryan E Leib,,0,1,18,12
Malcolm Kenyatta,,,0,0,12
Milton Street,,,,0,12
Total,299,19,297,20,12
,Representative In Congress 3rd District,,Representative In The General Assembly 181st District,,13
,Dwight Evans,Bryan E Leib,Malcolm Kenyatta,Milton Street,13
Dwight Evans,5,0,177,6,13
Bryan E Leib,,0,1,4,13
Malcolm Kenyatta,,,2,0,13
Milton Street,,,,0,13
Total,188,5,180,10,13
,Representative In Congress 3rd District,,Representative In The General Assembly 181st District,,14
,Dwight Evans,Bryan E Leib,Malcolm Kenyatta,Milton Street,14
Dwight Evans,0,0,96,2,14
Bryan E Leib,,0,0,1,14
Malcolm Kenyatta,,,0,0,14
Milton Street,,,,0,14
Total,98,1,96,3,14
