col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,United States Senator,,,,Representative In Congress 2nd District,,All
,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,Brendan F Boyle,David Torres,All
Bob Casey Jr,124,0,0,0,"5,337",75,All
Lou Barletta,,5,0,0,33,482,All
Neal Gale,,,4,0,22,10,All
Dale R Kerns Jr,,,,6,12,10,All
Brendan F Boyle,,,,,33,0,All
David Torres,,,,,,5,All
Total,"5,536",520,36,28,"5,437",582,All
,United States Senator,,,,Representative In Congress 2nd District,,1
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,Brendan F Boyle,David Torres,1
Bob Casey Jr,5,0,0,0,127,1,1
Lou Barletta,,0,0,0,1,7,1
Dale R Kerns Jr,,,0,0,0,0,1
Neal Gale,,,,0,0,0,1
Brendan F Boyle,,,,,0,0,1
David Torres,,,,,,0,1
Total,133,8,0,0,128,8,1
,United States Senator,,,,Representative In Congress 2nd District,,2
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,Brendan F Boyle,David Torres,2
Bob Casey Jr,6,0,0,0,175,2,2
Lou Barletta,,1,0,0,2,14,2
Dale R Kerns Jr,,,1,0,0,1,2
Neal Gale,,,,1,1,0,2
Brendan F Boyle,,,,,2,0,2
David Torres,,,,,,0,2
Total,183,17,2,2,180,17,2
,United States Senator,,,,Representative In Congress 2nd District,,3
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,Brendan F Boyle,David Torres,3
Bob Casey Jr,4,0,0,0,126,1,3
Lou Barletta,,0,0,0,1,7,3
Dale R Kerns Jr,,,0,0,0,1,3
Neal Gale,,,,0,1,0,3
Brendan F Boyle,,,,,1,0,3
David Torres,,,,,,1,3
Total,131,8,1,1,129,10,3
,United States Senator,,,,Representative In Congress 2nd District,,4
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,Brendan F Boyle,David Torres,4
Bob Casey Jr,8,0,0,0,258,0,4
Lou Barletta,,0,0,0,4,33,4
Dale R Kerns Jr,,,1,0,0,0,4
Neal Gale,,,,0,0,0,4
Brendan F Boyle,,,,,2,0,4
David Torres,,,,,,0,4
Total,266,37,1,0,264,33,4
,Representative In Congress 2nd District,,United States Senator,,,,5
,Brendan F Boyle,David Torres,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,5
Brendan F Boyle,0,0,215,2,2,1,5
David Torres,,0,0,21,0,1,5
Bob Casey Jr,,,2,0,0,0,5
Lou Barletta,,,,0,0,0,5
Dale R Kerns Jr,,,,,0,0,5
Neal Gale,,,,,,0,5
Total,220,22,217,23,2,2,5
,United States Senator,,,,Representative In Congress 2nd District,,6
,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,Brendan F Boyle,David Torres,6
Bob Casey Jr,6,0,0,0,229,5,6
Lou Barletta,,0,0,0,1,8,6
Neal Gale,,,0,0,3,1,6
Dale R Kerns Jr,,,,2,0,0,6
Brendan F Boyle,,,,,3,0,6
David Torres,,,,,,0,6
Total,240,9,4,2,236,14,6
,United States Senator,,,,Representative In Congress 2nd District,,7
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,Brendan F Boyle,David Torres,7
Bob Casey Jr,7,0,0,0,258,2,7
Lou Barletta,,0,0,0,2,11,7
Dale R Kerns Jr,,,0,0,2,1,7
Neal Gale,,,,0,0,0,7
Brendan F Boyle,,,,,1,0,7
David Torres,,,,,,1,7
Total,267,13,3,0,263,15,7
,United States Senator,,,,Representative In Congress 2nd District,,8
,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,Brendan F Boyle,David Torres,8
Bob Casey Jr,9,0,0,0,277,5,8
Lou Barletta,,0,0,0,2,26,8
Neal Gale,,,1,0,4,0,8
Dale R Kerns Jr,,,,0,1,2,8
Brendan F Boyle,,,,,3,0,8
David Torres,,,,,,0,8
Total,291,28,5,3,287,33,8
,United States Senator,,,,Representative In Congress 2nd District,,9
,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,Brendan F Boyle,David Torres,9
Bob Casey Jr,5,0,0,0,282,7,9
Lou Barletta,,0,0,0,3,43,9
Neal Gale,,,1,0,3,0,9
Dale R Kerns Jr,,,,0,3,0,9
Brendan F Boyle,,,,,0,0,9
David Torres,,,,,,0,9
Total,294,46,4,3,291,50,9
,United States Senator,,,,Representative In Congress 2nd District,,10
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,Brendan F Boyle,David Torres,10
Bob Casey Jr,8,0,0,0,409,11,10
Lou Barletta,,1,0,0,5,63,10
Dale R Kerns Jr,,,1,0,0,1,10
Neal Gale,,,,0,2,0,10
Brendan F Boyle,,,,,0,0,10
David Torres,,,,,,0,10
Total,428,69,2,2,416,75,10
,United States Senator,,,,Representative In Congress 2nd District,,11
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,Brendan F Boyle,David Torres,11
Bob Casey Jr,7,0,0,0,276,5,11
Lou Barletta,,1,0,0,1,20,11
Dale R Kerns Jr,,,0,0,0,1,11
Neal Gale,,,,0,0,1,11
Brendan F Boyle,,,,,0,0,11
David Torres,,,,,,0,11
Total,288,22,1,1,277,27,11
,United States Senator,,,,Representative In Congress 2nd District,,12
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,Brendan F Boyle,David Torres,12
Bob Casey Jr,3,0,0,0,262,2,12
Lou Barletta,,0,0,0,0,16,12
Dale R Kerns Jr,,,0,0,0,0,12
Neal Gale,,,,0,0,0,12
Brendan F Boyle,,,,,0,0,12
David Torres,,,,,,0,12
Total,267,16,0,0,262,18,12
,United States Senator,,,,Representative In Congress 2nd District,,13
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,Brendan F Boyle,David Torres,13
Bob Casey Jr,8,0,0,0,329,11,13
Lou Barletta,,1,0,0,3,38,13
Dale R Kerns Jr,,,0,0,3,0,13
Neal Gale,,,,0,0,1,13
Brendan F Boyle,,,,,4,0,13
David Torres,,,,,,0,13
Total,348,42,3,1,339,50,13
,United States Senator,,,,Representative In Congress 2nd District,,14
,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,Brendan F Boyle,David Torres,14
Bob Casey Jr,12,0,0,0,194,12,14
Lou Barletta,,0,0,0,2,65,14
Neal Gale,,,1,0,2,2,14
Dale R Kerns Jr,,,,0,1,0,14
Brendan F Boyle,,,,,2,0,14
David Torres,,,,,,0,14
Total,218,67,5,1,201,79,14
,Representative In Congress 2nd District,,United States Senator,,,,15
,Brendan F Boyle,David Torres,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,15
Brendan F Boyle,2,0,156,1,2,0,15
David Torres,,0,0,30,0,0,15
Bob Casey Jr,,,0,0,0,0,15
Lou Barletta,,,,0,0,0,15
Neal Gale,,,,,0,0,15
Dale R Kerns Jr,,,,,,0,15
Total,161,30,156,31,2,0,15
,United States Senator,,,,Representative In Congress 2nd District,,16
