col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 173rd District,Representative In Congress 2nd District,,All
,Mike Driscoll,Brendan F Boyle,David Torres,All
Mike Driscoll,57,"2,575",675,All
Brendan F Boyle,,96,0,All
David Torres,,,"1,454",All
Total,"3,307","2,671","2,129",All
,Representative In The General Assembly 173rd District,Representative In Congress 2nd District,,2
,Mike Driscoll,Brendan F Boyle,David Torres,2
Mike Driscoll,0,125,30,2
Brendan F Boyle,,8,0,2
David Torres,,,63,2
Total,155,133,93,2
,Representative In The General Assembly 173rd District,Representative In Congress 2nd District,,7
,Mike Driscoll,David Torres,Brendan F Boyle,7
Mike Driscoll,2,37,119,7
David Torres,,99,0,7
Brendan F Boyle,,,4,7
Total,158,136,123,7
,Representative In The General Assembly 173rd District,Representative In Congress 2nd District,,11
,Mike Driscoll,Brendan F Boyle,David Torres,11
Mike Driscoll,0,168,43,11
Brendan F Boyle,,6,0,11
David Torres,,,110,11
Total,211,174,153,11
,Representative In The General Assembly 173rd District,Representative In Congress 2nd District,,17
,Mike Driscoll,Brendan F Boyle,David Torres,17
Mike Driscoll,4,150,39,17
Brendan F Boyle,,6,0,17
David Torres,,,87,17
Total,193,156,126,17
,Representative In The General Assembly 173rd District,Representative In Congress 2nd District,,24
,Mike Driscoll,Brendan F Boyle,David Torres,24
Mike Driscoll,13,172,39,24
Brendan F Boyle,,2,0,24
David Torres,,,79,24
Total,224,174,118,24
,Representative In The General Assembly 173rd District,Representative In Congress 2nd District,,29
,Mike Driscoll,Brendan F Boyle,David Torres,29
Mike Driscoll,4,222,87,29
Brendan F Boyle,,9,0,29
David Torres,,,124,29
Total,313,231,211,29
,Representative In The General Assembly 173rd District,Representative In Congress 2nd District,,30
,Mike Driscoll,Brendan F Boyle,David Torres,30
Mike Driscoll,5,157,47,30
Brendan F Boyle,,10,0,30
David Torres,,,92,30
Total,209,167,139,30
,Representative In The General Assembly 173rd District,Representative In Congress 2nd District,,32
,Mike Driscoll,Brendan F Boyle,David Torres,32
Mike Driscoll,4,191,31,32
Brendan F Boyle,,9,0,32
David Torres,,,71,32
Total,226,200,102,32
,Representative In The General Assembly 173rd District,Representative In Congress 2nd District,,35
,Mike Driscoll,Brendan F Boyle,David Torres,35
Mike Driscoll,0,189,42,35
Brendan F Boyle,,10,0,35
David Torres,,,88,35
Total,231,199,130,35
,Representative In The General Assembly 173rd District,Representative In Congress 2nd District,,36
,Mike Driscoll,Brendan F Boyle,David Torres,36
Mike Driscoll,6,254,47,36
Brendan F Boyle,,4,0,36
David Torres,,,160,36
Total,307,258,207,36
,Representative In The General Assembly 173rd District,Representative In Congress 2nd District,,37
,Mike Driscoll,Brendan F Boyle,David Torres,37
Mike Driscoll,5,155,27,37
Brendan F Boyle,,1,0,37
David Torres,,,52,37
Total,187,156,79,37
,Representative In The General Assembly 173rd District,Representative In Congress 2nd District,,42
,Mike Driscoll,Brendan F Boyle,David Torres,42
Mike Driscoll,4,143,43,42
Brendan F Boyle,,6,0,42
David Torres,,,104,42
Total,190,149,147,42
,Representative In The General Assembly 173rd District,Representative In Congress 2nd District,,43
,Mike Driscoll,Brendan F Boyle,David Torres,43
Mike Driscoll,6,238,66,43
Brendan F Boyle,,8,0,43
David Torres,,,133,43
Total,310,246,199,43
,Representative In The General Assembly 173rd District,Representative In Congress 2nd District,,44
,Mike Driscoll,Brendan F Boyle,David Torres,44
Mike Driscoll,0,175,52,44
Brendan F Boyle,,10,0,44
David Torres,,,115,44
Total,227,185,167,44
,Representative In The General Assembly 173rd District,Representative In Congress 2nd District,,45
,Mike Driscoll,David Torres,Brendan F Boyle,45
Mike Driscoll,4,45,117,45
David Torres,,77,0,45
Brendan F Boyle,,,3,45
Total,166,122,120,45
