col_1,col_2,division
,Representative In The General Assembly 200th District,All
,Chris Rabb,All
Chris Rabb,"11,465",All
Total,"11,465",All
,Representative In The General Assembly 200th District,1
,Chris Rabb,1
Chris Rabb,597,1
Total,597,1
,Representative In The General Assembly 200th District,2
,Chris Rabb,2
Chris Rabb,553,2
Total,553,2
,Representative In The General Assembly 200th District,3
,Chris Rabb,3
Chris Rabb,380,3
Total,380,3
,Representative In The General Assembly 200th District,4
,Chris Rabb,4
Chris Rabb,359,4
Total,359,4
,Representative In The General Assembly 200th District,5
,Chris Rabb,5
Chris Rabb,488,5
Total,488,5
,Representative In The General Assembly 200th District,6
,Chris Rabb,6
Chris Rabb,589,6
Total,589,6
,Representative In The General Assembly 200th District,7
,Chris Rabb,7
Chris Rabb,500,7
Total,500,7
,Representative In The General Assembly 200th District,8
,Chris Rabb,8
Chris Rabb,349,8
Total,349,8
,Representative In The General Assembly 200th District,9
,Chris Rabb,9
Chris Rabb,347,9
Total,347,9
,Representative In The General Assembly 200th District,10
,Chris Rabb,10
Chris Rabb,412,10
Total,412,10
,Representative In The General Assembly 200th District,11
,Chris Rabb,11
Chris Rabb,258,11
Total,258,11
,Representative In The General Assembly 200th District,12
,Chris Rabb,12
Chris Rabb,335,12
Total,335,12
,Representative In The General Assembly 200th District,13
,Chris Rabb,13
Chris Rabb,371,13
Total,371,13
,Representative In The General Assembly 200th District,14
,Chris Rabb,14
Chris Rabb,424,14
Total,424,14
,Representative In The General Assembly 200th District,15
,Chris Rabb,15
Chris Rabb,365,15
Total,365,15
,Representative In The General Assembly 200th District,16
,Chris Rabb,16
Chris Rabb,372,16
Total,372,16
,Representative In The General Assembly 200th District,17
,Chris Rabb,17
Chris Rabb,352,17
Total,352,17
,Representative In The General Assembly 200th District,18
,Chris Rabb,18
Chris Rabb,336,18
Total,336,18
,Representative In The General Assembly 200th District,19
,Chris Rabb,19
Chris Rabb,370,19
Total,370,19
,Representative In The General Assembly 200th District,20
,Chris Rabb,20
Chris Rabb,287,20
Total,287,20
,Representative In The General Assembly 200th District,21
,Chris Rabb,21
Chris Rabb,315,21
Total,315,21
,Representative In The General Assembly 200th District,22
,Chris Rabb,22
Chris Rabb,347,22
Total,347,22
,Representative In The General Assembly 200th District,23
,Chris Rabb,23
Chris Rabb,361,23
Total,361,23
,Representative In The General Assembly 200th District,24
,Chris Rabb,24
Chris Rabb,459,24
Total,459,24
,Representative In The General Assembly 200th District,25
,Chris Rabb,25
Chris Rabb,249,25
Total,249,25
,Representative In The General Assembly 200th District,26
,Chris Rabb,26
Chris Rabb,365,26
Total,365,26
,Representative In The General Assembly 200th District,27
,Chris Rabb,27
Chris Rabb,375,27
Total,375,27
,Representative In The General Assembly 200th District,28
,Chris Rabb,28
Chris Rabb,325,28
Total,325,28
,Representative In The General Assembly 200th District,29
,Chris Rabb,29
Chris Rabb,625,29
Total,625,29
