col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Governor And Lieutenant Governor,,,,Representative In Congress 5th District,,All
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Mary Gay Scanlon,Pearl Kim,All
Tom Wolf,108,0,0,0,"3,684",293,All
Scott R Wagner,,52,0,0,81,"2,511",All
Paul Glover,,,5,0,18,13,All
Ken V Krawchuk,,,,3,12,17,All
Mary Gay Scanlon,,,,,31,0,All
Pearl Kim,,,,,,14,All
Total,"4,085","2,644",36,32,"3,826","2,848",All
,Governor And Lieutenant Governor,,,,Representative In Congress 5th District,,1
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Pearl Kim,Mary Gay Scanlon,1
Tom Wolf,9,0,0,0,15,128,1
Scott R Wagner,,0,0,0,130,1,1
Ken V Krawchuk,,,0,0,1,1,1
Paul Glover,,,,0,1,0,1
Pearl Kim,,,,,0,0,1
Mary Gay Scanlon,,,,,,2,1
Total,152,131,2,1,147,132,1
,Representative In Congress 5th District,,Governor And Lieutenant Governor,,,,2
,Pearl Kim,Mary Gay Scanlon,Scott R Wagner,Tom Wolf,Paul Glover,Ken V Krawchuk,2
Pearl Kim,1,0,223,19,1,0,2
Mary Gay Scanlon,,2,3,145,1,1,2
Scott R Wagner,,,5,0,0,0,2
Tom Wolf,,,,7,0,0,2
Paul Glover,,,,,1,0,2
Ken V Krawchuk,,,,,,0,2
Total,244,152,231,171,3,1,2
,Representative In Congress 5th District,,Governor And Lieutenant Governor,,,,3
,Pearl Kim,Mary Gay Scanlon,Scott R Wagner,Tom Wolf,Ken V Krawchuk,Paul Glover,3
Pearl Kim,1,0,171,8,0,0,3
Mary Gay Scanlon,,0,3,117,1,2,3
Scott R Wagner,,,3,0,0,0,3
Tom Wolf,,,,4,0,0,3
Ken V Krawchuk,,,,,1,0,3
Paul Glover,,,,,,0,3
Total,180,123,177,129,2,2,3
,Representative In Congress 5th District,,Governor And Lieutenant Governor,,,,4
,Pearl Kim,Mary Gay Scanlon,Scott R Wagner,Tom Wolf,Ken V Krawchuk,Paul Glover,4
Pearl Kim,2,0,134,14,0,0,4
Mary Gay Scanlon,,1,3,106,0,0,4
Scott R Wagner,,,4,0,0,0,4
Tom Wolf,,,,9,0,0,4
Ken V Krawchuk,,,,,0,0,4
Paul Glover,,,,,,0,4
Total,150,110,141,129,0,0,4
,Governor And Lieutenant Governor,,,,Representative In Congress 5th District,,5
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Pearl Kim,Mary Gay Scanlon,5
Tom Wolf,6,0,0,0,16,126,5
Scott R Wagner,,1,0,0,121,6,5
Ken V Krawchuk,,,1,0,1,0,5
Paul Glover,,,,0,0,1,5
Pearl Kim,,,,,1,0,5
Mary Gay Scanlon,,,,,,1,5
Total,148,128,2,1,139,134,5
,Governor And Lieutenant Governor,,,,Representative In Congress 5th District,,6
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Pearl Kim,Mary Gay Scanlon,6
Tom Wolf,11,0,0,0,20,166,6
Scott R Wagner,,1,0,0,163,8,6
Paul Glover,,,0,0,2,1,6
Ken V Krawchuk,,,,0,0,0,6
Pearl Kim,,,,,2,0,6
Mary Gay Scanlon,,,,,,6,6
Total,197,172,3,0,187,181,6
,Governor And Lieutenant Governor,,,,Representative In Congress 5th District,,7
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Mary Gay Scanlon,Pearl Kim,7
Tom Wolf,5,0,0,0,136,10,7
Scott R Wagner,,4,0,0,4,109,7
Ken V Krawchuk,,,0,0,0,1,7
Paul Glover,,,,1,0,0,7
Mary Gay Scanlon,,,,,2,0,7
Pearl Kim,,,,,,0,7
Total,151,117,1,1,142,120,7
,Governor And Lieutenant Governor,,,,Representative In Congress 5th District,,8
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Mary Gay Scanlon,Pearl Kim,8
Tom Wolf,3,0,0,0,165,12,8
Scott R Wagner,,1,0,0,2,134,8
Paul Glover,,,0,0,1,1,8
Ken V Krawchuk,,,,0,1,0,8
Mary Gay Scanlon,,,,,2,0,8
Pearl Kim,,,,,,2,8
Total,180,137,2,1,171,149,8
,Governor And Lieutenant Governor,,,,Representative In Congress 5th District,,9
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Mary Gay Scanlon,Pearl Kim,9
Tom Wolf,5,0,0,0,160,13,9
Scott R Wagner,,0,0,0,6,143,9
Ken V Krawchuk,,,0,0,0,0,9
Paul Glover,,,,0,0,0,9
Mary Gay Scanlon,,,,,1,0,9
Pearl Kim,,,,,,1,9
Total,178,149,0,0,167,157,9
,Governor And Lieutenant Governor,,,,Representative In Congress 5th District,,10
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Mary Gay Scanlon,Pearl Kim,10
Tom Wolf,1,0,0,0,151,11,10
Scott R Wagner,,0,0,0,0,49,10
Paul Glover,,,0,0,2,0,10
Ken V Krawchuk,,,,0,0,0,10
Mary Gay Scanlon,,,,,1,0,10
Pearl Kim,,,,,,1,10
Total,163,49,2,0,154,61,10
,Governor And Lieutenant Governor,,,,Representative In Congress 5th District,,11
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Mary Gay Scanlon,Pearl Kim,11
Tom Wolf,4,0,0,0,182,5,11
Scott R Wagner,,4,0,0,3,77,11
Paul Glover,,,1,0,1,0,11
Ken V Krawchuk,,,,0,0,1,11
Mary Gay Scanlon,,,,,0,0,11
Pearl Kim,,,,,,0,11
Total,191,84,2,1,186,83,11
,Governor And Lieutenant Governor,,,,Representative In Congress 5th District,,12
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Mary Gay Scanlon,Pearl Kim,12
Tom Wolf,1,0,0,0,181,11,12
Scott R Wagner,,4,0,0,4,104,12
Paul Glover,,,0,0,1,0,12
Ken V Krawchuk,,,,0,0,0,12
Mary Gay Scanlon,,,,,0,0,12
Pearl Kim,,,,,,0,12
Total,193,112,1,0,186,115,12
,Governor And Lieutenant Governor,,,,Representative In Congress 5th District,,13
