col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Governor And Lieutenant Governor,,,,United States Senator,,,,All
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,All
Tom Wolf,54,0,0,0,"3,520",5,9,3,All
Scott R Wagner,,2,0,0,10,27,1,2,All
Ken V Krawchuk,,,0,0,2,2,2,4,All
Paul Glover,,,,0,4,1,3,1,All
Bob Casey Jr,,,,,44,0,0,0,All
Lou Barletta,,,,,,0,0,0,All
Neal Gale,,,,,,,0,0,All
Dale R Kerns Jr,,,,,,,,0,All
Total,"3,591",42,10,9,"3,580",35,15,10,All
,United States Senator,,,,Governor And Lieutenant Governor,,,,1
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,1
Bob Casey Jr,5,0,0,0,157,3,0,1,1
Lou Barletta,,0,0,0,0,5,0,0,1
Dale R Kerns Jr,,,0,0,1,0,0,0,1
Neal Gale,,,,0,0,0,1,0,1
Tom Wolf,,,,,4,0,0,0,1
Scott R Wagner,,,,,,0,0,0,1
Ken V Krawchuk,,,,,,,0,0,1
Paul Glover,,,,,,,,0,1
Total,166,5,1,1,162,8,1,1,1
,Governor And Lieutenant Governor,,,,United States Senator,,,,2
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Bob Casey Jr,Neal Gale,Dale R Kerns Jr,Lou Barletta,2
Tom Wolf,1,0,0,0,200,3,1,0,2
Scott R Wagner,,0,0,0,1,0,1,2,2
Ken V Krawchuk,,,0,0,0,1,2,0,2
Paul Glover,,,,0,1,1,0,1,2
Bob Casey Jr,,,,,0,0,0,0,2
Neal Gale,,,,,,0,0,0,2
Dale R Kerns Jr,,,,,,,0,0,2
Lou Barletta,,,,,,,,0,2
Total,205,4,3,3,202,5,4,3,2
,Governor And Lieutenant Governor,,,,United States Senator,,,,3
,Tom Wolf,Scott R Wagner,Paul Glover,Ken V Krawchuk,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,3
Tom Wolf,5,0,0,0,247,0,2,0,3
Scott R Wagner,,0,0,0,0,3,0,0,3
Paul Glover,,,0,0,0,0,0,1,3
Ken V Krawchuk,,,,0,0,0,0,0,3
Bob Casey Jr,,,,,0,0,0,0,3
Lou Barletta,,,,,,0,0,0,3
Neal Gale,,,,,,,0,0,3
Dale R Kerns Jr,,,,,,,,0,3
Total,254,3,1,0,247,3,2,1,3
,Governor And Lieutenant Governor,,,,United States Senator,,,,4
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,4
Tom Wolf,3,0,0,0,166,1,0,0,4
Scott R Wagner,,0,0,0,0,0,1,0,4
Ken V Krawchuk,,,0,0,0,0,0,0,4
Paul Glover,,,,0,0,0,0,0,4
Bob Casey Jr,,,,,2,0,0,0,4
Lou Barletta,,,,,,0,0,0,4
Neal Gale,,,,,,,0,0,4
Dale R Kerns Jr,,,,,,,,0,4
Total,170,1,0,0,168,1,1,0,4
,Governor And Lieutenant Governor,,,,United States Senator,,,,5
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,5
Tom Wolf,6,0,0,0,194,0,0,0,5
Scott R Wagner,,0,0,0,0,2,0,0,5
Ken V Krawchuk,,,0,0,0,0,0,0,5
Paul Glover,,,,0,0,0,0,0,5
Bob Casey Jr,,,,,2,0,0,0,5
Lou Barletta,,,,,,0,0,0,5
Dale R Kerns Jr,,,,,,,0,0,5
Neal Gale,,,,,,,,0,5
Total,200,2,0,0,196,2,0,0,5
,United States Senator,,,,Governor And Lieutenant Governor,,,,6
,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,6
Bob Casey Jr,3,0,0,0,168,2,1,0,6
Lou Barletta,,0,0,0,1,4,0,0,6
Neal Gale,,,0,0,0,0,0,1,6
Dale R Kerns Jr,,,,0,0,0,0,0,6
Tom Wolf,,,,,1,0,0,0,6
Scott R Wagner,,,,,,0,0,0,6
Ken V Krawchuk,,,,,,,0,0,6
Paul Glover,,,,,,,,0,6
Total,174,5,1,0,170,6,1,1,6
,Governor And Lieutenant Governor,,,,United States Senator,,,,7
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,7
Tom Wolf,2,0,0,0,230,0,0,0,7
Scott R Wagner,,0,0,0,0,2,0,0,7
Ken V Krawchuk,,,0,0,0,1,0,0,7
Paul Glover,,,,0,0,0,0,0,7
Bob Casey Jr,,,,,1,0,0,0,7
Lou Barletta,,,,,,0,0,0,7
Dale R Kerns Jr,,,,,,,0,0,7
Neal Gale,,,,,,,,0,7
Total,232,2,1,0,231,3,0,0,7
,Governor And Lieutenant Governor,,,,United States Senator,,,,8
,Tom Wolf,Ken V Krawchuk,Paul Glover,Scott R Wagner,Bob Casey Jr,Dale R Kerns Jr,Lou Barletta,Neal Gale,8
Tom Wolf,3,0,0,0,189,0,0,0,8
Ken V Krawchuk,,0,0,0,0,0,0,0,8
Paul Glover,,,0,0,0,0,0,0,8
Scott R Wagner,,,,0,0,0,0,0,8
Bob Casey Jr,,,,,2,0,0,0,8
Dale R Kerns Jr,,,,,,0,0,0,8
Lou Barletta,,,,,,,0,0,8
Neal Gale,,,,,,,,0,8
Total,192,0,0,0,191,0,0,0,8
,Governor And Lieutenant Governor,,,,United States Senator,,,,9
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,9
Tom Wolf,4,0,0,0,187,1,0,0,9
Scott R Wagner,,0,0,0,0,3,0,0,9
Ken V Krawchuk,,,0,0,0,1,1,0,9
Paul Glover,,,,0,1,0,0,0,9
Bob Casey Jr,,,,,1,0,0,0,9
Lou Barletta,,,,,,0,0,0,9
Dale R Kerns Jr,,,,,,,0,0,9
Neal Gale,,,,,,,,0,9
Total,192,3,2,1,189,5,1,0,9
,United States Senator,,,,Governor And Lieutenant Governor,,,,10
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,10
Bob Casey Jr,3,0,0,0,149,1,0,0,10
Lou Barletta,,0,0,0,0,1,0,0,10
Dale R Kerns Jr,,,0,0,0,0,0,0,10
Neal Gale,,,,0,0,0,0,0,10
Tom Wolf,,,,,1,0,0,0,10
Scott R Wagner,,,,,,1,0,0,10
Ken V Krawchuk,,,,,,,0,0,10
Paul Glover,,,,,,,,0,10
Total,153,1,0,0,150,3,0,0,10
,Governor And Lieutenant Governor,,,,United States Senator,,,,11
,Tom Wolf,Scott R Wagner,Ken V Krawchuk,Paul Glover,Bob Casey Jr,Dale R Kerns Jr,Lou Barletta,Neal Gale,11
Tom Wolf,6,0,0,0,197,0,0,0,11
Scott R Wagner,,0,0,0,0,1,1,0,11
Ken V Krawchuk,,,0,0,0,0,0,0,11
Paul Glover,,,,0,0,0,0,0,11
Bob Casey Jr,,,,,2,0,0,0,11
Dale R Kerns Jr,,,,,,0,0,0,11
Lou Barletta,,,,,,,0,0,11
Neal Gale,,,,,,,,0,11
Total,203,2,0,0,199,1,1,0,11
,United States Senator,,,,Governor And Lieutenant Governor,,,,12
,Bob Casey Jr,Dale R Kerns Jr,Lou Barletta,Neal Gale,Tom Wolf,Ken V Krawchuk,Paul Glover,Scott R Wagner,12
Bob Casey Jr,2,0,0,0,195,0,0,0,12
Dale R Kerns Jr,,0,0,0,0,0,0,0,12
Lou Barletta,,,0,0,0,0,0,0,12
Neal Gale,,,,0,0,0,0,0,12
Tom Wolf,,,,,2,0,0,0,12
Ken V Krawchuk,,,,,,0,0,0,12
Paul Glover,,,,,,,0,0,12
Scott R Wagner,,,,,,,,0,12
Total,197,0,0,0,197,0,0,0,12
,United States Senator,,,,Governor And Lieutenant Governor,,,,13
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,Tom Wolf,Ken V Krawchuk,Scott R Wagner,Paul Glover,13
Bob Casey Jr,1,0,0,0,193,1,0,0,13
Lou Barletta,,0,0,0,0,0,1,0,13
Dale R Kerns Jr,,,0,0,0,0,0,0,13
Neal Gale,,,,0,0,0,0,0,13
