col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 192nd District,Representative In Congress 3rd District,,All
,Morgan Cephas,Dwight Evans,Bryan E Leib,All
Morgan Cephas,61,"14,349",166,All
Dwight Evans,,175,0,All
Bryan E Leib,,,327,All
Total,"14,576","14,524",493,All
,Representative In The General Assembly 192nd District,Representative In Congress 3rd District,,1
,Morgan Cephas,Dwight Evans,Bryan E Leib,1
Morgan Cephas,2,223,3,1
Dwight Evans,,1,0,1
Bryan E Leib,,,1,1
Total,228,224,4,1
,Representative In Congress 3rd District,,Representative In The General Assembly 192nd District,2
,Dwight Evans,Bryan E Leib,Morgan Cephas,2
Dwight Evans,4,0,289,2
Bryan E Leib,,1,1,2
Morgan Cephas,,,0,2
Total,293,2,290,2
,Representative In The General Assembly 192nd District,Representative In Congress 3rd District,,3
,Morgan Cephas,Dwight Evans,Bryan E Leib,3
Morgan Cephas,2,240,2,3
Dwight Evans,,0,0,3
Bryan E Leib,,,0,3
Total,244,240,2,3
,Representative In The General Assembly 192nd District,Representative In Congress 3rd District,,4
,Morgan Cephas,Dwight Evans,Bryan E Leib,4
Morgan Cephas,2,211,1,4
Dwight Evans,,2,0,4
Bryan E Leib,,,0,4
Total,214,213,1,4
,Representative In Congress 3rd District,,Representative In The General Assembly 192nd District,5
,Dwight Evans,Bryan E Leib,Morgan Cephas,5
Dwight Evans,1,0,216,5
Bryan E Leib,,4,0,5
Morgan Cephas,,,1,5
Total,217,4,217,5
,Representative In The General Assembly 192nd District,Representative In Congress 3rd District,,6
,Morgan Cephas,Dwight Evans,Bryan E Leib,6
Morgan Cephas,1,341,2,6
Dwight Evans,,1,0,6
Bryan E Leib,,,4,6
Total,344,342,6,6
,Representative In The General Assembly 192nd District,Representative In Congress 3rd District,,7
,Morgan Cephas,Dwight Evans,Bryan E Leib,7
Morgan Cephas,3,343,4,7
Dwight Evans,,3,0,7
Bryan E Leib,,,2,7
Total,350,346,6,7
,Representative In Congress 3rd District,,Representative In The General Assembly 192nd District,8
,Dwight Evans,Bryan E Leib,Morgan Cephas,8
Dwight Evans,6,0,381,8
Bryan E Leib,,3,1,8
Morgan Cephas,,,5,8
Total,387,4,387,8
,Representative In The General Assembly 192nd District,Representative In Congress 3rd District,,9
,Morgan Cephas,Dwight Evans,Bryan E Leib,9
Morgan Cephas,2,264,0,9
Dwight Evans,,1,0,9
Bryan E Leib,,,1,9
Total,266,265,1,9
,Representative In Congress 3rd District,,Representative In The General Assembly 192nd District,10
,Dwight Evans,Bryan E Leib,Morgan Cephas,10
Dwight Evans,3,0,339,10
Bryan E Leib,,6,2,10
Morgan Cephas,,,1,10
Total,342,8,342,10
,Representative In Congress 3rd District,,Representative In The General Assembly 192nd District,11
,Dwight Evans,Bryan E Leib,Morgan Cephas,11
Dwight Evans,8,0,390,11
Bryan E Leib,,0,3,11
Morgan Cephas,,,2,11
Total,398,3,395,11
,Representative In Congress 3rd District,,Representative In The General Assembly 192nd District,12
,Dwight Evans,Bryan E Leib,Morgan Cephas,12
Dwight Evans,4,0,453,12
Bryan E Leib,,7,1,12
Morgan Cephas,,,2,12
Total,457,8,456,12
,Representative In The General Assembly 192nd District,Representative In Congress 3rd District,,13
,Morgan Cephas,Dwight Evans,Bryan E Leib,13
Morgan Cephas,2,385,8,13
Dwight Evans,,5,0,13
Bryan E Leib,,,8,13
Total,395,390,16,13
,Representative In The General Assembly 192nd District,Representative In Congress 3rd District,,14
,Morgan Cephas,Dwight Evans,Bryan E Leib,14
Morgan Cephas,0,463,8,14
Dwight Evans,,6,0,14
Bryan E Leib,,,10,14
Total,471,469,18,14
,Representative In Congress 3rd District,,Representative In The General Assembly 192nd District,15
,Dwight Evans,Bryan E Leib,Morgan Cephas,15
Dwight Evans,4,0,372,15
Bryan E Leib,,0,1,15
Morgan Cephas,,,2,15
Total,376,1,375,15
,Representative In Congress 3rd District,,Representative In The General Assembly 192nd District,16
,Dwight Evans,Bryan E Leib,Morgan Cephas,16
Dwight Evans,6,0,254,16
Bryan E Leib,,6,2,16
Morgan Cephas,,,0,16
Total,260,8,256,16
,Representative In Congress 3rd District,,Representative In The General Assembly 192nd District,17
,Dwight Evans,Bryan E Leib,Morgan Cephas,17
Dwight Evans,5,0,344,17
Bryan E Leib,,13,2,17
Morgan Cephas,,,1,17
Total,349,15,347,17
,Representative In Congress 3rd District,,Representative In The General Assembly 192nd District,18
,Dwight Evans,Bryan E Leib,Morgan Cephas,18
Dwight Evans,4,0,396,18
Bryan E Leib,,10,1,18
Morgan Cephas,,,0,18
Total,400,11,397,18
,Representative In The General Assembly 192nd District,Representative In Congress 3rd District,,19
,Morgan Cephas,Dwight Evans,Bryan E Leib,19
Morgan Cephas,1,509,5,19
Dwight Evans,,4,0,19
Bryan E Leib,,,12,19
Total,515,513,17,19
,Representative In The General Assembly 192nd District,Representative In Congress 3rd District,,20
,Morgan Cephas,Dwight Evans,Bryan E Leib,20
Morgan Cephas,2,449,5,20
Dwight Evans,,4,0,20
Bryan E Leib,,,6,20
Total,456,453,11,20
,Representative In Congress 3rd District,,Representative In The General Assembly 192nd District,21
,Dwight Evans,Bryan E Leib,Morgan Cephas,21
Dwight Evans,2,0,487,21
Bryan E Leib,,10,0,21
Morgan Cephas,,,0,21
Total,489,10,487,21
,Representative In The General Assembly 192nd District,Representative In Congress 3rd District,,22
,Morgan Cephas,Dwight Evans,Bryan E Leib,22
Morgan Cephas,3,377,7,22
Dwight Evans,,7,0,22
Bryan E Leib,,,17,22
Total,387,384,24,22
,Representative In The General Assembly 192nd District,Representative In Congress 3rd District,,23
,Morgan Cephas,Dwight Evans,Bryan E Leib,23
