col_1,col_2,col_3,division
,Representative In The General Assembly 177th District,,All
,Joe Hohenstein,Patty Pat Kozlowski,All
Joe Hohenstein,"1,581",0,All
Patty Pat Kozlowski,,"1,265",All
Total,"1,581","1,265",All
,Representative In The General Assembly 177th District,,2
,Joe Hohenstein,Patty Pat Kozlowski,2
Joe Hohenstein,222,0,2
Patty Pat Kozlowski,,193,2
Total,222,193,2
,Representative In The General Assembly 177th District,,4
,Joe Hohenstein,Patty Pat Kozlowski,4
Joe Hohenstein,163,0,4
Patty Pat Kozlowski,,114,4
Total,163,114,4
,Representative In The General Assembly 177th District,,6
,Joe Hohenstein,Patty Pat Kozlowski,6
Joe Hohenstein,154,0,6
Patty Pat Kozlowski,,122,6
Total,154,122,6
,Representative In The General Assembly 177th District,,10
,Joe Hohenstein,Patty Pat Kozlowski,10
Joe Hohenstein,150,0,10
Patty Pat Kozlowski,,71,10
Total,150,71,10
,Representative In The General Assembly 177th District,,11
,Joe Hohenstein,Patty Pat Kozlowski,11
Joe Hohenstein,116,0,11
Patty Pat Kozlowski,,99,11
Total,116,99,11
,Representative In The General Assembly 177th District,,12
,Joe Hohenstein,Patty Pat Kozlowski,12
Joe Hohenstein,93,0,12
Patty Pat Kozlowski,,57,12
Total,93,57,12
,Representative In The General Assembly 177th District,,13
,Patty Pat Kozlowski,Joe Hohenstein,13
Patty Pat Kozlowski,111,0,13
Joe Hohenstein,,85,13
Total,111,85,13
,Representative In The General Assembly 177th District,,14
,Joe Hohenstein,Patty Pat Kozlowski,14
Joe Hohenstein,105,0,14
Patty Pat Kozlowski,,85,14
Total,105,85,14
,Representative In The General Assembly 177th District,,16
,Joe Hohenstein,Patty Pat Kozlowski,16
Joe Hohenstein,160,0,16
Patty Pat Kozlowski,,158,16
Total,160,158,16
,Representative In The General Assembly 177th District,,17
,Joe Hohenstein,Patty Pat Kozlowski,17
Joe Hohenstein,112,0,17
Patty Pat Kozlowski,,81,17
Total,112,81,17
,Representative In The General Assembly 177th District,,18
,Joe Hohenstein,Patty Pat Kozlowski,18
Joe Hohenstein,221,0,18
Patty Pat Kozlowski,,174,18
Total,221,174,18
