col_1,col_2,col_3,col_4,col_5,division
,Representative In Congress 13th District,,Representative In The General Assembly 173rd District,,All
,Brendan F Boyle,Carson Dee Adcock,Mike Driscoll,Mike Tomlinson,All
Brendan F Boyle,19,0,"1,820",237,All
Carson Dee Adcock,,10,128,"1,268",All
Mike Driscoll,,,31,0,All
Mike Tomlinson,,,,20,All
Total,"2,076","1,406","1,979","1,525",All
,Representative In Congress 13th District,,Representative In The General Assembly 173rd District,,2
,Brendan F Boyle,Carson Dee Adcock,Mike Driscoll,Mike Tomlinson,2
Brendan F Boyle,0,0,92,16,2
Carson Dee Adcock,,0,4,68,2
Mike Driscoll,,,2,0,2
Mike Tomlinson,,,,1,2
Total,108,72,98,85,2
,Representative In The General Assembly 173rd District,,Representative In Congress 13th District,,7
,Mike Driscoll,Mike Tomlinson,Brendan F Boyle,Carson Dee Adcock,7
Mike Driscoll,1,0,95,16,7
Mike Tomlinson,,2,11,75,7
Brendan F Boyle,,,0,0,7
Carson Dee Adcock,,,,0,7
Total,112,88,106,91,7
,Representative In Congress 13th District,,Representative In The General Assembly 173rd District,,11
,Brendan F Boyle,Carson Dee Adcock,Mike Driscoll,Mike Tomlinson,11
Brendan F Boyle,1,0,136,23,11
Carson Dee Adcock,,2,6,87,11
Mike Driscoll,,,4,0,11
Mike Tomlinson,,,,0,11
Total,160,95,146,110,11
,Representative In The General Assembly 173rd District,,Representative In Congress 13th District,,17
,Mike Tomlinson,Mike Driscoll,Carson Dee Adcock,Brendan F Boyle,17
Mike Tomlinson,5,0,112,18,17
Mike Driscoll,,0,9,93,17
Carson Dee Adcock,,,0,0,17
Brendan F Boyle,,,,1,17
Total,135,102,121,112,17
,Representative In Congress 13th District,,Representative In The General Assembly 173rd District,,24
,Brendan F Boyle,Carson Dee Adcock,Mike Driscoll,Mike Tomlinson,24
Brendan F Boyle,1,0,125,18,24
Carson Dee Adcock,,1,3,73,24
Mike Driscoll,,,2,0,24
Mike Tomlinson,,,,1,24
Total,144,77,130,92,24
,Representative In The General Assembly 173rd District,,Representative In Congress 13th District,,29
,Mike Driscoll,Mike Tomlinson,Brendan F Boyle,Carson Dee Adcock,29
Mike Driscoll,4,0,149,31,29
Mike Tomlinson,,5,20,126,29
Brendan F Boyle,,,0,0,29
Carson Dee Adcock,,,,0,29
Total,184,151,169,157,29
,Representative In Congress 13th District,,Representative In The General Assembly 173rd District,,30
,Brendan F Boyle,Carson Dee Adcock,Mike Driscoll,Mike Tomlinson,30
Brendan F Boyle,3,0,119,21,30
Carson Dee Adcock,,1,4,82,30
Mike Driscoll,,,1,0,30
Mike Tomlinson,,,,2,30
Total,143,87,124,105,30
,Representative In Congress 13th District,,Representative In The General Assembly 173rd District,,32
,Brendan F Boyle,Carson Dee Adcock,Mike Driscoll,Mike Tomlinson,32
Brendan F Boyle,0,0,117,17,32
Carson Dee Adcock,,0,7,57,32
Mike Driscoll,,,3,0,32
Mike Tomlinson,,,,0,32
Total,134,64,127,74,32
,Representative In Congress 13th District,,Representative In The General Assembly 173rd District,,35
,Brendan F Boyle,Carson Dee Adcock,Mike Driscoll,Mike Tomlinson,35
Brendan F Boyle,0,0,124,7,35
Carson Dee Adcock,,0,3,80,35
Mike Driscoll,,,2,0,35
Mike Tomlinson,,,,0,35
Total,131,83,129,87,35
,Representative In Congress 13th District,,Representative In The General Assembly 173rd District,,36
,Brendan F Boyle,Carson Dee Adcock,Mike Driscoll,Mike Tomlinson,36
Brendan F Boyle,2,0,171,17,36
Carson Dee Adcock,,0,7,116,36
Mike Driscoll,,,1,0,36
Mike Tomlinson,,,,0,36
Total,190,123,179,133,36
,Representative In The General Assembly 173rd District,,Representative In Congress 13th District,,37
,Mike Driscoll,Mike Tomlinson,Brendan F Boyle,Carson Dee Adcock,37
Mike Driscoll,2,0,87,7,37
Mike Tomlinson,,1,4,33,37
Brendan F Boyle,,,0,0,37
Carson Dee Adcock,,,,0,37
Total,96,38,91,40,37
,Representative In Congress 13th District,,Representative In The General Assembly 173rd District,,42
,Brendan F Boyle,Carson Dee Adcock,Mike Tomlinson,Mike Driscoll,42
Brendan F Boyle,2,0,15,101,42
Carson Dee Adcock,,3,93,5,42
Mike Tomlinson,,,2,0,42
Mike Driscoll,,,,1,42
Total,118,101,110,107,42
,Representative In Congress 13th District,,Representative In The General Assembly 173rd District,,43
,Brendan F Boyle,Carson Dee Adcock,Mike Driscoll,Mike Tomlinson,43
Brendan F Boyle,1,0,184,29,43
Carson Dee Adcock,,3,10,113,43
Mike Driscoll,,,4,0,43
Mike Tomlinson,,,,1,43
Total,214,126,198,143,43
,Representative In Congress 13th District,,Representative In The General Assembly 173rd District,,44
,Brendan F Boyle,Carson Dee Adcock,Mike Driscoll,Mike Tomlinson,44
Brendan F Boyle,6,0,131,13,44
Carson Dee Adcock,,0,12,94,44
Mike Driscoll,,,3,0,44
Mike Tomlinson,,,,0,44
Total,150,106,146,107,44
,Representative In Congress 13th District,,Representative In The General Assembly 173rd District,,45
,Brendan F Boyle,Carson Dee Adcock,Mike Driscoll,Mike Tomlinson,45
Brendan F Boyle,2,0,96,8,45
Carson Dee Adcock,,0,4,59,45
Mike Driscoll,,,1,0,45
Mike Tomlinson,,,,0,45
Total,106,63,101,67,45
