col_1,col_2,col_3,col_4,division
,Senator In The General Assembly 8th District,Representative In Congress 1st District,,All
,Anthony Hardy Williams,Robert A Brady,Megan Rath,All
Anthony Hardy Williams,77,"8,681",135,All
Robert A Brady,,110,0,All
Megan Rath,,,289,All
Total,"8,893","8,791",424,All
,Representative In Congress 1st District,,Senator In The General Assembly 8th District,1
,Robert A Brady,Megan Rath,Anthony Hardy Williams,1
Robert A Brady,4,0,118,1
Megan Rath,,13,2,1
Anthony Hardy Williams,,,0,1
Total,122,15,120,1
,Representative In Congress 1st District,,Senator In The General Assembly 8th District,2
,Robert A Brady,Megan Rath,Anthony Hardy Williams,2
Robert A Brady,3,0,179,2
Megan Rath,,0,0,2
Anthony Hardy Williams,,,2,2
Total,182,0,181,2
,Senator In The General Assembly 8th District,Representative In Congress 1st District,,3
,Anthony Hardy Williams,Robert A Brady,Megan Rath,3
Anthony Hardy Williams,6,322,1,3
Robert A Brady,,4,0,3
Megan Rath,,,2,3
Total,329,326,3,3
,Senator In The General Assembly 8th District,Representative In Congress 1st District,,4
,Anthony Hardy Williams,Robert A Brady,Megan Rath,4
Anthony Hardy Williams,1,229,2,4
Robert A Brady,,1,0,4
Megan Rath,,,1,4
Total,232,230,3,4
,Senator In The General Assembly 8th District,Representative In Congress 1st District,,5
,Anthony Hardy Williams,Robert A Brady,Megan Rath,5
Anthony Hardy Williams,2,294,1,5
Robert A Brady,,3,0,5
Megan Rath,,,3,5
Total,297,297,4,5
,Senator In The General Assembly 8th District,Representative In Congress 1st District,,6
,Anthony Hardy Williams,Robert A Brady,Megan Rath,6
Anthony Hardy Williams,1,136,1,6
Robert A Brady,,2,0,6
Megan Rath,,,8,6
Total,138,138,9,6
,Senator In The General Assembly 8th District,Representative In Congress 1st District,,7
,Anthony Hardy Williams,Robert A Brady,Megan Rath,7
Anthony Hardy Williams,2,260,2,7
Robert A Brady,,1,0,7
Megan Rath,,,2,7
Total,264,261,4,7
,Senator In The General Assembly 8th District,Representative In Congress 1st District,,8
,Anthony Hardy Williams,Robert A Brady,Megan Rath,8
Anthony Hardy Williams,1,163,1,8
Robert A Brady,,1,0,8
Megan Rath,,,2,8
Total,165,164,3,8
,Senator In The General Assembly 8th District,Representative In Congress 1st District,,9
,Anthony Hardy Williams,Robert A Brady,Megan Rath,9
Anthony Hardy Williams,3,199,3,9
Robert A Brady,,2,0,9
Megan Rath,,,2,9
Total,205,201,5,9
