col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 202nd District,Representative In Congress 1st District,,All
,Mark B Cohen,Robert A Brady,Megan Rath,All
Mark B Cohen,12,"1,507",102,All
Robert A Brady,,22,0,All
Megan Rath,,,187,All
Total,"1,621","1,529",289,All
,Representative In The General Assembly 202nd District,Representative In Congress 1st District,,13
,Mark B Cohen,Robert A Brady,Megan Rath,13
Mark B Cohen,0,189,8,13
Robert A Brady,,3,0,13
Megan Rath,,,20,13
Total,197,192,28,13
,Representative In The General Assembly 202nd District,Representative In Congress 1st District,,15
,Mark B Cohen,Robert A Brady,Megan Rath,15
Mark B Cohen,0,188,10,15
Robert A Brady,,4,0,15
Megan Rath,,,19,15
Total,198,192,29,15
,Representative In The General Assembly 202nd District,Representative In Congress 1st District,,16
,Mark B Cohen,Robert A Brady,Megan Rath,16
Mark B Cohen,0,167,3,16
Robert A Brady,,1,0,16
Megan Rath,,,19,16
Total,170,168,22,16
,Representative In The General Assembly 202nd District,Representative In Congress 1st District,,17
,Mark B Cohen,Robert A Brady,Megan Rath,17
Mark B Cohen,2,173,9,17
Robert A Brady,,4,0,17
Megan Rath,,,21,17
Total,184,177,30,17
,Representative In The General Assembly 202nd District,Representative In Congress 1st District,,18
,Mark B Cohen,Robert A Brady,Megan Rath,18
Mark B Cohen,3,139,13,18
Robert A Brady,,1,0,18
Megan Rath,,,14,18
Total,155,140,27,18
,Representative In The General Assembly 202nd District,Representative In Congress 1st District,,21
,Mark B Cohen,Robert A Brady,Megan Rath,21
Mark B Cohen,1,107,11,21
Robert A Brady,,1,0,21
Megan Rath,,,9,21
Total,119,108,20,21
,Representative In The General Assembly 202nd District,Representative In Congress 1st District,,22
,Mark B Cohen,Robert A Brady,Megan Rath,22
Mark B Cohen,0,129,4,22
Robert A Brady,,2,0,22
Megan Rath,,,12,22
Total,133,131,16,22
,Representative In The General Assembly 202nd District,Representative In Congress 1st District,,23
,Mark B Cohen,Robert A Brady,Megan Rath,23
Mark B Cohen,1,84,14,23
Robert A Brady,,0,0,23
Megan Rath,,,12,23
Total,99,84,26,23
,Representative In The General Assembly 202nd District,Representative In Congress 1st District,,24
,Mark B Cohen,Robert A Brady,Megan Rath,24
Mark B Cohen,1,109,4,24
Robert A Brady,,1,0,24
Megan Rath,,,9,24
Total,114,110,13,24
,Representative In The General Assembly 202nd District,Representative In Congress 1st District,,25
,Mark B Cohen,Robert A Brady,Megan Rath,25
Mark B Cohen,3,97,15,25
Robert A Brady,,3,0,25
Megan Rath,,,24,25
Total,115,100,39,25
,Representative In The General Assembly 202nd District,Representative In Congress 1st District,,26
,Mark B Cohen,Robert A Brady,Megan Rath,26
Mark B Cohen,1,125,11,26
Robert A Brady,,2,0,26
Megan Rath,,,28,26
Total,137,127,39,26
