col_1,col_2,division
,Representative In The General Assembly 203rd District,All
,Dwight Evans,All
Dwight Evans,"2,926",All
Total,"2,926",All
,Representative In The General Assembly 203rd District,9
,Dwight Evans,9
Dwight Evans,287,9
Total,287,9
,Representative In The General Assembly 203rd District,10
,Dwight Evans,10
Dwight Evans,217,10
Total,217,10
,Representative In The General Assembly 203rd District,11
,Dwight Evans,11
Dwight Evans,215,11
Total,215,11
,Representative In The General Assembly 203rd District,13
,Dwight Evans,13
Dwight Evans,248,13
Total,248,13
,Representative In The General Assembly 203rd District,14
,Dwight Evans,14
Dwight Evans,115,14
Total,115,14
,Representative In The General Assembly 203rd District,16
,Dwight Evans,16
Dwight Evans,154,16
Total,154,16
,Representative In The General Assembly 203rd District,17
,Dwight Evans,17
Dwight Evans,162,17
Total,162,17
,Representative In The General Assembly 203rd District,18
,Dwight Evans,18
Dwight Evans,184,18
Total,184,18
,Representative In The General Assembly 203rd District,19
,Dwight Evans,19
Dwight Evans,189,19
Total,189,19
,Representative In The General Assembly 203rd District,20
,Dwight Evans,20
Dwight Evans,161,20
Total,161,20
,Representative In The General Assembly 203rd District,21
,Dwight Evans,21
Dwight Evans,213,21
Total,213,21
,Representative In The General Assembly 203rd District,22
,Dwight Evans,22
Dwight Evans,179,22
Total,179,22
,Representative In The General Assembly 203rd District,25
,Dwight Evans,25
Dwight Evans,167,25
Total,167,25
,Representative In The General Assembly 203rd District,27
,Dwight Evans,27
Dwight Evans,107,27
Total,107,27
,Representative In The General Assembly 203rd District,28
,Dwight Evans,28
Dwight Evans,164,28
Total,164,28
,Representative In The General Assembly 203rd District,31
,Dwight Evans,31
Dwight Evans,164,31
Total,164,31
