col_1,col_2,col_3,division
,Governor And Lieutenant Governor,,All
,Tom Wolf,Tom Corbett,All
Tom Wolf,"2,176",0,All
Tom Corbett,,70,All
Total,"2,176",70,All
,Governor And Lieutenant Governor,,1
,Tom Wolf,Tom Corbett,1
Tom Wolf,220,0,1
Tom Corbett,,19,1
Total,220,19,1
,Governor And Lieutenant Governor,,2
,Tom Wolf,Tom Corbett,2
Tom Wolf,257,0,2
Tom Corbett,,5,2
Total,257,5,2
,Governor And Lieutenant Governor,,3
,Tom Wolf,Tom Corbett,3
Tom Wolf,233,0,3
Tom Corbett,,1,3
Total,233,1,3
,Governor And Lieutenant Governor,,4
,Tom Wolf,Tom Corbett,4
Tom Wolf,344,0,4
Tom Corbett,,5,4
Total,344,5,4
,Governor And Lieutenant Governor,,5
,Tom Wolf,Tom Corbett,5
Tom Wolf,143,0,5
Tom Corbett,,2,5
Total,143,2,5
,Governor And Lieutenant Governor,,6
,Tom Wolf,Tom Corbett,6
Tom Wolf,173,0,6
Tom Corbett,,3,6
Total,173,3,6
,Governor And Lieutenant Governor,,7
,Tom Wolf,Tom Corbett,7
Tom Wolf,126,0,7
Tom Corbett,,5,7
Total,126,5,7
,Governor And Lieutenant Governor,,8
,Tom Wolf,Tom Corbett,8
Tom Wolf,53,0,8
Tom Corbett,,0,8
Total,53,0,8
,Governor And Lieutenant Governor,,9
,Tom Wolf,Tom Corbett,9
Tom Wolf,177,0,9
Tom Corbett,,11,9
Total,177,11,9
,Governor And Lieutenant Governor,,10
,Tom Wolf,Tom Corbett,10
Tom Wolf,218,0,10
Tom Corbett,,17,10
Total,218,17,10
,Governor And Lieutenant Governor,,11
,Tom Wolf,Tom Corbett,11
Tom Wolf,232,0,11
Tom Corbett,,2,11
Total,232,2,11
