col_1,col_2,col_3,col_4,division
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,All
,Anthony Hardy Williams,Chaka Fattah,Armond James,All
Anthony Hardy Williams,89,"6,906",252,All
Chaka Fattah,,109,0,All
Armond James,,,212,All
Total,"7,247","7,015",464,All
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,1
,Anthony Hardy Williams,Chaka Fattah,Armond James,1
Anthony Hardy Williams,2,193,12,1
Chaka Fattah,,1,0,1
Armond James,,,6,1
Total,207,194,18,1
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,2
,Anthony Hardy Williams,Chaka Fattah,Armond James,2
Anthony Hardy Williams,0,141,6,2
Chaka Fattah,,2,0,2
Armond James,,,4,2
Total,147,143,10,2
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,3
,Anthony Hardy Williams,Chaka Fattah,Armond James,3
Anthony Hardy Williams,2,160,7,3
Chaka Fattah,,4,0,3
Armond James,,,5,3
Total,169,164,12,3
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,4
,Anthony Hardy Williams,Chaka Fattah,Armond James,4
Anthony Hardy Williams,1,131,1,4
Chaka Fattah,,1,0,4
Armond James,,,1,4
Total,133,132,2,4
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,5
,Anthony Hardy Williams,Chaka Fattah,Armond James,5
Anthony Hardy Williams,2,225,2,5
Chaka Fattah,,1,0,5
Armond James,,,4,5
Total,229,226,6,5
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,6
,Anthony Hardy Williams,Chaka Fattah,Armond James,6
Anthony Hardy Williams,1,229,5,6
Chaka Fattah,,5,0,6
Armond James,,,2,6
Total,235,234,7,6
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,7
,Anthony Hardy Williams,Chaka Fattah,Armond James,7
Anthony Hardy Williams,3,176,3,7
Chaka Fattah,,5,0,7
Armond James,,,3,7
Total,182,181,6,7
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,8
,Anthony Hardy Williams,Chaka Fattah,Armond James,8
Anthony Hardy Williams,2,174,3,8
Chaka Fattah,,5,0,8
Armond James,,,2,8
Total,179,179,5,8
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,9
,Anthony Hardy Williams,Chaka Fattah,Armond James,9
Anthony Hardy Williams,2,167,3,9
Chaka Fattah,,4,0,9
Armond James,,,2,9
Total,172,171,5,9
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,10
,Anthony Hardy Williams,Chaka Fattah,Armond James,10
Anthony Hardy Williams,2,200,2,10
Chaka Fattah,,1,0,10
Armond James,,,2,10
Total,204,201,4,10
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,11
,Anthony Hardy Williams,Chaka Fattah,Armond James,11
Anthony Hardy Williams,3,221,3,11
Chaka Fattah,,0,0,11
Armond James,,,2,11
Total,227,221,5,11
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,12
,Anthony Hardy Williams,Chaka Fattah,Armond James,12
Anthony Hardy Williams,0,137,3,12
Chaka Fattah,,1,0,12
Armond James,,,0,12
Total,140,138,3,12
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,13
,Anthony Hardy Williams,Chaka Fattah,Armond James,13
Anthony Hardy Williams,2,191,1,13
Chaka Fattah,,3,0,13
Armond James,,,0,13
Total,194,194,1,13
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,14
,Anthony Hardy Williams,Chaka Fattah,Armond James,14
Anthony Hardy Williams,3,97,8,14
Chaka Fattah,,4,0,14
Armond James,,,19,14
Total,108,101,27,14
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,15
,Anthony Hardy Williams,Chaka Fattah,Armond James,15
Anthony Hardy Williams,4,201,3,15
Chaka Fattah,,1,0,15
Armond James,,,1,15
Total,208,202,4,15
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,16
,Anthony Hardy Williams,Chaka Fattah,Armond James,16
Anthony Hardy Williams,1,179,4,16
Chaka Fattah,,2,0,16
Armond James,,,2,16
Total,184,181,6,16
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,17
,Anthony Hardy Williams,Chaka Fattah,Armond James,17
Anthony Hardy Williams,0,171,4,17
Chaka Fattah,,1,0,17
Armond James,,,1,17
Total,175,172,5,17
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,18
,Anthony Hardy Williams,Chaka Fattah,Armond James,18
Anthony Hardy Williams,5,170,2,18
Chaka Fattah,,0,0,18
Armond James,,,3,18
Total,177,170,5,18
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,19
,Anthony Hardy Williams,Chaka Fattah,Armond James,19
Anthony Hardy Williams,4,210,3,19
Chaka Fattah,,4,0,19
Armond James,,,2,19
Total,217,214,5,19
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,20
,Anthony Hardy Williams,Chaka Fattah,Armond James,20
Anthony Hardy Williams,2,150,5,20
Chaka Fattah,,2,0,20
Armond James,,,0,20
Total,157,152,5,20
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,21
,Anthony Hardy Williams,Chaka Fattah,Armond James,21
Anthony Hardy Williams,0,182,1,21
Chaka Fattah,,1,0,21
Armond James,,,1,21
Total,183,183,2,21
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,22
,Anthony Hardy Williams,Chaka Fattah,Armond James,22
Anthony Hardy Williams,3,164,3,22
Chaka Fattah,,2,0,22
Armond James,,,0,22
Total,170,166,3,22
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,23
,Anthony Hardy Williams,Chaka Fattah,Armond James,23
Anthony Hardy Williams,2,143,1,23
Chaka Fattah,,2,0,23
Armond James,,,3,23
Total,146,145,4,23
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,24
,Anthony Hardy Williams,Chaka Fattah,Armond James,24
Anthony Hardy Williams,0,111,5,24
Chaka Fattah,,1,0,24
Armond James,,,3,24
Total,116,112,8,24
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,25
,Anthony Hardy Williams,Chaka Fattah,Armond James,25
Anthony Hardy Williams,5,141,7,25
Chaka Fattah,,3,0,25
Armond James,,,13,25
Total,153,144,20,25
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,26
,Anthony Hardy Williams,Chaka Fattah,Armond James,26
Anthony Hardy Williams,1,115,9,26
Chaka Fattah,,4,0,26
Armond James,,,10,26
Total,125,119,19,26
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,27
,Anthony Hardy Williams,Chaka Fattah,Armond James,27
Anthony Hardy Williams,5,106,19,27
Chaka Fattah,,0,0,27
Armond James,,,21,27
Total,130,106,40,27
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,28
,Anthony Hardy Williams,Chaka Fattah,Armond James,28
Anthony Hardy Williams,3,230,5,28
Chaka Fattah,,4,0,28
Armond James,,,2,28
Total,238,234,7,28
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,29
,Anthony Hardy Williams,Chaka Fattah,Armond James,29
Anthony Hardy Williams,1,73,9,29
Chaka Fattah,,4,0,29
Armond James,,,15,29
Total,83,77,24,29
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,30
,Anthony Hardy Williams,Chaka Fattah,Armond James,30
Anthony Hardy Williams,2,143,4,30
Chaka Fattah,,1,0,30
Armond James,,,3,30
Total,149,144,7,30
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,31
,Anthony Hardy Williams,Chaka Fattah,Armond James,31
Anthony Hardy Williams,1,122,7,31
Chaka Fattah,,1,0,31
Armond James,,,3,31
Total,130,123,10,31
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,32
,Anthony Hardy Williams,Chaka Fattah,Armond James,32
Anthony Hardy Williams,4,208,5,32
Chaka Fattah,,3,0,32
Armond James,,,3,32
Total,217,211,8,32
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,33
,Anthony Hardy Williams,Chaka Fattah,Armond James,33
Anthony Hardy Williams,3,168,11,33
Chaka Fattah,,4,0,33
Armond James,,,19,33
Total,182,172,30,33
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,34
,Anthony Hardy Williams,Chaka Fattah,Armond James,34
Anthony Hardy Williams,2,111,10,34
Chaka Fattah,,0,0,34
Armond James,,,6,34
Total,123,111,16,34
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,35
,Anthony Hardy Williams,Chaka Fattah,Armond James,35
Anthony Hardy Williams,1,229,15,35
Chaka Fattah,,1,0,35
Armond James,,,10,35
Total,245,230,25,35
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,36
,Anthony Hardy Williams,Chaka Fattah,Armond James,36
Anthony Hardy Williams,5,217,13,36
Chaka Fattah,,4,0,36
Armond James,,,5,36
Total,235,221,18,36
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,37
,Anthony Hardy Williams,Chaka Fattah,Armond James,37
Anthony Hardy Williams,1,203,9,37
Chaka Fattah,,10,0,37
Armond James,,,13,37
Total,213,213,22,37
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,38
,Anthony Hardy Williams,Chaka Fattah,Armond James,38
Anthony Hardy Williams,2,199,4,38
Chaka Fattah,,3,0,38
Armond James,,,5,38
Total,205,202,9,38
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,39
,Anthony Hardy Williams,Chaka Fattah,Armond James,39
Anthony Hardy Williams,1,190,14,39
Chaka Fattah,,6,0,39
Armond James,,,8,39
Total,205,196,22,39
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,40
,Anthony Hardy Williams,Chaka Fattah,Armond James,40
Anthony Hardy Williams,4,229,13,40
Chaka Fattah,,7,0,40
Armond James,,,5,40
Total,246,236,18,40
,Senator In The General Assembly 8th District,Representative In Congress 2nd District,,41
,Anthony Hardy Williams,Chaka Fattah,Armond James,41
Anthony Hardy Williams,2,99,8,41
Chaka Fattah,,1,0,41
Armond James,,,3,41
Total,109,100,11,41
