col_1,col_2,col_3,col_4,col_5,division
,Representative In Congress 13th District,,Senator In The General Assembly 2nd District,,All
,Brendan F Boyle,Carson Dee Adcock,Christine M Tartaglione,John Jenkins,All
Brendan F Boyle,51,0,"3,547",81,All
Carson Dee Adcock,,11,76,354,All
Christine M Tartaglione,,,47,0,All
John Jenkins,,,,6,All
Total,"3,679",441,"3,670",441,All
,Representative In Congress 13th District,,Senator In The General Assembly 2nd District,,1
,Brendan F Boyle,Carson Dee Adcock,Christine M Tartaglione,John Jenkins,1
Brendan F Boyle,1,0,77,1,1
Carson Dee Adcock,,0,1,3,1
Christine M Tartaglione,,,1,0,1
John Jenkins,,,,0,1
Total,79,4,79,4,1
,Representative In Congress 13th District,,Senator In The General Assembly 2nd District,,2
,Brendan F Boyle,Carson Dee Adcock,Christine M Tartaglione,John Jenkins,2
Brendan F Boyle,4,0,106,3,2
Carson Dee Adcock,,0,2,10,2
Christine M Tartaglione,,,2,0,2
John Jenkins,,,,0,2
Total,113,12,110,13,2
,Senator In The General Assembly 2nd District,,Representative In Congress 13th District,,3
,Christine M Tartaglione,John Jenkins,Brendan F Boyle,Carson Dee Adcock,3
Christine M Tartaglione,4,0,78,3,3
John Jenkins,,1,1,5,3
Brendan F Boyle,,,5,0,3
Carson Dee Adcock,,,,0,3
Total,85,7,84,8,3
,Senator In The General Assembly 2nd District,,Representative In Congress 13th District,,4
,Christine M Tartaglione,John Jenkins,Brendan F Boyle,Carson Dee Adcock,4
Christine M Tartaglione,3,0,158,5,4
John Jenkins,,0,2,20,4
Brendan F Boyle,,,2,0,4
Carson Dee Adcock,,,,1,4
Total,166,22,162,26,4
,Representative In Congress 13th District,,Senator In The General Assembly 2nd District,,5
,Brendan F Boyle,Carson Dee Adcock,Christine M Tartaglione,John Jenkins,5
Brendan F Boyle,1,0,102,5,5
Carson Dee Adcock,,0,4,17,5
Christine M Tartaglione,,,1,0,5
John Jenkins,,,,0,5
Total,108,21,107,22,5
,Senator In The General Assembly 2nd District,,Representative In Congress 13th District,,6
,Christine M Tartaglione,John Jenkins,Brendan F Boyle,Carson Dee Adcock,6
Christine M Tartaglione,1,0,143,3,6
John Jenkins,,0,3,14,6
Brendan F Boyle,,,0,0,6
Carson Dee Adcock,,,,0,6
Total,147,17,146,17,6
,Representative In Congress 13th District,,Senator In The General Assembly 2nd District,,7
,Brendan F Boyle,Carson Dee Adcock,Christine M Tartaglione,John Jenkins,7
Brendan F Boyle,4,0,160,0,7
Carson Dee Adcock,,0,2,10,7
Christine M Tartaglione,,,0,0,7
John Jenkins,,,,0,7
Total,164,12,162,10,7
,Representative In Congress 13th District,,Senator In The General Assembly 2nd District,,8
,Brendan F Boyle,Carson Dee Adcock,Christine M Tartaglione,John Jenkins,8
Brendan F Boyle,4,0,194,4,8
Carson Dee Adcock,,1,3,20,8
Christine M Tartaglione,,,3,0,8
John Jenkins,,,,1,8
Total,202,24,200,25,8
,Representative In Congress 13th District,,Senator In The General Assembly 2nd District,,9
,Brendan F Boyle,Carson Dee Adcock,Christine M Tartaglione,John Jenkins,9
Brendan F Boyle,5,0,178,14,9
Carson Dee Adcock,,2,8,43,9
Christine M Tartaglione,,,4,0,9
John Jenkins,,,,1,9
Total,197,53,190,58,9
,Representative In Congress 13th District,,Senator In The General Assembly 2nd District,,10
,Brendan F Boyle,Carson Dee Adcock,Christine M Tartaglione,John Jenkins,10
Brendan F Boyle,3,0,283,11,10
Carson Dee Adcock,,2,8,66,10
Christine M Tartaglione,,,3,0,10
John Jenkins,,,,0,10
Total,297,76,294,77,10
,Representative In Congress 13th District,,Senator In The General Assembly 2nd District,,11
,Brendan F Boyle,Carson Dee Adcock,Christine M Tartaglione,John Jenkins,11
Brendan F Boyle,4,0,163,2,11
Carson Dee Adcock,,1,1,8,11
Christine M Tartaglione,,,1,0,11
John Jenkins,,,,0,11
Total,169,10,165,10,11
,Representative In Congress 13th District,,Senator In The General Assembly 2nd District,,12
,Brendan F Boyle,Carson Dee Adcock,Christine M Tartaglione,John Jenkins,12
Brendan F Boyle,3,0,155,3,12
Carson Dee Adcock,,0,2,11,12
Christine M Tartaglione,,,3,0,12
John Jenkins,,,,0,12
Total,161,13,160,14,12
,Senator In The General Assembly 2nd District,,Representative In Congress 13th District,,13
,Christine M Tartaglione,John Jenkins,Brendan F Boyle,Carson Dee Adcock,13
Christine M Tartaglione,6,0,259,14,13
John Jenkins,,0,12,26,13
Brendan F Boyle,,,2,0,13
Carson Dee Adcock,,,,0,13
Total,279,38,273,40,13
,Senator In The General Assembly 2nd District,,Representative In Congress 13th District,,14
,Christine M Tartaglione,John Jenkins,Brendan F Boyle,Carson Dee Adcock,14
Christine M Tartaglione,5,0,132,11,14
John Jenkins,,2,4,43,14
Brendan F Boyle,,,4,0,14
Carson Dee Adcock,,,,4,14
Total,148,49,140,58,14
,Representative In Congress 13th District,,Senator In The General Assembly 2nd District,,15
,Brendan F Boyle,Carson Dee Adcock,Christine M Tartaglione,John Jenkins,15
Brendan F Boyle,1,0,82,2,15
Carson Dee Adcock,,0,1,18,15
Christine M Tartaglione,,,0,0,15
John Jenkins,,,,0,15
Total,85,19,83,20,15
,Representative In Congress 13th District,,Senator In The General Assembly 2nd District,,16
,Brendan F Boyle,Carson Dee Adcock,Christine M Tartaglione,John Jenkins,16
Brendan F Boyle,1,0,184,2,16
Carson Dee Adcock,,0,1,7,16
Christine M Tartaglione,,,2,0,16
John Jenkins,,,,0,16
Total,187,8,187,9,16
,Senator In The General Assembly 2nd District,,Representative In Congress 13th District,,17
,Christine M Tartaglione,John Jenkins,Brendan F Boyle,Carson Dee Adcock,17
Christine M Tartaglione,2,0,155,1,17
John Jenkins,,0,1,4,17
Brendan F Boyle,,,0,0,17
Carson Dee Adcock,,,,0,17
Total,158,5,156,5,17
,Representative In Congress 13th District,,Senator In The General Assembly 2nd District,,18
,Brendan F Boyle,Carson Dee Adcock,Christine M Tartaglione,John Jenkins,18
Brendan F Boyle,1,0,175,1,18
Carson Dee Adcock,,0,0,0,18
Christine M Tartaglione,,,1,0,18
John Jenkins,,,,0,18
Total,177,0,176,1,18
,Representative In Congress 13th District,,Senator In The General Assembly 2nd District,,19
,Brendan F Boyle,Carson Dee Adcock,Christine M Tartaglione,John Jenkins,19
Brendan F Boyle,1,0,147,5,19
Carson Dee Adcock,,0,0,5,19
Christine M Tartaglione,,,0,0,19
John Jenkins,,,,0,19
Total,153,5,147,10,19
,Senator In The General Assembly 2nd District,,Representative In Congress 13th District,,20
,Christine M Tartaglione,John Jenkins,Brendan F Boyle,Carson Dee Adcock,20
Christine M Tartaglione,1,0,188,3,20
John Jenkins,,0,2,8,20
