col_1,col_2,col_3,col_4,division
,Governor And Lieutenant Governor,,Representative In The General Assembly 201st District,All
,Tom Wolf,Tom Corbett,Stephen Kinsey,All
Tom Wolf,185,0,"5,963",All
Tom Corbett,,91,58,All
Stephen Kinsey,,,23,All
Total,"6,148",149,"6,044",All
,Governor And Lieutenant Governor,,Representative In The General Assembly 201st District,1
,Tom Wolf,Tom Corbett,Stephen Kinsey,1
Tom Wolf,8,0,213,1
Tom Corbett,,0,1,1
Stephen Kinsey,,,0,1
Total,221,1,214,1
,Representative In The General Assembly 201st District,Governor And Lieutenant Governor,,2
,Stephen Kinsey,Tom Wolf,Tom Corbett,2
Stephen Kinsey,3,289,0,2
Tom Wolf,,3,0,2
Tom Corbett,,,2,2
Total,292,292,2,2
,Governor And Lieutenant Governor,,Representative In The General Assembly 201st District,3
,Tom Wolf,Tom Corbett,Stephen Kinsey,3
Tom Wolf,5,0,251,3
Tom Corbett,,2,0,3
Stephen Kinsey,,,1,3
Total,256,2,252,3
,Governor And Lieutenant Governor,,Representative In The General Assembly 201st District,4
,Tom Wolf,Tom Corbett,Stephen Kinsey,4
Tom Wolf,13,0,372,4
Tom Corbett,,8,2,4
Stephen Kinsey,,,1,4
Total,385,10,375,4
,Governor And Lieutenant Governor,,Representative In The General Assembly 201st District,5
,Tom Wolf,Tom Corbett,Stephen Kinsey,5
Tom Wolf,6,0,319,5
Tom Corbett,,6,4,5
Stephen Kinsey,,,0,5
Total,325,10,323,5
,Governor And Lieutenant Governor,,Representative In The General Assembly 201st District,6
,Tom Wolf,Tom Corbett,Stephen Kinsey,6
Tom Wolf,8,0,176,6
Tom Corbett,,1,0,6
Stephen Kinsey,,,2,6
Total,184,1,178,6
,Governor And Lieutenant Governor,,Representative In The General Assembly 201st District,7
,Tom Wolf,Tom Corbett,Stephen Kinsey,7
Tom Wolf,7,0,178,7
Tom Corbett,,1,1,7
Stephen Kinsey,,,1,7
Total,185,2,180,7
,Governor And Lieutenant Governor,,Representative In The General Assembly 201st District,8
,Tom Wolf,Tom Corbett,Stephen Kinsey,8
Tom Wolf,6,0,234,8
Tom Corbett,,0,4,8
Stephen Kinsey,,,0,8
Total,240,4,238,8
,Governor And Lieutenant Governor,,Representative In The General Assembly 201st District,9
,Tom Wolf,Tom Corbett,Stephen Kinsey,9
Tom Wolf,7,0,192,9
Tom Corbett,,1,1,9
Stephen Kinsey,,,1,9
Total,199,2,194,9
,Governor And Lieutenant Governor,,Representative In The General Assembly 201st District,10
,Tom Wolf,Tom Corbett,Stephen Kinsey,10
Tom Wolf,17,0,380,10
Tom Corbett,,3,5,10
Stephen Kinsey,,,1,10
Total,397,8,386,10
,Governor And Lieutenant Governor,,Representative In The General Assembly 201st District,11
,Tom Wolf,Tom Corbett,Stephen Kinsey,11
Tom Wolf,3,0,222,11
Tom Corbett,,1,1,11
Stephen Kinsey,,,0,11
Total,225,2,223,11
,Governor And Lieutenant Governor,,Representative In The General Assembly 201st District,12
,Tom Wolf,Tom Corbett,Stephen Kinsey,12
Tom Wolf,6,0,214,12
Tom Corbett,,1,1,12
Stephen Kinsey,,,1,12
Total,220,2,216,12
,Governor And Lieutenant Governor,,Representative In The General Assembly 201st District,13
,Tom Wolf,Tom Corbett,Stephen Kinsey,13
Tom Wolf,6,0,248,13
Tom Corbett,,4,2,13
Stephen Kinsey,,,3,13
Total,254,6,253,13
,Governor And Lieutenant Governor,,Representative In The General Assembly 201st District,14
,Tom Wolf,Tom Corbett,Stephen Kinsey,14
Tom Wolf,4,0,160,14
Tom Corbett,,1,1,14
Stephen Kinsey,,,0,14
Total,164,2,161,14
,Governor And Lieutenant Governor,,Representative In The General Assembly 201st District,15
,Tom Wolf,Tom Corbett,Stephen Kinsey,15
Tom Wolf,9,0,169,15
Tom Corbett,,11,1,15
Stephen Kinsey,,,0,15
Total,178,12,170,15
,Representative In The General Assembly 201st District,Governor And Lieutenant Governor,,16
,Stephen Kinsey,Tom Wolf,Tom Corbett,16
Stephen Kinsey,0,206,4,16
Tom Wolf,,4,0,16
Tom Corbett,,,5,16
Total,210,210,9,16
,Governor And Lieutenant Governor,,Representative In The General Assembly 201st District,17
,Tom Wolf,Tom Corbett,Stephen Kinsey,17
