col_1,col_2,col_3,col_4,col_5,col_6,division
,Senator In The General Assembly 4th District,,,Representative In Congress 2nd District,,All
,Art Haywood,Robin Gilchrist,Ines Reyes,Chaka Fattah,Armond James,All
Art Haywood,274,0,0,"7,842",338,All
Robin Gilchrist,,1,0,39,267,All
Ines Reyes,,,13,81,32,All
Chaka Fattah,,,,97,0,All
Armond James,,,,,14,All
Total,"8,454",307,126,"8,059",651,All
,Senator In The General Assembly 4th District,,,Representative In Congress 2nd District,,1
,Art Haywood,Robin Gilchrist,Ines Reyes,Chaka Fattah,Armond James,1
Art Haywood,43,0,0,386,40,1
Robin Gilchrist,,0,0,2,27,1
Ines Reyes,,,0,2,0,1
Chaka Fattah,,,,1,0,1
Armond James,,,,,1,1
Total,469,29,2,391,68,1
,Senator In The General Assembly 4th District,,,Representative In Congress 2nd District,,2
,Art Haywood,Robin Gilchrist,Ines Reyes,Chaka Fattah,Armond James,2
Art Haywood,28,0,0,365,26,2
Robin Gilchrist,,0,0,3,24,2
Ines Reyes,,,2,6,5,2
Chaka Fattah,,,,4,0,2
Armond James,,,,,3,2
Total,419,27,13,378,58,2
,Senator In The General Assembly 4th District,,,Representative In Congress 2nd District,,3
,Art Haywood,Robin Gilchrist,Ines Reyes,Chaka Fattah,Armond James,3
Art Haywood,12,0,0,277,15,3
Robin Gilchrist,,0,0,2,11,3
Ines Reyes,,,1,3,1,3
Chaka Fattah,,,,7,0,3
Armond James,,,,,1,3
Total,304,13,5,289,28,3
,Senator In The General Assembly 4th District,,,Representative In Congress 2nd District,,4
,Art Haywood,Robin Gilchrist,Ines Reyes,Chaka Fattah,Armond James,4
Art Haywood,13,0,0,248,18,4
Robin Gilchrist,,0,0,2,14,4
Ines Reyes,,,0,3,0,4
Chaka Fattah,,,,6,0,4
Armond James,,,,,1,4
Total,279,16,3,259,33,4
,Senator In The General Assembly 4th District,,,Representative In Congress 2nd District,,5
,Art Haywood,Robin Gilchrist,Ines Reyes,Chaka Fattah,Armond James,5
Art Haywood,12,0,0,298,26,5
Robin Gilchrist,,0,0,0,17,5
Ines Reyes,,,0,6,1,5
Chaka Fattah,,,,2,0,5
Armond James,,,,,1,5
Total,336,17,7,306,45,5
,Senator In The General Assembly 4th District,,,Representative In Congress 2nd District,,6
,Art Haywood,Robin Gilchrist,Ines Reyes,Chaka Fattah,Armond James,6
Art Haywood,12,0,0,371,20,6
Robin Gilchrist,,0,0,2,16,6
Ines Reyes,,,0,10,5,6
Chaka Fattah,,,,6,0,6
Armond James,,,,,1,6
Total,403,18,15,389,42,6
,Senator In The General Assembly 4th District,,,Representative In Congress 2nd District,,7
,Art Haywood,Robin Gilchrist,Ines Reyes,Chaka Fattah,Armond James,7
Art Haywood,15,0,0,293,21,7
Robin Gilchrist,,0,0,2,25,7
Ines Reyes,,,1,4,1,7
Chaka Fattah,,,,2,0,7
Armond James,,,,,1,7
Total,329,27,6,301,48,7
,Senator In The General Assembly 4th District,,,Representative In Congress 2nd District,,8
,Art Haywood,Robin Gilchrist,Ines Reyes,Chaka Fattah,Armond James,8
Art Haywood,12,0,0,231,16,8
Robin Gilchrist,,0,0,0,7,8
Ines Reyes,,,0,0,3,8
Chaka Fattah,,,,2,0,8
Armond James,,,,,0,8
Total,259,7,3,233,26,8
,Senator In The General Assembly 4th District,,,Representative In Congress 2nd District,,9
,Art Haywood,Ines Reyes,Robin Gilchrist,Chaka Fattah,Armond James,9
Art Haywood,4,0,0,221,1,9
Ines Reyes,,1,0,2,1,9
Robin Gilchrist,,,0,1,2,9
Chaka Fattah,,,,0,0,9
Armond James,,,,,0,9
Total,226,4,3,224,4,9
,Senator In The General Assembly 4th District,,,Representative In Congress 2nd District,,10
,Art Haywood,Robin Gilchrist,Ines Reyes,Chaka Fattah,Armond James,10
Art Haywood,7,0,0,267,9,10
Robin Gilchrist,,0,0,1,10,10
Ines Reyes,,,1,4,2,10
Chaka Fattah,,,,3,0,10
Armond James,,,,,1,10
Total,283,11,7,275,22,10
,Senator In The General Assembly 4th District,,,Representative In Congress 2nd District,,11
,Art Haywood,Robin Gilchrist,Ines Reyes,Chaka Fattah,Armond James,11
Art Haywood,8,0,0,182,6,11
Robin Gilchrist,,0,0,4,13,11
Ines Reyes,,,0,0,0,11
Chaka Fattah,,,,2,0,11
Armond James,,,,,0,11
Total,196,17,0,188,19,11
,Senator In The General Assembly 4th District,,,Representative In Congress 2nd District,,12
,Art Haywood,Robin Gilchrist,Ines Reyes,Chaka Fattah,Armond James,12
Art Haywood,2,0,0,230,4,12
Robin Gilchrist,,0,0,0,4,12
Ines Reyes,,,0,0,1,12
Chaka Fattah,,,,0,0,12
Armond James,,,,,1,12
Total,236,4,1,230,10,12
,Senator In The General Assembly 4th District,,,Representative In Congress 2nd District,,13
,Art Haywood,Robin Gilchrist,Ines Reyes,Chaka Fattah,Armond James,13
Art Haywood,6,0,0,267,9,13
Robin Gilchrist,,0,0,1,3,13
Ines Reyes,,,1,1,0,13
Chaka Fattah,,,,1,0,13
Armond James,,,,,0,13
Total,282,4,2,270,12,13
,Representative In Congress 2nd District,,Senator In The General Assembly 4th District,,,14
,Chaka Fattah,Armond James,Art Haywood,Ines Reyes,Robin Gilchrist,14
Chaka Fattah,7,0,308,5,0,14
Armond James,,0,4,1,7,14
Art Haywood,,,6,0,0,14
Ines Reyes,,,,1,0,14
Robin Gilchrist,,,,,0,14
Total,320,12,318,7,7,14
,Representative In Congress 2nd District,,Senator In The General Assembly 4th District,,,15
,Chaka Fattah,Armond James,Art Haywood,Ines Reyes,Robin Gilchrist,15
Chaka Fattah,2,0,277,3,1,15
Armond James,,0,2,0,2,15
Art Haywood,,,3,0,0,15
Ines Reyes,,,,0,0,15
Robin Gilchrist,,,,,0,15
Total,283,4,282,3,3,15
,Senator In The General Assembly 4th District,,,Representative In Congress 2nd District,,16
,Art Haywood,Robin Gilchrist,Ines Reyes,Chaka Fattah,Armond James,16
Art Haywood,10,0,0,205,11,16
Robin Gilchrist,,0,0,2,12,16
Ines Reyes,,,1,4,2,16
Chaka Fattah,,,,2,0,16
Armond James,,,,,0,16
Total,226,14,7,213,25,16
,Senator In The General Assembly 4th District,,,Representative In Congress 2nd District,,17
,Art Haywood,Robin Gilchrist,Ines Reyes,Chaka Fattah,Armond James,17
Art Haywood,11,0,0,245,9,17
Robin Gilchrist,,0,0,2,8,17
Ines Reyes,,,0,3,0,17
Chaka Fattah,,,,3,0,17
Armond James,,,,,0,17
Total,265,10,3,253,17,17
,Senator In The General Assembly 4th District,,,Representative In Congress 2nd District,,18
,Art Haywood,Ines Reyes,Robin Gilchrist,Chaka Fattah,Armond James,18
Art Haywood,7,0,0,254,12,18
Ines Reyes,,0,0,4,2,18
Robin Gilchrist,,,1,1,2,18
Chaka Fattah,,,,7,0,18
Armond James,,,,,0,18
Total,273,6,4,266,16,18
,Representative In Congress 2nd District,,Senator In The General Assembly 4th District,,,19
,Chaka Fattah,Armond James,Art Haywood,Robin Gilchrist,Ines Reyes,19
Chaka Fattah,6,0,294,1,3,19
Armond James,,0,3,8,1,19
Art Haywood,,,2,0,0,19
Robin Gilchrist,,,,0,0,19
Ines Reyes,,,,,0,19
Total,304,12,299,9,4,19
,Senator In The General Assembly 4th District,,,Representative In Congress 2nd District,,20
,Art Haywood,Robin Gilchrist,Ines Reyes,Chaka Fattah,Armond James,20
Art Haywood,5,0,0,206,5,20
Robin Gilchrist,,0,0,1,4,20
Ines Reyes,,,1,1,1,20
Chaka Fattah,,,,3,0,20
Armond James,,,,,0,20
Total,216,5,3,211,10,20
,Senator In The General Assembly 4th District,,,Representative In Congress 2nd District,,21
,Art Haywood,Robin Gilchrist,Ines Reyes,Chaka Fattah,Armond James,21
Art Haywood,3,0,0,253,6,21
Robin Gilchrist,,0,0,0,3,21
Ines Reyes,,,1,0,0,21
Chaka Fattah,,,,4,0,21
Armond James,,,,,0,21
Total,262,3,1,257,9,21
,Representative In Congress 2nd District,,Senator In The General Assembly 4th District,,,22
,Chaka Fattah,Armond James,Art Haywood,Robin Gilchrist,Ines Reyes,22
Chaka Fattah,6,0,282,1,1,22
Armond James,,0,1,8,0,22
Art Haywood,,,1,0,0,22
Robin Gilchrist,,,,0,0,22
Ines Reyes,,,,,0,22
Total,290,9,284,9,1,22
,Senator In The General Assembly 4th District,,,Representative In Congress 2nd District,,23
,Art Haywood,Robin Gilchrist,Ines Reyes,Chaka Fattah,Armond James,23
Art Haywood,18,0,0,221,27,23
Robin Gilchrist,,0,0,3,10,23
Ines Reyes,,,1,2,2,23
Chaka Fattah,,,,2,0,23
Armond James,,,,,1,23
Total,266,13,5,228,40,23
,Senator In The General Assembly 4th District,,,Representative In Congress 2nd District,,24
,Art Haywood,Robin Gilchrist,Ines Reyes,Chaka Fattah,Armond James,24
Art Haywood,13,0,0,316,15,24
Robin Gilchrist,,0,0,3,10,24
Ines Reyes,,,0,3,2,24
Chaka Fattah,,,,1,0,24
Armond James,,,,,2,24
Total,344,13,5,323,29,24
,Senator In The General Assembly 4th District,,,Representative In Congress 2nd District,,25
,Art Haywood,Robin Gilchrist,Ines Reyes,Chaka Fattah,Armond James,25
Art Haywood,9,0,0,182,9,25
Robin Gilchrist,,0,0,1,2,25
Ines Reyes,,,0,2,0,25
Chaka Fattah,,,,3,0,25
Armond James,,,,,0,25
Total,200,3,2,188,11,25
,Senator In The General Assembly 4th District,,,Representative In Congress 2nd District,,26
,Art Haywood,Ines Reyes,Robin Gilchrist,Chaka Fattah,Armond James,26
Art Haywood,3,0,0,257,9,26
Ines Reyes,,1,0,4,0,26
Robin Gilchrist,,,0,1,4,26
Chaka Fattah,,,,3,0,26
Armond James,,,,,0,26
Total,269,5,5,265,13,26
,Representative In Congress 2nd District,,Senator In The General Assembly 4th District,,,27
,Chaka Fattah,Armond James,Art Haywood,Robin Gilchrist,Ines Reyes,27
Chaka Fattah,4,0,343,1,2,27
Armond James,,0,3,2,0,27
Art Haywood,,,0,0,0,27
Robin Gilchrist,,,,0,0,27
Ines Reyes,,,,,0,27
Total,350,5,346,3,2,27
,Senator In The General Assembly 4th District,,,Representative In Congress 2nd District,,28
,Art Haywood,Robin Gilchrist,Ines Reyes,Chaka Fattah,Armond James,28
Art Haywood,6,0,0,265,5,28
Robin Gilchrist,,0,0,1,5,28
Ines Reyes,,,0,2,1,28
Chaka Fattah,,,,3,0,28
Armond James,,,,,0,28
Total,276,6,3,271,11,28
,Senator In The General Assembly 4th District,,,Representative In Congress 2nd District,,29
,Art Haywood,Robin Gilchrist,Ines Reyes,Chaka Fattah,Armond James,29
Art Haywood,3,0,0,298,6,29
Robin Gilchrist,,0,0,0,7,29
Ines Reyes,,,0,1,0,29
Chaka Fattah,,,,5,0,29
Armond James,,,,,0,29
Total,307,7,1,304,13,29
