col_1,col_2,division
,Representative In The General Assembly 175th District,All
,Michael H O Brien,All
Michael H O Brien,"2,040",All
Total,"2,040",All
,Representative In The General Assembly 175th District,2
,Michael H O Brien,2
Michael H O Brien,296,2
Total,296,2
,Representative In The General Assembly 175th District,4
,Michael H O Brien,4
Michael H O Brien,212,4
Total,212,4
,Representative In The General Assembly 175th District,5
,Michael H O Brien,5
Michael H O Brien,183,5
Total,183,5
,Representative In The General Assembly 175th District,6
,Michael H O Brien,6
Michael H O Brien,187,6
Total,187,6
,Representative In The General Assembly 175th District,7
,Michael H O Brien,7
Michael H O Brien,228,7
Total,228,7
,Representative In The General Assembly 175th District,10
,Michael H O Brien,10
Michael H O Brien,244,10
Total,244,10
,Representative In The General Assembly 175th District,11
,Michael H O Brien,11
Michael H O Brien,211,11
Total,211,11
,Representative In The General Assembly 175th District,12
,Michael H O Brien,12
Michael H O Brien,235,12
Total,235,12
,Representative In The General Assembly 175th District,17
,Michael H O Brien,17
Michael H O Brien,244,17
Total,244,17
