col_1,col_2,division
,Representative In The General Assembly 172nd District,All
,Kevin J Boyle,All
Kevin J Boyle,"4,113",All
Total,"4,113",All
,Representative In The General Assembly 172nd District,1
,Kevin J Boyle,1
Kevin J Boyle,223,1
Total,223,1
,Representative In The General Assembly 172nd District,2
,Kevin J Boyle,2
Kevin J Boyle,217,2
Total,217,2
,Representative In The General Assembly 172nd District,3
,Kevin J Boyle,3
Kevin J Boyle,249,3
Total,249,3
,Representative In The General Assembly 172nd District,4
,Kevin J Boyle,4
Kevin J Boyle,248,4
Total,248,4
,Representative In The General Assembly 172nd District,5
,Kevin J Boyle,5
Kevin J Boyle,228,5
Total,228,5
,Representative In The General Assembly 172nd District,6
,Kevin J Boyle,6
Kevin J Boyle,221,6
Total,221,6
,Representative In The General Assembly 172nd District,7
,Kevin J Boyle,7
Kevin J Boyle,96,7
Total,96,7
,Representative In The General Assembly 172nd District,8
,Kevin J Boyle,8
Kevin J Boyle,219,8
Total,219,8
,Representative In The General Assembly 172nd District,9
,Kevin J Boyle,9
Kevin J Boyle,215,9
Total,215,9
,Representative In The General Assembly 172nd District,10
,Kevin J Boyle,10
Kevin J Boyle,236,10
Total,236,10
,Representative In The General Assembly 172nd District,11
,Kevin J Boyle,11
Kevin J Boyle,325,11
Total,325,11
,Representative In The General Assembly 172nd District,12
,Kevin J Boyle,12
Kevin J Boyle,230,12
Total,230,12
,Representative In The General Assembly 172nd District,13
,Kevin J Boyle,13
Kevin J Boyle,255,13
Total,255,13
,Representative In The General Assembly 172nd District,14
,Kevin J Boyle,14
Kevin J Boyle,251,14
Total,251,14
,Representative In The General Assembly 172nd District,15
,Kevin J Boyle,15
Kevin J Boyle,214,15
Total,214,15
,Representative In The General Assembly 172nd District,22
,Kevin J Boyle,22
Kevin J Boyle,193,22
Total,193,22
,Representative In The General Assembly 172nd District,23
,Kevin J Boyle,23
Kevin J Boyle,364,23
Total,364,23
,Representative In The General Assembly 172nd District,25
,Kevin J Boyle,25
Kevin J Boyle,129,25
Total,129,25
