col_1,col_2,division
,Representative In The General Assembly 203rd District,All
,Dwight Evans,All
Dwight Evans,"8,673",All
Total,"8,673",All
,Representative In The General Assembly 203rd District,1
,Dwight Evans,1
Dwight Evans,290,1
Total,290,1
,Representative In The General Assembly 203rd District,2
,Dwight Evans,2
Dwight Evans,360,2
Total,360,2
,Representative In The General Assembly 203rd District,3
,Dwight Evans,3
Dwight Evans,307,3
Total,307,3
,Representative In The General Assembly 203rd District,4
,Dwight Evans,4
Dwight Evans,289,4
Total,289,4
,Representative In The General Assembly 203rd District,5
,Dwight Evans,5
Dwight Evans,294,5
Total,294,5
,Representative In The General Assembly 203rd District,6
,Dwight Evans,6
Dwight Evans,290,6
Total,290,6
,Representative In The General Assembly 203rd District,7
,Dwight Evans,7
Dwight Evans,296,7
Total,296,7
,Representative In The General Assembly 203rd District,8
,Dwight Evans,8
Dwight Evans,270,8
Total,270,8
,Representative In The General Assembly 203rd District,9
,Dwight Evans,9
Dwight Evans,305,9
Total,305,9
,Representative In The General Assembly 203rd District,10
,Dwight Evans,10
Dwight Evans,226,10
Total,226,10
,Representative In The General Assembly 203rd District,11
,Dwight Evans,11
Dwight Evans,249,11
Total,249,11
,Representative In The General Assembly 203rd District,12
,Dwight Evans,12
Dwight Evans,316,12
Total,316,12
,Representative In The General Assembly 203rd District,13
,Dwight Evans,13
Dwight Evans,405,13
Total,405,13
,Representative In The General Assembly 203rd District,14
,Dwight Evans,14
Dwight Evans,398,14
Total,398,14
,Representative In The General Assembly 203rd District,15
,Dwight Evans,15
Dwight Evans,274,15
Total,274,15
,Representative In The General Assembly 203rd District,16
,Dwight Evans,16
Dwight Evans,285,16
Total,285,16
,Representative In The General Assembly 203rd District,17
,Dwight Evans,17
Dwight Evans,283,17
Total,283,17
,Representative In The General Assembly 203rd District,18
,Dwight Evans,18
Dwight Evans,267,18
Total,267,18
,Representative In The General Assembly 203rd District,19
,Dwight Evans,19
Dwight Evans,290,19
Total,290,19
,Representative In The General Assembly 203rd District,20
,Dwight Evans,20
Dwight Evans,304,20
Total,304,20
,Representative In The General Assembly 203rd District,21
,Dwight Evans,21
Dwight Evans,312,21
Total,312,21
,Representative In The General Assembly 203rd District,22
,Dwight Evans,22
Dwight Evans,235,22
Total,235,22
,Representative In The General Assembly 203rd District,23
,Dwight Evans,23
Dwight Evans,305,23
Total,305,23
,Representative In The General Assembly 203rd District,24
,Dwight Evans,24
Dwight Evans,295,24
Total,295,24
,Representative In The General Assembly 203rd District,25
,Dwight Evans,25
Dwight Evans,311,25
Total,311,25
,Representative In The General Assembly 203rd District,26
,Dwight Evans,26
Dwight Evans,303,26
Total,303,26
,Representative In The General Assembly 203rd District,27
,Dwight Evans,27
Dwight Evans,283,27
Total,283,27
,Representative In The General Assembly 203rd District,28
,Dwight Evans,28
Dwight Evans,280,28
Total,280,28
,Representative In The General Assembly 203rd District,29
,Dwight Evans,29
Dwight Evans,351,29
Total,351,29
