col_1,col_2,col_3,col_4,division
,Governor And Lieutenant Governor,,Representative In The General Assembly 203rd District,All
,Tom Wolf,Tom Corbett,Dwight Evans,All
Tom Wolf,246,0,"8,586",All
Tom Corbett,,45,54,All
Dwight Evans,,,33,All
Total,"8,832",99,"8,673",All
,Governor And Lieutenant Governor,,Representative In The General Assembly 203rd District,1
,Tom Wolf,Tom Corbett,Dwight Evans,1
Tom Wolf,9,0,289,1
Tom Corbett,,0,0,1
Dwight Evans,,,1,1
Total,298,0,290,1
,Governor And Lieutenant Governor,,Representative In The General Assembly 203rd District,2
,Tom Wolf,Tom Corbett,Dwight Evans,2
Tom Wolf,12,0,354,2
Tom Corbett,,3,4,2
Dwight Evans,,,2,2
Total,366,7,360,2
,Governor And Lieutenant Governor,,Representative In The General Assembly 203rd District,3
,Tom Wolf,Tom Corbett,Dwight Evans,3
Tom Wolf,10,0,304,3
Tom Corbett,,1,1,3
Dwight Evans,,,2,3
Total,314,2,307,3
,Governor And Lieutenant Governor,,Representative In The General Assembly 203rd District,4
,Tom Wolf,Tom Corbett,Dwight Evans,4
Tom Wolf,8,0,288,4
Tom Corbett,,1,0,4
Dwight Evans,,,1,4
Total,296,1,289,4
,Governor And Lieutenant Governor,,Representative In The General Assembly 203rd District,5
,Tom Wolf,Tom Corbett,Dwight Evans,5
Tom Wolf,7,0,292,5
Tom Corbett,,2,2,5
Dwight Evans,,,0,5
Total,299,4,294,5
,Governor And Lieutenant Governor,,Representative In The General Assembly 203rd District,6
,Tom Wolf,Tom Corbett,Dwight Evans,6
Tom Wolf,13,0,287,6
Tom Corbett,,3,1,6
Dwight Evans,,,2,6
Total,300,4,290,6
,Governor And Lieutenant Governor,,Representative In The General Assembly 203rd District,7
,Tom Wolf,Tom Corbett,Dwight Evans,7
Tom Wolf,8,0,292,7
Tom Corbett,,3,4,7
Dwight Evans,,,0,7
Total,300,7,296,7
,Governor And Lieutenant Governor,,Representative In The General Assembly 203rd District,8
,Tom Wolf,Tom Corbett,Dwight Evans,8
Tom Wolf,5,0,268,8
Tom Corbett,,0,2,8
Dwight Evans,,,0,8
Total,273,2,270,8
,Governor And Lieutenant Governor,,Representative In The General Assembly 203rd District,9
,Tom Wolf,Tom Corbett,Dwight Evans,9
Tom Wolf,6,0,303,9
Tom Corbett,,3,2,9
Dwight Evans,,,0,9
Total,309,5,305,9
,Governor And Lieutenant Governor,,Representative In The General Assembly 203rd District,10
,Tom Wolf,Tom Corbett,Dwight Evans,10
Tom Wolf,5,0,224,10
Tom Corbett,,0,1,10
Dwight Evans,,,1,10
Total,229,1,226,10
,Governor And Lieutenant Governor,,Representative In The General Assembly 203rd District,11
,Tom Wolf,Tom Corbett,Dwight Evans,11
Tom Wolf,5,0,248,11
Tom Corbett,,3,1,11
Dwight Evans,,,0,11
Total,253,4,249,11
,Governor And Lieutenant Governor,,Representative In The General Assembly 203rd District,12
,Tom Wolf,Tom Corbett,Dwight Evans,12
Tom Wolf,9,0,313,12
Tom Corbett,,2,2,12
Dwight Evans,,,1,12
Total,322,4,316,12
,Governor And Lieutenant Governor,,Representative In The General Assembly 203rd District,13
,Tom Wolf,Tom Corbett,Dwight Evans,13
Tom Wolf,8,0,399,13
Tom Corbett,,1,4,13
Dwight Evans,,,2,13
Total,407,5,405,13
,Governor And Lieutenant Governor,,Representative In The General Assembly 203rd District,14
,Tom Wolf,Tom Corbett,Dwight Evans,14
Tom Wolf,13,0,396,14
Tom Corbett,,7,2,14
Dwight Evans,,,0,14
Total,409,9,398,14
,Governor And Lieutenant Governor,,Representative In The General Assembly 203rd District,15
,Tom Wolf,Tom Corbett,Dwight Evans,15
Tom Wolf,9,0,271,15
Tom Corbett,,1,1,15
Dwight Evans,,,2,15
Total,280,2,274,15
,Governor And Lieutenant Governor,,Representative In The General Assembly 203rd District,16
,Tom Wolf,Tom Corbett,Dwight Evans,16
Tom Wolf,12,0,283,16
Tom Corbett,,1,2,16
Dwight Evans,,,0,16
Total,295,3,285,16
,Governor And Lieutenant Governor,,Representative In The General Assembly 203rd District,17
,Tom Wolf,Tom Corbett,Dwight Evans,17
Tom Wolf,8,0,279,17
Tom Corbett,,1,3,17
Dwight Evans,,,1,17
Total,287,4,283,17
,Representative In The General Assembly 203rd District,Governor And Lieutenant Governor,,18
,Dwight Evans,Tom Wolf,Tom Corbett,18
Dwight Evans,1,263,3,18
Tom Wolf,,4,0,18
Tom Corbett,,,0,18
Total,267,267,3,18
,Representative In The General Assembly 203rd District,Governor And Lieutenant Governor,,19
,Dwight Evans,Tom Wolf,Tom Corbett,19
Dwight Evans,5,283,2,19
Tom Wolf,,7,0,19
Tom Corbett,,,1,19
Total,290,290,3,19
,Governor And Lieutenant Governor,,Representative In The General Assembly 203rd District,20
,Tom Wolf,Tom Corbett,Dwight Evans,20
Tom Wolf,8,0,302,20
Tom Corbett,,1,1,20
Dwight Evans,,,1,20
Total,310,2,304,20
,Governor And Lieutenant Governor,,Representative In The General Assembly 203rd District,21
,Tom Wolf,Tom Corbett,Dwight Evans,21
Tom Wolf,9,0,310,21
Tom Corbett,,2,1,21
Dwight Evans,,,1,21
Total,319,3,312,21
,Governor And Lieutenant Governor,,Representative In The General Assembly 203rd District,22
,Tom Wolf,Tom Corbett,Dwight Evans,22
Tom Wolf,9,0,234,22
Tom Corbett,,1,0,22
Dwight Evans,,,1,22
Total,243,1,235,22
,Governor And Lieutenant Governor,,Representative In The General Assembly 203rd District,23
,Tom Wolf,Tom Corbett,Dwight Evans,23
Tom Wolf,7,0,299,23
Tom Corbett,,1,4,23
Dwight Evans,,,2,23
Total,306,5,305,23
,Governor And Lieutenant Governor,,Representative In The General Assembly 203rd District,24
,Tom Wolf,Tom Corbett,Dwight Evans,24
Tom Wolf,9,0,289,24
Tom Corbett,,2,3,24
Dwight Evans,,,3,24
Total,298,5,295,24
,Governor And Lieutenant Governor,,Representative In The General Assembly 203rd District,25
,Tom Wolf,Tom Corbett,Dwight Evans,25
Tom Wolf,8,0,308,25
Tom Corbett,,0,3,25
Dwight Evans,,,0,25
Total,316,3,311,25
,Governor And Lieutenant Governor,,Representative In The General Assembly 203rd District,26
,Tom Wolf,Tom Corbett,Dwight Evans,26
Tom Wolf,9,0,301,26
Tom Corbett,,1,1,26
Dwight Evans,,,1,26
Total,310,2,303,26
,Governor And Lieutenant Governor,,Representative In The General Assembly 203rd District,27
,Tom Wolf,Tom Corbett,Dwight Evans,27
Tom Wolf,5,0,280,27
Tom Corbett,,1,2,27
Dwight Evans,,,1,27
Total,285,3,283,27
,Governor And Lieutenant Governor,,Representative In The General Assembly 203rd District,28
,Tom Wolf,Tom Corbett,Dwight Evans,28
Tom Wolf,9,0,278,28
Tom Corbett,,1,2,28
Dwight Evans,,,0,28
Total,287,3,280,28
,Governor And Lieutenant Governor,,Representative In The General Assembly 203rd District,29
,Tom Wolf,Tom Corbett,Dwight Evans,29
Tom Wolf,15,0,349,29
Tom Corbett,,2,0,29
Dwight Evans,,,2,29
Total,364,2,351,29
