col_1,col_2,col_3,col_4,col_5,division
,Governor And Lieutenant Governor,,Representative In Congress 1st District,,1
,Tom Wolf,Tom Corbett,Robert A Brady,Megan Rath,1
Tom Wolf,10,0,202,8,1
Tom Corbett,,0,4,15,1
Robert A Brady,,,0,0,1
Megan Rath,,,,0,1
Total,220,19,206,23,1
,Governor And Lieutenant Governor,,Representative In Congress 1st District,,2
,Tom Wolf,Tom Corbett,Robert A Brady,Megan Rath,2
Tom Wolf,5,0,252,0,2
Tom Corbett,,0,0,5,2
Robert A Brady,,,1,0,2
Megan Rath,,,,0,2
Total,257,5,253,5,2
,Governor And Lieutenant Governor,,Representative In Congress 1st District,,3
,Tom Wolf,Tom Corbett,Robert A Brady,Megan Rath,3
Tom Wolf,7,0,226,0,3
Tom Corbett,,0,0,1,3
Robert A Brady,,,0,0,3
Megan Rath,,,,0,3
Total,233,1,226,1,3
,Governor And Lieutenant Governor,,Representative In Congress 1st District,,4
,Tom Wolf,Tom Corbett,Robert A Brady,Megan Rath,4
Tom Wolf,8,0,334,2,4
Tom Corbett,,0,1,4,4
Robert A Brady,,,1,0,4
Megan Rath,,,,0,4
Total,344,5,336,6,4
,Governor And Lieutenant Governor,,Representative In Congress 1st District,,5
,Tom Wolf,Tom Corbett,Robert A Brady,Megan Rath,5
Tom Wolf,9,0,131,3,5
Tom Corbett,,0,1,1,5
Robert A Brady,,,2,0,5
Megan Rath,,,,0,5
Total,143,2,134,4,5
,Governor And Lieutenant Governor,,Representative In Congress 1st District,,6
,Tom Wolf,Tom Corbett,Robert A Brady,Megan Rath,6
Tom Wolf,4,0,168,1,6
Tom Corbett,,2,0,1,6
Robert A Brady,,,0,0,6
Megan Rath,,,,0,6
Total,173,3,168,2,6
,Governor And Lieutenant Governor,,Representative In Congress 1st District,,7
,Tom Wolf,Tom Corbett,Robert A Brady,Megan Rath,7
Tom Wolf,4,0,121,1,7
Tom Corbett,,0,0,5,7
Robert A Brady,,,0,0,7
Megan Rath,,,,0,7
Total,126,5,121,6,7
,Governor And Lieutenant Governor,,Representative In Congress 1st District,,8
,Tom Wolf,Tom Corbett,Robert A Brady,Megan Rath,8
Tom Wolf,2,0,51,0,8
Tom Corbett,,0,0,0,8
Robert A Brady,,,0,0,8
Megan Rath,,,,0,8
Total,53,0,51,0,8
,Governor And Lieutenant Governor,,Representative In Congress 1st District,,9
,Tom Wolf,Tom Corbett,Robert A Brady,Megan Rath,9
Tom Wolf,10,0,167,0,9
Tom Corbett,,0,1,10,9
Robert A Brady,,,2,0,9
Megan Rath,,,,1,9
Total,177,11,170,11,9
,Governor And Lieutenant Governor,,Representative In Congress 1st District,,10
,Tom Wolf,Tom Corbett,Robert A Brady,Megan Rath,10
Tom Wolf,6,0,212,0,10
Tom Corbett,,0,1,16,10
Robert A Brady,,,1,0,10
Megan Rath,,,,0,10
Total,218,17,214,16,10
,Governor And Lieutenant Governor,,Representative In Congress 1st District,,11
,Tom Wolf,Tom Corbett,Robert A Brady,Megan Rath,11
Tom Wolf,8,0,221,3,11
Tom Corbett,,0,0,2,11
Robert A Brady,,,1,0,11
Megan Rath,,,,0,11
Total,232,2,222,5,11
,Governor And Lieutenant Governor,,Representative In Congress 1st District,,All
,Tom Wolf,Tom Corbett,Robert A Brady,Megan Rath,All
Tom Wolf,73,0,"2,085",18,All
Tom Corbett,,2,8,60,All
Robert A Brady,,,8,0,All
Megan Rath,,,,1,All
Total,"2,176",70,"2,101",79,All
