col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 184th District,Representative In Congress 1st District,,All
,William F Keller,Robert A Brady,Megan Rath,All
William F Keller,186,"10,566",811,All
Robert A Brady,,365,0,All
Megan Rath,,,"1,433",All
Total,"11,563","10,931","2,244",All
