col_1,col_2,col_3,col_4,col_5,division
,Governor And Lieutenant Governor,,Representative In Congress 2nd District,,1
,Tom Wolf,Tom Corbett,Chaka Fattah,Armond James,1
Tom Wolf,11,0,131,1,1
Tom Corbett,,0,0,2,1
Chaka Fattah,,,1,0,1
Armond James,,,,0,1
Total,143,2,132,3,1
,Governor And Lieutenant Governor,,Representative In Congress 2nd District,,2
,Tom Wolf,Tom Corbett,Chaka Fattah,Armond James,2
Tom Wolf,15,0,197,0,2
Tom Corbett,,1,3,0,2
Chaka Fattah,,,2,0,2
Armond James,,,,1,2
Total,212,4,202,1,2
,Governor And Lieutenant Governor,,Representative In Congress 2nd District,,3
,Tom Wolf,Tom Corbett,Chaka Fattah,Armond James,3
Tom Wolf,2,0,184,2,3
Tom Corbett,,0,0,1,3
Chaka Fattah,,,1,0,3
Armond James,,,,0,3
Total,188,1,185,3,3
,Governor And Lieutenant Governor,,Representative In Congress 2nd District,,4
,Tom Wolf,Tom Corbett,Chaka Fattah,Armond James,4
Tom Wolf,5,0,61,1,4
Tom Corbett,,1,0,4,4
Chaka Fattah,,,1,0,4
Armond James,,,,1,4
Total,67,5,62,6,4
,Governor And Lieutenant Governor,,Representative In Congress 2nd District,,5
,Tom Wolf,Tom Corbett,Chaka Fattah,Armond James,5
Tom Wolf,1,0,108,5,5
Tom Corbett,,1,1,0,5
Chaka Fattah,,,1,0,5
Armond James,,,,0,5
Total,114,2,110,5,5
,Governor And Lieutenant Governor,,Representative In Congress 2nd District,,6
,Tom Wolf,Tom Corbett,Chaka Fattah,Armond James,6
Tom Wolf,6,0,107,2,6
Tom Corbett,,0,0,1,6
Chaka Fattah,,,1,0,6
Armond James,,,,0,6
Total,115,1,108,3,6
,Governor And Lieutenant Governor,,Representative In Congress 2nd District,,7
,Tom Wolf,Tom Corbett,Chaka Fattah,Armond James,7
Tom Wolf,11,0,198,0,7
Tom Corbett,,0,0,1,7
Chaka Fattah,,,0,0,7
Armond James,,,,0,7
Total,209,1,198,1,7
,Governor And Lieutenant Governor,,Representative In Congress 2nd District,,8
,Tom Wolf,Tom Corbett,Chaka Fattah,Armond James,8
Tom Wolf,12,0,236,1,8
Tom Corbett,,0,0,3,8
Chaka Fattah,,,1,0,8
Armond James,,,,1,8
Total,249,3,237,5,8
,Governor And Lieutenant Governor,,Representative In Congress 2nd District,,9
,Tom Wolf,Tom Corbett,Chaka Fattah,Armond James,9
Tom Wolf,7,0,208,6,9
Tom Corbett,,1,0,3,9
Chaka Fattah,,,5,0,9
Armond James,,,,1,9
Total,221,4,213,10,9
,Governor And Lieutenant Governor,,Representative In Congress 2nd District,,10
,Tom Wolf,Tom Corbett,Chaka Fattah,Armond James,10
Tom Wolf,2,0,142,1,10
Tom Corbett,,0,0,1,10
Chaka Fattah,,,0,0,10
Armond James,,,,0,10
Total,145,1,142,2,10
,Governor And Lieutenant Governor,,Representative In Congress 2nd District,,11
,Tom Wolf,Tom Corbett,Chaka Fattah,Armond James,11
Tom Wolf,7,0,215,1,11
Tom Corbett,,0,0,5,11
Chaka Fattah,,,2,0,11
Armond James,,,,0,11
Total,223,5,217,6,11
,Governor And Lieutenant Governor,,Representative In Congress 2nd District,,12
,Tom Wolf,Tom Corbett,Chaka Fattah,Armond James,12
Tom Wolf,2,0,129,2,12
Tom Corbett,,0,2,4,12
Chaka Fattah,,,1,0,12
Armond James,,,,0,12
Total,133,6,132,6,12
,Governor And Lieutenant Governor,,Representative In Congress 2nd District,,13
,Tom Wolf,Tom Corbett,Chaka Fattah,Armond James,13
Tom Wolf,15,0,202,0,13
Tom Corbett,,1,1,4,13
Chaka Fattah,,,2,0,13
Armond James,,,,0,13
Total,217,6,205,4,13
,Governor And Lieutenant Governor,,Representative In Congress 2nd District,,14
,Tom Wolf,Tom Corbett,Chaka Fattah,Armond James,14
Tom Wolf,4,0,170,0,14
Tom Corbett,,1,1,0,14
Chaka Fattah,,,0,0,14
Armond James,,,,0,14
Total,174,2,171,0,14
,Governor And Lieutenant Governor,,Representative In Congress 2nd District,,15
,Tom Wolf,Tom Corbett,Chaka Fattah,Armond James,15
Tom Wolf,5,0,104,1,15
Tom Corbett,,0,1,3,15
Chaka Fattah,,,2,0,15
Armond James,,,,0,15
Total,110,4,107,4,15
,Governor And Lieutenant Governor,,Representative In Congress 2nd District,,16
,Tom Wolf,Tom Corbett,Chaka Fattah,Armond James,16
Tom Wolf,9,0,220,1,16
Tom Corbett,,1,0,1,16
Chaka Fattah,,,0,0,16
Armond James,,,,0,16
Total,230,2,220,2,16
,Governor And Lieutenant Governor,,Representative In Congress 2nd District,,17
,Tom Wolf,Tom Corbett,Chaka Fattah,Armond James,17
Tom Wolf,3,0,131,0,17
Tom Corbett,,0,0,0,17
Chaka Fattah,,,1,0,17
Armond James,,,,0,17
Total,134,0,132,0,17
,Governor And Lieutenant Governor,,Representative In Congress 2nd District,,18
,Tom Wolf,Tom Corbett,Chaka Fattah,Armond James,18
Tom Wolf,3,0,189,0,18
Tom Corbett,,1,1,2,18
Chaka Fattah,,,1,0,18
Armond James,,,,2,18
Total,192,4,191,4,18
,Governor And Lieutenant Governor,,Representative In Congress 2nd District,,19
,Tom Wolf,Tom Corbett,Chaka Fattah,Armond James,19
Tom Wolf,10,0,234,2,19
Tom Corbett,,0,1,3,19
Chaka Fattah,,,3,0,19
Armond James,,,,0,19
Total,246,4,238,5,19
,Governor And Lieutenant Governor,,Representative In Congress 2nd District,,20
,Tom Wolf,Tom Corbett,Chaka Fattah,Armond James,20
Tom Wolf,8,0,280,3,20
Tom Corbett,,2,2,3,20
Chaka Fattah,,,0,0,20
Armond James,,,,0,20
Total,291,7,282,6,20
,Governor And Lieutenant Governor,,Representative In Congress 2nd District,,All
,Tom Wolf,Tom Corbett,Chaka Fattah,Armond James,All
Tom Wolf,138,0,"3,446",29,All
Tom Corbett,,10,13,41,All
Chaka Fattah,,,25,0,All
Armond James,,,,6,All
Total,"3,613",64,"3,484",76,All
