col_1,col_2,division
,Representative In The General Assembly 170th District,All
,Brendan F Boyle,All
Brendan F Boyle,"4,226",All
Total,"4,226",All
,Representative In The General Assembly 170th District,1
,Brendan F Boyle,1
Brendan F Boyle,151,1
Total,151,1
,Representative In The General Assembly 170th District,3
,Brendan F Boyle,3
Brendan F Boyle,134,3
Total,134,3
,Representative In The General Assembly 170th District,4
,Brendan F Boyle,4
Brendan F Boyle,135,4
Total,135,4
,Representative In The General Assembly 170th District,5
,Brendan F Boyle,5
Brendan F Boyle,153,5
Total,153,5
,Representative In The General Assembly 170th District,6
,Brendan F Boyle,6
Brendan F Boyle,200,6
Total,200,6
,Representative In The General Assembly 170th District,8
,Brendan F Boyle,8
Brendan F Boyle,242,8
Total,242,8
,Representative In The General Assembly 170th District,9
,Brendan F Boyle,9
Brendan F Boyle,188,9
Total,188,9
,Representative In The General Assembly 170th District,10
,Brendan F Boyle,10
Brendan F Boyle,162,10
Total,162,10
,Representative In The General Assembly 170th District,12
,Brendan F Boyle,12
Brendan F Boyle,153,12
Total,153,12
,Representative In The General Assembly 170th District,13
,Brendan F Boyle,13
Brendan F Boyle,117,13
Total,117,13
,Representative In The General Assembly 170th District,14
,Brendan F Boyle,14
Brendan F Boyle,181,14
Total,181,14
,Representative In The General Assembly 170th District,15
,Brendan F Boyle,15
Brendan F Boyle,172,15
Total,172,15
,Representative In The General Assembly 170th District,16
,Brendan F Boyle,16
Brendan F Boyle,130,16
Total,130,16
,Representative In The General Assembly 170th District,18
,Brendan F Boyle,18
Brendan F Boyle,192,18
Total,192,18
,Representative In The General Assembly 170th District,20
,Brendan F Boyle,20
Brendan F Boyle,203,20
Total,203,20
,Representative In The General Assembly 170th District,22
,Brendan F Boyle,22
Brendan F Boyle,273,22
Total,273,22
,Representative In The General Assembly 170th District,23
,Brendan F Boyle,23
Brendan F Boyle,188,23
Total,188,23
,Representative In The General Assembly 170th District,31
,Brendan F Boyle,31
Brendan F Boyle,148,31
Total,148,31
,Representative In The General Assembly 170th District,33
,Brendan F Boyle,33
Brendan F Boyle,216,33
Total,216,33
,Representative In The General Assembly 170th District,34
,Brendan F Boyle,34
Brendan F Boyle,178,34
Total,178,34
,Representative In The General Assembly 170th District,38
,Brendan F Boyle,38
Brendan F Boyle,178,38
Total,178,38
,Representative In The General Assembly 170th District,39
,Brendan F Boyle,39
Brendan F Boyle,178,39
Total,178,39
,Representative In The General Assembly 170th District,40
,Brendan F Boyle,40
Brendan F Boyle,134,40
Total,134,40
,Representative In The General Assembly 170th District,41
,Brendan F Boyle,41
Brendan F Boyle,220,41
Total,220,41
