col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 202nd District,Governor And Lieutenant Governor,,All
,Mark B Cohen,Tom Wolf,Tom Corbett,All
Mark B Cohen,12,"1,681",94,All
Tom Wolf,,75,0,All
Tom Corbett,,,208,All
Total,"1,787","1,756",302,All
,Representative In The General Assembly 202nd District,Governor And Lieutenant Governor,,13
,Mark B Cohen,Tom Wolf,Tom Corbett,13
Mark B Cohen,0,188,9,13
Tom Wolf,,7,0,13
Tom Corbett,,,20,13
Total,197,195,29,13
,Governor And Lieutenant Governor,,Representative In The General Assembly 202nd District,15
,Tom Wolf,Tom Corbett,Mark B Cohen,15
Tom Wolf,10,0,190,15
Tom Corbett,,21,7,15
Mark B Cohen,,,1,15
Total,200,28,198,15
,Representative In The General Assembly 202nd District,Governor And Lieutenant Governor,,16
,Mark B Cohen,Tom Wolf,Tom Corbett,16
Mark B Cohen,2,163,5,16
Tom Wolf,,2,0,16
Tom Corbett,,,19,16
Total,170,165,24,16
,Representative In The General Assembly 202nd District,Governor And Lieutenant Governor,,17
,Mark B Cohen,Tom Wolf,Tom Corbett,17
Mark B Cohen,2,175,7,17
Tom Wolf,,9,0,17
Tom Corbett,,,21,17
Total,184,184,28,17
,Representative In The General Assembly 202nd District,Governor And Lieutenant Governor,,18
,Mark B Cohen,Tom Wolf,Tom Corbett,18
Mark B Cohen,1,145,9,18
Tom Wolf,,2,0,18
Tom Corbett,,,14,18
Total,155,147,23,18
,Governor And Lieutenant Governor,,Representative In The General Assembly 202nd District,20
,Tom Wolf,Tom Corbett,Mark B Cohen,20
Tom Wolf,8,0,162,20
Tom Corbett,,22,4,20
Mark B Cohen,,,0,20
Total,170,26,166,20
,Representative In The General Assembly 202nd District,Governor And Lieutenant Governor,,21
,Mark B Cohen,Tom Wolf,Tom Corbett,21
Mark B Cohen,1,108,10,21
Tom Wolf,,8,0,21
Tom Corbett,,,8,21
Total,119,116,18,21
,Governor And Lieutenant Governor,,Representative In The General Assembly 202nd District,22
,Tom Wolf,Tom Corbett,Mark B Cohen,22
Tom Wolf,6,0,130,22
Tom Corbett,,12,3,22
Mark B Cohen,,,0,22
Total,136,15,133,22
,Representative In The General Assembly 202nd District,Governor And Lieutenant Governor,,23
,Mark B Cohen,Tom Wolf,Tom Corbett,23
Mark B Cohen,0,89,10,23
Tom Wolf,,4,0,23
Tom Corbett,,,10,23
Total,99,93,20,23
,Representative In The General Assembly 202nd District,Governor And Lieutenant Governor,,24
,Mark B Cohen,Tom Wolf,Tom Corbett,24
Mark B Cohen,2,103,9,24
Tom Wolf,,9,0,24
Tom Corbett,,,6,24
Total,114,112,15,24
,Representative In The General Assembly 202nd District,Governor And Lieutenant Governor,,25
,Mark B Cohen,Tom Wolf,Tom Corbett,25
Mark B Cohen,3,100,12,25
Tom Wolf,,6,0,25
Tom Corbett,,,25,25
Total,115,106,37,25
,Representative In The General Assembly 202nd District,Governor And Lieutenant Governor,,26
,Mark B Cohen,Tom Wolf,Tom Corbett,26
Mark B Cohen,0,128,9,26
Tom Wolf,,4,0,26
Tom Corbett,,,30,26
Total,137,132,39,26
