col_1,col_2,col_3,col_4,division
,Senator In The General Assembly 4th District,,,All
,Art Haywood,Robin Gilchrist,Ines Reyes,All
Art Haywood,"8,454",0,0,All
Robin Gilchrist,,307,0,All
Ines Reyes,,,126,All
Total,"8,454",307,126,All
,Senator In The General Assembly 4th District,,,1
,Art Haywood,Robin Gilchrist,Ines Reyes,1
Art Haywood,469,0,0,1
Robin Gilchrist,,29,0,1
Ines Reyes,,,2,1
Total,469,29,2,1
,Senator In The General Assembly 4th District,,,2
,Art Haywood,Robin Gilchrist,Ines Reyes,2
Art Haywood,419,0,0,2
Robin Gilchrist,,27,0,2
Ines Reyes,,,13,2
Total,419,27,13,2
,Senator In The General Assembly 4th District,,,3
,Art Haywood,Robin Gilchrist,Ines Reyes,3
Art Haywood,304,0,0,3
Robin Gilchrist,,13,0,3
Ines Reyes,,,5,3
Total,304,13,5,3
,Senator In The General Assembly 4th District,,,4
,Art Haywood,Robin Gilchrist,Ines Reyes,4
Art Haywood,279,0,0,4
Robin Gilchrist,,16,0,4
Ines Reyes,,,3,4
Total,279,16,3,4
,Senator In The General Assembly 4th District,,,5
,Art Haywood,Robin Gilchrist,Ines Reyes,5
Art Haywood,336,0,0,5
Robin Gilchrist,,17,0,5
Ines Reyes,,,7,5
Total,336,17,7,5
,Senator In The General Assembly 4th District,,,6
,Art Haywood,Robin Gilchrist,Ines Reyes,6
Art Haywood,403,0,0,6
Robin Gilchrist,,18,0,6
Ines Reyes,,,15,6
Total,403,18,15,6
,Senator In The General Assembly 4th District,,,7
,Art Haywood,Robin Gilchrist,Ines Reyes,7
Art Haywood,329,0,0,7
Robin Gilchrist,,27,0,7
Ines Reyes,,,6,7
Total,329,27,6,7
,Senator In The General Assembly 4th District,,,8
,Art Haywood,Robin Gilchrist,Ines Reyes,8
Art Haywood,259,0,0,8
Robin Gilchrist,,7,0,8
Ines Reyes,,,3,8
Total,259,7,3,8
,Senator In The General Assembly 4th District,,,9
,Art Haywood,Ines Reyes,Robin Gilchrist,9
Art Haywood,226,0,0,9
Ines Reyes,,4,0,9
Robin Gilchrist,,,3,9
Total,226,4,3,9
,Senator In The General Assembly 4th District,,,10
,Art Haywood,Robin Gilchrist,Ines Reyes,10
Art Haywood,283,0,0,10
Robin Gilchrist,,11,0,10
Ines Reyes,,,7,10
Total,283,11,7,10
,Senator In The General Assembly 4th District,,,11
,Art Haywood,Robin Gilchrist,Ines Reyes,11
Art Haywood,196,0,0,11
Robin Gilchrist,,17,0,11
