col_1,col_2,col_3,division
,Representative In Congress 1st District,,1
,Robert A Brady,Megan Rath,1
Robert A Brady,122,0,1
Megan Rath,,15,1
Total,122,15,1
,Representative In Congress 1st District,,2
,Robert A Brady,Megan Rath,2
Robert A Brady,182,0,2
Megan Rath,,0,2
Total,182,0,2
,Representative In Congress 1st District,,3
,Robert A Brady,Megan Rath,3
Robert A Brady,326,0,3
Megan Rath,,3,3
Total,326,3,3
,Representative In Congress 1st District,,4
,Robert A Brady,Megan Rath,4
Robert A Brady,230,0,4
Megan Rath,,3,4
Total,230,3,4
,Representative In Congress 1st District,,5
,Robert A Brady,Megan Rath,5
Robert A Brady,297,0,5
Megan Rath,,4,5
Total,297,4,5
,Representative In Congress 1st District,,6
,Robert A Brady,Megan Rath,6
Robert A Brady,138,0,6
Megan Rath,,9,6
Total,138,9,6
,Representative In Congress 1st District,,7
,Robert A Brady,Megan Rath,7
Robert A Brady,261,0,7
Megan Rath,,4,7
Total,261,4,7
,Representative In Congress 1st District,,8
,Robert A Brady,Megan Rath,8
Robert A Brady,164,0,8
Megan Rath,,3,8
Total,164,3,8
,Representative In Congress 1st District,,9
,Robert A Brady,Megan Rath,9
Robert A Brady,201,0,9
Megan Rath,,5,9
Total,201,5,9
,Representative In Congress 1st District,,10
,Robert A Brady,Megan Rath,10
Robert A Brady,101,0,10
Megan Rath,,0,10
Total,101,0,10
,Representative In Congress 1st District,,11
,Robert A Brady,Megan Rath,11
Robert A Brady,172,0,11
Megan Rath,,4,11
Total,172,4,11
,Representative In Congress 1st District,,12
,Robert A Brady,Megan Rath,12
Robert A Brady,142,0,12
Megan Rath,,7,12
Total,142,7,12
,Representative In Congress 1st District,,13
,Robert A Brady,Megan Rath,13
Robert A Brady,212,0,13
Megan Rath,,7,13
Total,212,7,13
,Representative In Congress 1st District,,14
,Robert A Brady,Megan Rath,14
Robert A Brady,207,0,14
Megan Rath,,8,14
Total,207,8,14
,Representative In Congress 1st District,,15
,Robert A Brady,Megan Rath,15
Robert A Brady,117,0,15
Megan Rath,,5,15
Total,117,5,15
,Representative In Congress 1st District,,16
,Robert A Brady,Megan Rath,16
Robert A Brady,142,0,16
Megan Rath,,3,16
Total,142,3,16
,Representative In Congress 1st District,,17
,Robert A Brady,Megan Rath,17
Robert A Brady,133,0,17
Megan Rath,,9,17
Total,133,9,17
,Representative In Congress 1st District,,18
,Robert A Brady,Megan Rath,18
Robert A Brady,121,0,18
Megan Rath,,3,18
Total,121,3,18
,Representative In Congress 1st District,,19
,Robert A Brady,Megan Rath,19
Robert A Brady,122,0,19
Megan Rath,,14,19
Total,122,14,19
,Representative In Congress 1st District,,20
,Robert A Brady,Megan Rath,20
Robert A Brady,95,0,20
Megan Rath,,9,20
Total,95,9,20
,Representative In Congress 1st District,,21
,Robert A Brady,Megan Rath,21
Robert A Brady,76,0,21
Megan Rath,,8,21
Total,76,8,21
,Representative In Congress 1st District,,22
,Robert A Brady,Megan Rath,22
Robert A Brady,135,0,22
Megan Rath,,8,22
Total,135,8,22
,Representative In Congress 1st District,,23
,Robert A Brady,Megan Rath,23
Robert A Brady,159,0,23
Megan Rath,,7,23
Total,159,7,23
,Representative In Congress 1st District,,24
,Robert A Brady,Megan Rath,24
Robert A Brady,217,0,24
Megan Rath,,14,24
Total,217,14,24
,Representative In Congress 1st District,,25
,Robert A Brady,Megan Rath,25
Robert A Brady,172,0,25
Megan Rath,,14,25
Total,172,14,25
,Representative In Congress 1st District,,26
,Robert A Brady,Megan Rath,26
Robert A Brady,122,0,26
Megan Rath,,4,26
Total,122,4,26
,Representative In Congress 1st District,,27
,Robert A Brady,Megan Rath,27
Robert A Brady,151,0,27
Megan Rath,,2,27
Total,151,2,27
,Representative In Congress 1st District,,28
,Robert A Brady,Megan Rath,28
Robert A Brady,267,0,28
Megan Rath,,15,28
Total,267,15,28
,Representative In Congress 1st District,,29
,Robert A Brady,Megan Rath,29
Robert A Brady,206,0,29
Megan Rath,,4,29
Total,206,4,29
,Representative In Congress 1st District,,30
,Robert A Brady,Megan Rath,30
Robert A Brady,202,0,30
Megan Rath,,9,30
Total,202,9,30
,Representative In Congress 1st District,,31
,Robert A Brady,Megan Rath,31
Robert A Brady,183,0,31
Megan Rath,,6,31
Total,183,6,31
,Representative In Congress 1st District,,32
,Robert A Brady,Megan Rath,32
Robert A Brady,215,0,32
Megan Rath,,6,32
Total,215,6,32
,Representative In Congress 1st District,,33
,Robert A Brady,Megan Rath,33
Robert A Brady,95,0,33
Megan Rath,,4,33
Total,95,4,33
,Representative In Congress 1st District,,34
,Robert A Brady,Megan Rath,34
Robert A Brady,124,0,34
Megan Rath,,3,34
Total,124,3,34
,Representative In Congress 1st District,,35
,Robert A Brady,Megan Rath,35
Robert A Brady,203,0,35
Megan Rath,,14,35
Total,203,14,35
,Representative In Congress 1st District,,36
,Robert A Brady,Megan Rath,36
Robert A Brady,163,0,36
Megan Rath,,7,36
Total,163,7,36
,Representative In Congress 1st District,,37
,Robert A Brady,Megan Rath,37
Robert A Brady,302,0,37
Megan Rath,,20,37
Total,302,20,37
,Representative In Congress 1st District,,38
,Robert A Brady,Megan Rath,38
Robert A Brady,376,0,38
Megan Rath,,13,38
Total,376,13,38
,Representative In Congress 1st District,,39
,Robert A Brady,Megan Rath,39
Robert A Brady,168,0,39
Megan Rath,,1,39
Total,168,1,39
,Representative In Congress 1st District,,40
,Robert A Brady,Megan Rath,40
Robert A Brady,352,0,40
Megan Rath,,21,40
Total,352,21,40
,Representative In Congress 1st District,,41
,Robert A Brady,Megan Rath,41
Robert A Brady,202,0,41
Megan Rath,,2,41
Total,202,2,41
,Representative In Congress 1st District,,42
,Robert A Brady,Megan Rath,42
Robert A Brady,234,0,42
Megan Rath,,14,42
Total,234,14,42
,Representative In Congress 1st District,,43
,Robert A Brady,Megan Rath,43
Robert A Brady,146,0,43
Megan Rath,,19,43
Total,146,19,43
,Representative In Congress 1st District,,44
,Robert A Brady,Megan Rath,44
Robert A Brady,303,0,44
Megan Rath,,8,44
Total,303,8,44
,Representative In Congress 1st District,,45
,Robert A Brady,Megan Rath,45
Robert A Brady,290,0,45
Megan Rath,,10,45
Total,290,10,45
,Representative In Congress 1st District,,46
,Robert A Brady,Megan Rath,46
Robert A Brady,283,0,46
Megan Rath,,13,46
Total,283,13,46
,Representative In Congress 1st District,,47
,Robert A Brady,Megan Rath,47
Robert A Brady,73,0,47
Megan Rath,,0,47
Total,73,0,47
,Representative In Congress 1st District,,48
,Robert A Brady,Megan Rath,48
Robert A Brady,242,0,48
Megan Rath,,27,48
Total,242,27,48
,Representative In Congress 1st District,,49
,Robert A Brady,Megan Rath,49
Robert A Brady,221,0,49
Megan Rath,,57,49
Total,221,57,49
,Representative In Congress 1st District,,50
,Robert A Brady,Megan Rath,50
Robert A Brady,229,0,50
Megan Rath,,14,50
Total,229,14,50
,Representative In Congress 1st District,,51
,Robert A Brady,Megan Rath,51
Robert A Brady,125,0,51
Megan Rath,,8,51
Total,125,8,51
,Representative In Congress 1st District,,All
,Robert A Brady,Megan Rath,All
Robert A Brady,"9,721",0,All
Megan Rath,,467,All
Total,"9,721",467,All
