col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 172nd District,Representative In Congress 13th District,,All
,Kevin J Boyle,Brendan F Boyle,Carson Dee Adcock,All
Kevin J Boyle,9,967,185,All
Brendan F Boyle,,13,0,All
Carson Dee Adcock,,,279,All
Total,"1,161",980,464,All
,Representative In The General Assembly 172nd District,Representative In Congress 13th District,,1
,Kevin J Boyle,Brendan F Boyle,Carson Dee Adcock,1
Kevin J Boyle,3,142,15,1
Brendan F Boyle,,0,0,1
Carson Dee Adcock,,,30,1
Total,160,142,45,1
,Representative In The General Assembly 172nd District,Representative In Congress 13th District,,3
,Kevin J Boyle,Brendan F Boyle,Carson Dee Adcock,3
Kevin J Boyle,1,120,17,3
Brendan F Boyle,,2,0,3
Carson Dee Adcock,,,27,3
Total,138,122,44,3
,Representative In The General Assembly 172nd District,Representative In Congress 13th District,,5
,Kevin J Boyle,Brendan F Boyle,Carson Dee Adcock,5
Kevin J Boyle,1,227,29,5
Brendan F Boyle,,7,0,5
Carson Dee Adcock,,,42,5
Total,257,234,71,5
,Representative In The General Assembly 172nd District,Representative In Congress 13th District,,7
,Kevin J Boyle,Brendan F Boyle,Carson Dee Adcock,7
Kevin J Boyle,2,134,25,7
Brendan F Boyle,,3,0,7
Carson Dee Adcock,,,59,7
Total,161,137,84,7
,Representative In The General Assembly 172nd District,Representative In Congress 13th District,,8
,Kevin J Boyle,Brendan F Boyle,Carson Dee Adcock,8
Kevin J Boyle,1,113,40,8
Brendan F Boyle,,1,0,8
Carson Dee Adcock,,,54,8
Total,154,114,94,8
,Representative In The General Assembly 172nd District,Representative In Congress 13th District,,9
,Kevin J Boyle,Brendan F Boyle,Carson Dee Adcock,9
Kevin J Boyle,0,91,40,9
Brendan F Boyle,,0,0,9
Carson Dee Adcock,,,21,9
Total,131,91,61,9
,Representative In The General Assembly 172nd District,Representative In Congress 13th District,,15
,Kevin J Boyle,Brendan F Boyle,Carson Dee Adcock,15
Kevin J Boyle,1,140,19,15
Brendan F Boyle,,0,0,15
Carson Dee Adcock,,,46,15
Total,160,140,65,15
