col_1,col_2,col_3,col_4,col_5,division
,Governor And Lieutenant Governor,,Representative In Congress 13th District,,1
,Tom Wolf,Tom Corbett,Brendan F Boyle,Carson Dee Adcock,1
Tom Wolf,9,0,128,9,1
Tom Corbett,,2,4,41,1
Brendan F Boyle,,,1,0,1
Carson Dee Adcock,,,,3,1
Total,146,47,133,53,1
,Representative In Congress 13th District,,Governor And Lieutenant Governor,,2
,Brendan F Boyle,Carson Dee Adcock,Tom Wolf,Tom Corbett,2
Brendan F Boyle,1,0,86,21,2
Carson Dee Adcock,,0,9,63,2
Tom Wolf,,,2,0,2
Tom Corbett,,,,1,2
Total,108,72,97,85,2
,Governor And Lieutenant Governor,,Representative In Congress 13th District,,3
,Tom Wolf,Tom Corbett,Brendan F Boyle,Carson Dee Adcock,3
Tom Wolf,2,0,100,13,3
Tom Corbett,,1,11,53,3
Brendan F Boyle,,,1,0,3
Carson Dee Adcock,,,,1,3
Total,115,65,112,67,3
,Governor And Lieutenant Governor,,Representative In Congress 13th District,,4
,Tom Wolf,Tom Corbett,Brendan F Boyle,Carson Dee Adcock,4
Tom Wolf,8,0,93,9,4
Tom Corbett,,2,9,58,4
Brendan F Boyle,,,1,0,4
Carson Dee Adcock,,,,0,4
Total,110,69,103,67,4
,Governor And Lieutenant Governor,,Representative In Congress 13th District,,5
,Tom Wolf,Tom Corbett,Brendan F Boyle,Carson Dee Adcock,5
Tom Wolf,6,0,118,17,5
Tom Corbett,,0,10,37,5
Brendan F Boyle,,,1,0,5
Carson Dee Adcock,,,,1,5
Total,141,47,129,55,5
,Representative In Congress 13th District,,Governor And Lieutenant Governor,,6
,Brendan F Boyle,Carson Dee Adcock,Tom Wolf,Tom Corbett,6
Brendan F Boyle,1,0,151,25,6
Carson Dee Adcock,,0,6,58,6
Tom Wolf,,,1,0,6
Tom Corbett,,,,2,6
Total,177,64,158,85,6
,Governor And Lieutenant Governor,,Representative In Congress 13th District,,7
,Tom Wolf,Tom Corbett,Brendan F Boyle,Carson Dee Adcock,7
Tom Wolf,7,0,97,14,7
