col_1,col_2,division
,Representative In The General Assembly 201st District,All
,Stephen Kinsey,All
Stephen Kinsey,"6,066",All
Total,"6,066",All
,Representative In The General Assembly 201st District,2
,Stephen Kinsey,2
Stephen Kinsey,331,2
Total,331,2
,Representative In The General Assembly 201st District,3
,Stephen Kinsey,3
Stephen Kinsey,381,3
Total,381,3
,Representative In The General Assembly 201st District,4
,Stephen Kinsey,4
Stephen Kinsey,219,4
Total,219,4
,Representative In The General Assembly 201st District,5
,Stephen Kinsey,5
Stephen Kinsey,297,5
Total,297,5
,Representative In The General Assembly 201st District,6
,Stephen Kinsey,6
Stephen Kinsey,296,6
Total,296,6
,Representative In The General Assembly 201st District,7
,Stephen Kinsey,7
Stephen Kinsey,300,7
Total,300,7
,Representative In The General Assembly 201st District,8
,Stephen Kinsey,8
Stephen Kinsey,345,8
Total,345,8
,Representative In The General Assembly 201st District,9
,Stephen Kinsey,9
Stephen Kinsey,391,9
Total,391,9
,Representative In The General Assembly 201st District,10
,Stephen Kinsey,10
Stephen Kinsey,239,10
Total,239,10
,Representative In The General Assembly 201st District,11
,Stephen Kinsey,11
Stephen Kinsey,212,11
Total,212,11
,Representative In The General Assembly 201st District,12
,Stephen Kinsey,12
Stephen Kinsey,300,12
Total,300,12
,Representative In The General Assembly 201st District,13
,Stephen Kinsey,13
Stephen Kinsey,122,13
Total,122,13
,Representative In The General Assembly 201st District,14
,Stephen Kinsey,14
Stephen Kinsey,217,14
Total,217,14
,Representative In The General Assembly 201st District,15
,Stephen Kinsey,15
Stephen Kinsey,232,15
Total,232,15
,Representative In The General Assembly 201st District,16
,Stephen Kinsey,16
Stephen Kinsey,276,16
Total,276,16
,Representative In The General Assembly 201st District,17
,Stephen Kinsey,17
Stephen Kinsey,252,17
Total,252,17
,Representative In The General Assembly 201st District,18
,Stephen Kinsey,18
Stephen Kinsey,326,18
Total,326,18
,Representative In The General Assembly 201st District,19
,Stephen Kinsey,19
Stephen Kinsey,264,19
Total,264,19
,Representative In The General Assembly 201st District,20
,Stephen Kinsey,20
Stephen Kinsey,317,20
Total,317,20
,Representative In The General Assembly 201st District,21
,Stephen Kinsey,21
Stephen Kinsey,368,21
Total,368,21
,Representative In The General Assembly 201st District,22
,Stephen Kinsey,22
Stephen Kinsey,381,22
Total,381,22
