col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 200th District,Representative In Congress 2nd District,,All
,Cherelle L Parker,Chaka Fattah,Armond James,All
Cherelle L Parker,118,"9,983",145,All
Chaka Fattah,,122,0,All
Armond James,,,96,All
Total,"10,246","10,105",241,All
,Representative In The General Assembly 200th District,Representative In Congress 2nd District,,1
,Cherelle L Parker,Chaka Fattah,Armond James,1
Cherelle L Parker,4,302,4,1
Chaka Fattah,,1,0,1
Armond James,,,1,1
Total,310,303,5,1
,Representative In The General Assembly 200th District,Representative In Congress 2nd District,,2
,Cherelle L Parker,Chaka Fattah,Armond James,2
Cherelle L Parker,3,371,7,2
Chaka Fattah,,6,0,2
Armond James,,,8,2
Total,381,377,15,2
,Representative In The General Assembly 200th District,Representative In Congress 2nd District,,3
,Cherelle L Parker,Chaka Fattah,Armond James,3
Cherelle L Parker,4,370,3,3
Chaka Fattah,,5,0,3
Armond James,,,3,3
Total,377,375,6,3
,Representative In The General Assembly 200th District,Representative In Congress 2nd District,,4
,Cherelle L Parker,Chaka Fattah,Armond James,4
Cherelle L Parker,2,328,3,4
Chaka Fattah,,3,0,4
Armond James,,,3,4
Total,333,331,6,4
,Representative In The General Assembly 200th District,Representative In Congress 2nd District,,5
,Cherelle L Parker,Chaka Fattah,Armond James,5
Cherelle L Parker,4,349,9,5
Chaka Fattah,,3,0,5
Armond James,,,4,5
Total,362,352,13,5
,Representative In The General Assembly 200th District,Representative In Congress 2nd District,,6
,Cherelle L Parker,Chaka Fattah,Armond James,6
Cherelle L Parker,6,296,4,6
Chaka Fattah,,1,0,6
Armond James,,,3,6
Total,306,297,7,6
,Representative In The General Assembly 200th District,Representative In Congress 2nd District,,7
,Cherelle L Parker,Chaka Fattah,Armond James,7
Cherelle L Parker,5,384,6,7
Chaka Fattah,,4,0,7
Armond James,,,2,7
Total,395,388,8,7
,Representative In The General Assembly 200th District,Representative In Congress 2nd District,,8
,Cherelle L Parker,Chaka Fattah,Armond James,8
Cherelle L Parker,5,342,1,8
Chaka Fattah,,4,0,8
Armond James,,,4,8
Total,348,346,5,8
,Representative In The General Assembly 200th District,Representative In Congress 2nd District,,9
,Cherelle L Parker,Chaka Fattah,Armond James,9
Cherelle L Parker,5,362,8,9
Chaka Fattah,,0,0,9
Armond James,,,2,9
Total,375,362,10,9
,Representative In The General Assembly 200th District,Representative In Congress 2nd District,,10
,Cherelle L Parker,Chaka Fattah,Armond James,10
Cherelle L Parker,4,312,7,10
Chaka Fattah,,10,0,10
Armond James,,,4,10
Total,323,322,11,10
,Representative In The General Assembly 200th District,Representative In Congress 2nd District,,11
,Cherelle L Parker,Chaka Fattah,Armond James,11
Cherelle L Parker,4,252,3,11
Chaka Fattah,,1,0,11
Armond James,,,2,11
Total,259,253,5,11
,Representative In The General Assembly 200th District,Representative In Congress 2nd District,,12
,Cherelle L Parker,Chaka Fattah,Armond James,12
Cherelle L Parker,6,365,3,12
Chaka Fattah,,7,0,12
Armond James,,,4,12
Total,374,372,7,12
,Representative In Congress 2nd District,,Representative In The General Assembly 200th District,13
,Chaka Fattah,Armond James,Cherelle L Parker,13
Chaka Fattah,5,0,283,13
Armond James,,1,3,13
Cherelle L Parker,,,1,13
Total,288,4,287,13
,Representative In The General Assembly 200th District,Representative In Congress 2nd District,,14
,Cherelle L Parker,Chaka Fattah,Armond James,14
Cherelle L Parker,4,265,6,14
Chaka Fattah,,2,0,14
Armond James,,,5,14
Total,275,267,11,14
,Representative In Congress 2nd District,,Representative In The General Assembly 200th District,15
,Chaka Fattah,Armond James,Cherelle L Parker,15
Chaka Fattah,5,0,310,15
Armond James,,5,2,15
Cherelle L Parker,,,3,15
Total,315,7,315,15
,Representative In The General Assembly 200th District,Representative In Congress 2nd District,,16
,Cherelle L Parker,Chaka Fattah,Armond James,16
Cherelle L Parker,3,392,8,16
Chaka Fattah,,6,0,16
Armond James,,,5,16
Total,403,398,13,16
,Representative In The General Assembly 200th District,Representative In Congress 2nd District,,17
,Cherelle L Parker,Chaka Fattah,Armond James,17
Cherelle L Parker,3,310,11,17
Chaka Fattah,,5,0,17
Armond James,,,2,17
Total,324,315,13,17
,Representative In The General Assembly 200th District,Representative In Congress 2nd District,,18
,Cherelle L Parker,Chaka Fattah,Armond James,18
Cherelle L Parker,5,290,3,18
Chaka Fattah,,5,0,18
Armond James,,,1,18
Total,298,295,4,18
,Representative In The General Assembly 200th District,Representative In Congress 2nd District,,19
,Cherelle L Parker,Chaka Fattah,Armond James,19
Cherelle L Parker,3,406,5,19
Chaka Fattah,,5,0,19
Armond James,,,2,19
Total,414,411,7,19
,Representative In The General Assembly 200th District,Representative In Congress 2nd District,,20
,Cherelle L Parker,Chaka Fattah,Armond James,20
Cherelle L Parker,5,350,3,20
Chaka Fattah,,2,0,20
Armond James,,,9,20
Total,358,352,12,20
,Representative In The General Assembly 200th District,Representative In Congress 2nd District,,21
,Cherelle L Parker,Chaka Fattah,Armond James,21
Cherelle L Parker,3,446,8,21
Chaka Fattah,,5,0,21
Armond James,,,6,21
Total,457,451,14,21
,Representative In The General Assembly 200th District,Representative In Congress 2nd District,,22
,Cherelle L Parker,Chaka Fattah,Armond James,22
Cherelle L Parker,4,378,6,22
Chaka Fattah,,7,0,22
Armond James,,,0,22
Total,388,385,6,22
,Representative In The General Assembly 200th District,Representative In Congress 2nd District,,23
,Cherelle L Parker,Chaka Fattah,Armond James,23
Cherelle L Parker,1,271,6,23
Chaka Fattah,,2,0,23
Armond James,,,1,23
Total,278,273,7,23
,Representative In The General Assembly 200th District,Representative In Congress 2nd District,,24
,Cherelle L Parker,Chaka Fattah,Armond James,24
Cherelle L Parker,4,339,4,24
Chaka Fattah,,2,0,24
Armond James,,,4,24
Total,347,341,8,24
,Representative In The General Assembly 200th District,Representative In Congress 2nd District,,25
,Cherelle L Parker,Chaka Fattah,Armond James,25
Cherelle L Parker,2,234,4,25
Chaka Fattah,,5,0,25
Armond James,,,2,25
Total,240,239,6,25
,Representative In The General Assembly 200th District,Representative In Congress 2nd District,,26
,Cherelle L Parker,Chaka Fattah,Armond James,26
Cherelle L Parker,5,326,1,26
Chaka Fattah,,0,0,26
Armond James,,,5,26
Total,332,326,6,26
,Representative In The General Assembly 200th District,Representative In Congress 2nd District,,27
,Cherelle L Parker,Chaka Fattah,Armond James,27
