col_1,col_2,division
,Representative In The General Assembly 198th District,All
,Rosita C Youngblood,All
Rosita C Youngblood,"5,463",All
Total,"5,463",All
,Representative In The General Assembly 198th District,1
,Rosita C Youngblood,1
Rosita C Youngblood,277,1
Total,277,1
,Representative In The General Assembly 198th District,2
,Rosita C Youngblood,2
Rosita C Youngblood,247,2
Total,247,2
,Representative In The General Assembly 198th District,3
,Rosita C Youngblood,3
Rosita C Youngblood,166,3
Total,166,3
,Representative In The General Assembly 198th District,4
,Rosita C Youngblood,4
Rosita C Youngblood,161,4
Total,161,4
,Representative In The General Assembly 198th District,5
,Rosita C Youngblood,5
Rosita C Youngblood,310,5
Total,310,5
,Representative In The General Assembly 198th District,6
,Rosita C Youngblood,6
Rosita C Youngblood,199,6
Total,199,6
,Representative In The General Assembly 198th District,7
,Rosita C Youngblood,7
Rosita C Youngblood,280,7
Total,280,7
,Representative In The General Assembly 198th District,8
,Rosita C Youngblood,8
Rosita C Youngblood,258,8
Total,258,8
,Representative In The General Assembly 198th District,9
,Rosita C Youngblood,9
Rosita C Youngblood,217,9
Total,217,9
,Representative In The General Assembly 198th District,10
,Rosita C Youngblood,10
Rosita C Youngblood,253,10
Total,253,10
,Representative In The General Assembly 198th District,11
,Rosita C Youngblood,11
Rosita C Youngblood,167,11
Total,167,11
,Representative In The General Assembly 198th District,12
,Rosita C Youngblood,12
Rosita C Youngblood,257,12
Total,257,12
,Representative In The General Assembly 198th District,13
,Rosita C Youngblood,13
Rosita C Youngblood,227,13
Total,227,13
,Representative In The General Assembly 198th District,14
,Rosita C Youngblood,14
Rosita C Youngblood,242,14
Total,242,14
,Representative In The General Assembly 198th District,15
,Rosita C Youngblood,15
Rosita C Youngblood,274,15
Total,274,15
,Representative In The General Assembly 198th District,16
,Rosita C Youngblood,16
Rosita C Youngblood,122,16
Total,122,16
,Representative In The General Assembly 198th District,17
,Rosita C Youngblood,17
Rosita C Youngblood,281,17
Total,281,17
,Representative In The General Assembly 198th District,18
,Rosita C Youngblood,18
Rosita C Youngblood,199,18
Total,199,18
,Representative In The General Assembly 198th District,19
,Rosita C Youngblood,19
Rosita C Youngblood,177,19
Total,177,19
,Representative In The General Assembly 198th District,20
,Rosita C Youngblood,20
Rosita C Youngblood,201,20
Total,201,20
,Representative In The General Assembly 198th District,21
,Rosita C Youngblood,21
Rosita C Youngblood,172,21
Total,172,21
,Representative In The General Assembly 198th District,22
,Rosita C Youngblood,22
Rosita C Youngblood,285,22
Total,285,22
,Representative In The General Assembly 198th District,23
,Rosita C Youngblood,23
Rosita C Youngblood,333,23
Total,333,23
,Representative In The General Assembly 198th District,24
,Rosita C Youngblood,24
Rosita C Youngblood,158,24
Total,158,24
