col_1,col_2,col_3,division
,Representative In Congress 2nd District - Republican,Representative In The General Assembly 181st District - Republican,All
,David Torres,Milton Street,All
David Torres,4,12,All
Milton Street,,3,All
Total,16,15,All
,Representative In Congress 2nd District - Republican,Representative In The General Assembly 181st District - Republican,15
,David Torres,Milton Street,15
David Torres,2,3,15
Milton Street,,2,15
Total,5,5,15
,Representative In Congress 2nd District - Republican,Representative In The General Assembly 181st District - Republican,20
,David Torres,Milton Street,20
David Torres,2,3,20
Milton Street,,0,20
Total,5,3,20
,Representative In The General Assembly 181st District - Republican,Representative In Congress 2nd District - Republican,23
,Milton Street,David Torres,23
Milton Street,1,6,23
David Torres,,0,23
Total,7,6,23
