col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,order,division
,James Harrity,Mona Getzes Cohen,Erica Vanstone,Richard Lombardo,Catherine Bartch,Billy Cortes,Frank T Brzozowski,Meagan Ingerson,Marnie Aument Loughrey,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,2
James Harrity,0,13,14,14,13,11,11,12,9,15,5,3,2,0,3,2
Mona Getzes Cohen,,0,10,9,8,6,8,11,5,8,5,5,0,0,4,2
Erica Vanstone,,,0,14,12,11,11,8,10,11,2,3,0,1,5,2
Richard Lombardo,,,,0,13,10,10,7,9,11,1,3,1,0,6,2
Catherine Bartch,,,,,0,9,10,7,8,9,1,4,1,0,7,2
Billy Cortes,,,,,,0,9,5,7,11,0,1,1,1,8,2
Frank T Brzozowski,,,,,,,0,4,9,10,1,2,1,0,9,2
Meagan Ingerson,,,,,,,,0,2,7,4,2,0,1,10,2
Marnie Aument Loughrey,,,,,,,,,0,8,0,2,0,0,11,2
Mike Stack,,,,,,,,,,0,0,0,0,0,12,2
Kathi Cozzone,,,,,,,,,,,1,0,0,0,13,2
Nina Ahmad,,,,,,,,,,,,0,0,0,14,2
John Fetterman,,,,,,,,,,,,,0,0,15,2
Ray Sosa,,,,,,,,,,,,,,0,16,2
Total,25,18,17,16,15,14,14,14,10,17,7,5,3,1,17,2
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,3
,James Harrity,Mona Getzes Cohen,Richard Lombardo,Meagan Ingerson,Erica Vanstone,Frank T Brzozowski,Billy Cortes,Catherine Bartch,Marnie Aument Loughrey,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,3
James Harrity,0,8,12,9,11,10,9,7,4,9,0,4,3,0,3,3
Mona Getzes Cohen,,0,12,9,9,10,8,6,5,6,4,4,2,0,4,3
Richard Lombardo,,,0,10,13,13,11,10,7,8,1,5,2,0,5,3
Meagan Ingerson,,,,0,9,8,5,6,3,5,3,5,1,0,6,3
Erica Vanstone,,,,,0,11,8,8,6,6,1,5,1,0,7,3
Frank T Brzozowski,,,,,,0,9,9,6,7,1,3,2,0,8,3
Billy Cortes,,,,,,,0,6,5,8,0,2,1,0,9,3
Catherine Bartch,,,,,,,,0,5,5,1,3,1,0,10,3
Marnie Aument Loughrey,,,,,,,,,0,3,1,2,1,0,11,3
Mike Stack,,,,,,,,,,1,0,0,0,0,12,3
Kathi Cozzone,,,,,,,,,,,0,0,0,0,13,3
Nina Ahmad,,,,,,,,,,,,0,0,0,14,3
John Fetterman,,,,,,,,,,,,,0,0,15,3
Ray Sosa,,,,,,,,,,,,,,0,16,3
Total,16,16,16,14,13,13,11,10,7,13,5,5,4,0,17,3
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,4
,James Harrity,Mona Getzes Cohen,Meagan Ingerson,Billy Cortes,Richard Lombardo,Erica Vanstone,Marnie Aument Loughrey,Frank T Brzozowski,Catherine Bartch,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,4
James Harrity,0,13,13,11,11,10,10,8,6,13,1,7,4,0,3,4
Mona Getzes Cohen,,1,9,6,6,5,5,3,3,6,2,8,3,0,4,4
Meagan Ingerson,,,1,7,8,6,6,5,3,7,4,6,1,0,5,4
Billy Cortes,,,,0,10,10,8,8,4,5,2,1,5,0,6,4
Richard Lombardo,,,,,0,9,9,8,5,7,1,1,3,0,7,4
Erica Vanstone,,,,,,0,7,8,3,6,1,0,4,0,8,4
Marnie Aument Loughrey,,,,,,,0,6,5,6,2,1,2,0,9,4
Frank T Brzozowski,,,,,,,,0,4,5,2,0,2,0,10,4
Catherine Bartch,,,,,,,,,0,3,1,1,1,0,11,4
Mike Stack,,,,,,,,,,0,0,0,0,0,12,4
John Fetterman,,,,,,,,,,,1,0,0,0,13,4
Kathi Cozzone,,,,,,,,,,,,0,0,0,14,4
Nina Ahmad,,,,,,,,,,,,,0,0,15,4
Ray Sosa,,,,,,,,,,,,,,0,16,4
Total,25,20,19,13,12,11,11,9,6,18,8,8,5,0,17,4
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,5
,James Harrity,Meagan Ingerson,Erica Vanstone,Richard Lombardo,Mona Getzes Cohen,Frank T Brzozowski,Catherine Bartch,Billy Cortes,Marnie Aument Loughrey,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,5
James Harrity,0,9,10,9,9,7,6,6,4,9,1,4,1,0,3,5
Meagan Ingerson,,0,8,7,7,5,5,4,1,7,3,3,1,0,4,5
Erica Vanstone,,,0,10,8,7,7,5,3,6,3,4,0,0,5,5
Richard Lombardo,,,,0,6,8,6,6,4,6,4,3,0,0,6,5
Mona Getzes Cohen,,,,,1,4,3,4,1,4,1,4,1,0,7,5
Frank T Brzozowski,,,,,,0,4,5,3,5,2,2,0,0,8,5
Catherine Bartch,,,,,,,0,3,4,6,2,0,0,0,9,5
Billy Cortes,,,,,,,,0,3,4,0,2,0,0,10,5
Marnie Aument Loughrey,,,,,,,,,0,4,0,0,0,0,11,5
Mike Stack,,,,,,,,,,0,0,0,0,0,12,5
John Fetterman,,,,,,,,,,,0,0,0,0,13,5
Nina Ahmad,,,,,,,,,,,,0,0,0,14,5
Kathi Cozzone,,,,,,,,,,,,,0,0,15,5
Ray Sosa,,,,,,,,,,,,,,0,16,5
Total,15,14,13,13,11,9,8,6,4,14,5,4,1,0,17,5
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,6
,James Harrity,Meagan Ingerson,Mona Getzes Cohen,Catherine Bartch,Erica Vanstone,Richard Lombardo,Marnie Aument Loughrey,Billy Cortes,Frank T Brzozowski,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,6
James Harrity,1,16,15,15,14,16,11,12,5,15,8,4,0,0,3,6
Meagan Ingerson,,2,19,12,12,11,9,6,1,11,7,5,3,0,4,6
Mona Getzes Cohen,,,0,10,10,11,9,6,1,9,8,6,0,0,5,6
Catherine Bartch,,,,0,15,14,13,10,4,10,5,2,1,0,6,6
Erica Vanstone,,,,,0,14,11,9,5,10,6,0,1,0,7,6
Richard Lombardo,,,,,,0,12,11,5,10,4,3,0,0,8,6
Marnie Aument Loughrey,,,,,,,0,7,4,9,3,3,0,0,9,6
Billy Cortes,,,,,,,,0,5,8,4,2,0,0,10,6
Frank T Brzozowski,,,,,,,,,0,5,0,0,0,0,11,6
Mike Stack,,,,,,,,,,2,0,0,0,0,12,6
Nina Ahmad,,,,,,,,,,,1,0,0,0,13,6
Kathi Cozzone,,,,,,,,,,,,1,0,0,14,6
John Fetterman,,,,,,,,,,,,,2,0,15,6
Ray Sosa,,,,,,,,,,,,,,0,16,6
Total,28,28,23,18,17,17,15,14,5,22,14,8,5,0,17,6
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,7
,James Harrity,Erica Vanstone,Meagan Ingerson,Mona Getzes Cohen,Richard Lombardo,Billy Cortes,Catherine Bartch,Frank T Brzozowski,Marnie Aument Loughrey,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,7
James Harrity,0,17,14,15,16,16,12,13,12,15,7,4,1,1,3,7
Erica Vanstone,,0,13,13,19,18,14,15,13,11,4,5,1,1,4,7
Meagan Ingerson,,,0,15,11,10,7,7,6,11,8,1,1,1,5,7
Mona Getzes Cohen,,,,0,11,10,6,7,6,8,9,2,1,1,6,7
Richard Lombardo,,,,,0,16,11,15,11,11,4,4,1,1,7,7
Billy Cortes,,,,,,0,12,13,12,12,3,4,0,1,8,7
Catherine Bartch,,,,,,,0,8,13,10,1,3,1,0,9,7
Frank T Brzozowski,,,,,,,,0,8,6,4,4,0,1,10,7
Marnie Aument Loughrey,,,,,,,,,0,9,0,4,1,0,11,7
Mike Stack,,,,,,,,,,2,0,0,0,0,12,7
Kathi Cozzone,,,,,,,,,,,1,0,0,0,13,7
Nina Ahmad,,,,,,,,,,,,1,0,0,14,7
John Fetterman,,,,,,,,,,,,,0,0,15,7
Ray Sosa,,,,,,,,,,,,,,0,16,7
Total,28,22,22,21,21,20,15,15,14,27,12,6,1,1,17,7
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,8
,James Harrity,Richard Lombardo,Erica Vanstone,Mona Getzes Cohen,Catherine Bartch,Meagan Ingerson,Frank T Brzozowski,Marnie Aument Loughrey,Billy Cortes,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,2,8
James Harrity,0,19,18,10,16,10,15,13,12,18,7,4,3,0,3,8
Richard Lombardo,,0,18,7,15,7,15,14,12,12,3,4,2,0,4,8
Erica Vanstone,,,0,7,15,7,15,13,13,12,3,3,1,0,5,8
Mona Getzes Cohen,,,,0,7,13,4,5,3,6,9,2,1,0,6,8
Catherine Bartch,,,,,0,8,12,14,11,10,3,3,1,0,7,8
Meagan Ingerson,,,,,,0,4,6,3,6,8,2,1,0,8,8
Frank T Brzozowski,,,,,,,0,11,12,11,2,1,2,0,9,8
Marnie Aument Loughrey,,,,,,,,0,10,10,1,3,1,0,10,8
Billy Cortes,,,,,,,,,0,10,1,1,1,0,11,8
Mike Stack,,,,,,,,,,1,0,0,0,0,12,8
Kathi Cozzone,,,,,,,,,,,1,0,0,0,13,8
John Fetterman,,,,,,,,,,,,1,0,0,14,8
Nina Ahmad,,,,,,,,,,,,,0,0,15,8
Ray Sosa,,,,,,,,,,,,,,0,16,8
Total,32,21,19,18,17,17,16,15,13,25,15,5,3,0,17,8
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,9
,James Harrity,Mona Getzes Cohen,Catherine Bartch,Erica Vanstone,Richard Lombardo,Meagan Ingerson,Billy Cortes,Frank T Brzozowski,Marnie Aument Loughrey,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,9
James Harrity,0,9,12,12,12,10,10,11,9,8,5,3,2,0,3,9
Mona Getzes Cohen,,0,8,8,7,10,7,4,5,3,5,5,2,0,4,9
Catherine Bartch,,,0,12,12,9,11,9,11,6,2,4,2,0,5,9
Erica Vanstone,,,,0,12,8,10,9,10,6,3,4,1,0,6,9
Richard Lombardo,,,,,0,9,10,10,9,6,3,3,2,0,7,9
Meagan Ingerson,,,,,,0,7,5,6,1,5,5,2,0,8,9
Billy Cortes,,,,,,,0,8,9,6,1,3,2,0,9,9
Frank T Brzozowski,,,,,,,,0,7,7,3,0,2,0,10,9
Marnie Aument Loughrey,,,,,,,,,0,6,1,4,0,0,11,9
Mike Stack,,,,,,,,,,4,0,0,0,0,12,9
Kathi Cozzone,,,,,,,,,,,0,0,0,0,13,9
Nina Ahmad,,,,,,,,,,,,0,0,0,14,9
John Fetterman,,,,,,,,,,,,,0,0,15,9
Ray Sosa,,,,,,,,,,,,,,0,16,9
Total,18,15,14,14,14,13,12,12,11,14,8,5,3,0,17,9
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,10
,Mike Stack,Kathi Cozzone,Nina Ahmad,Ray Sosa,John Fetterman,Erica Vanstone,Mona Getzes Cohen,Billy Cortes,James Harrity,Richard Lombardo,Catherine Bartch,Frank T Brzozowski,Marnie Aument Loughrey,Meagan Ingerson,2,10
Mike Stack,4,0,0,0,0,19,11,16,16,16,13,15,12,7,3,10
Kathi Cozzone,,1,0,0,0,2,6,1,2,1,2,2,2,6,4,10
Nina Ahmad,,,0,0,0,2,3,2,1,1,2,0,1,2,5,10
Ray Sosa,,,,0,0,0,0,0,0,1,0,0,0,0,6,10
John Fetterman,,,,,0,0,0,0,0,0,0,0,0,0,7,10
Erica Vanstone,,,,,,0,10,19,15,17,17,17,15,11,8,10
Mona Getzes Cohen,,,,,,,0,8,7,6,6,5,4,12,9,10
Billy Cortes,,,,,,,,0,14,17,15,15,13,9,10,10
James Harrity,,,,,,,,,0,14,11,13,10,7,11,10
Richard Lombardo,,,,,,,,,,0,13,14,12,7,12,10
Catherine Bartch,,,,,,,,,,,0,13,13,7,13,10
Frank T Brzozowski,,,,,,,,,,,,0,14,6,14,10
Marnie Aument Loughrey,,,,,,,,,,,,,0,5,15,10
Meagan Ingerson,,,,,,,,,,,,,,0,16,10
Total,30,9,3,1,0,23,20,19,19,19,17,17,15,15,17,10
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,11
,James Harrity,Richard Lombardo,Erica Vanstone,Catherine Bartch,Frank T Brzozowski,Marnie Aument Loughrey,Billy Cortes,Mona Getzes Cohen,Meagan Ingerson,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,11
James Harrity,0,28,27,24,23,23,19,15,16,32,4,3,2,0,3,11
Richard Lombardo,,0,32,29,27,27,23,11,13,27,0,3,2,0,4,11
Erica Vanstone,,,0,28,26,26,21,11,13,26,0,3,2,0,5,11
Catherine Bartch,,,,0,23,24,21,10,11,25,0,3,2,0,6,11
Frank T Brzozowski,,,,,0,21,21,5,6,23,0,1,1,0,7,11
Marnie Aument Loughrey,,,,,,0,21,8,8,23,0,2,1,0,8,11
Billy Cortes,,,,,,,0,2,4,21,0,0,1,0,9,11
Mona Getzes Cohen,,,,,,,,0,16,13,5,3,1,0,10,11
Meagan Ingerson,,,,,,,,,1,11,3,3,2,0,11,11
Mike Stack,,,,,,,,,,0,0,0,0,0,12,11
Kathi Cozzone,,,,,,,,,,,0,0,0,0,13,11
Nina Ahmad,,,,,,,,,,,,1,0,0,14,11
John Fetterman,,,,,,,,,,,,,0,0,15,11
Ray Sosa,,,,,,,,,,,,,,0,16,11
Total,42,34,33,31,27,27,23,22,20,41,6,5,2,0,17,11
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,12
,James Harrity,Mona Getzes Cohen,Billy Cortes,Marnie Aument Loughrey,Meagan Ingerson,Richard Lombardo,Erica Vanstone,Catherine Bartch,Frank T Brzozowski,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,2,12
James Harrity,0,12,10,10,10,8,9,9,8,10,3,6,3,0,3,12
Mona Getzes Cohen,,1,7,6,10,4,5,5,5,6,5,4,4,0,4,12
Billy Cortes,,,0,12,6,9,9,9,7,8,2,2,1,0,5,12
Marnie Aument Loughrey,,,,0,6,8,9,9,7,7,2,2,1,0,6,12
Meagan Ingerson,,,,,0,3,5,5,3,3,3,3,3,0,7,12
Richard Lombardo,,,,,,0,8,6,8,7,2,2,1,0,8,12
Erica Vanstone,,,,,,,0,9,7,5,2,2,2,0,9,12
Catherine Bartch,,,,,,,,0,6,6,1,1,2,0,10,12
Frank T Brzozowski,,,,,,,,,0,6,1,2,1,0,11,12
Mike Stack,,,,,,,,,,1,0,0,0,0,12,12
Kathi Cozzone,,,,,,,,,,,0,0,0,0,13,12
John Fetterman,,,,,,,,,,,,0,0,0,14,12
Nina Ahmad,,,,,,,,,,,,,0,0,15,12
Ray Sosa,,,,,,,,,,,,,,0,16,12
Total,22,20,13,12,12,12,11,10,10,15,7,6,5,0,17,12
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,13
,James Harrity,Richard Lombardo,Catherine Bartch,Frank T Brzozowski,Billy Cortes,Erica Vanstone,Marnie Aument Loughrey,Mona Getzes Cohen,Meagan Ingerson,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,13
James Harrity,1,18,16,15,15,16,12,5,5,18,5,1,0,0,3,13
Richard Lombardo,,0,17,17,17,17,12,5,6,13,6,1,0,0,4,13
Catherine Bartch,,,0,16,16,15,12,5,5,14,3,1,0,0,5,13
Frank T Brzozowski,,,,0,15,15,11,5,4,14,4,0,0,0,6,13
Billy Cortes,,,,,0,15,11,4,4,12,4,1,0,0,7,13
Erica Vanstone,,,,,,0,11,3,4,11,5,1,0,0,8,13
Marnie Aument Loughrey,,,,,,,0,2,3,11,1,1,0,0,9,13
Mona Getzes Cohen,,,,,,,,0,4,5,3,3,0,0,10,13
Meagan Ingerson,,,,,,,,,0,4,2,1,0,0,11,13
Mike Stack,,,,,,,,,,1,0,0,0,0,12,13
Nina Ahmad,,,,,,,,,,,0,0,0,0,13,13
Kathi Cozzone,,,,,,,,,,,,0,0,0,14,13
John Fetterman,,,,,,,,,,,,,3,0,15,13
Ray Sosa,,,,,,,,,,,,,,0,16,13
Total,25,20,18,18,17,17,13,11,7,23,6,4,3,0,17,13
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,14
,James Harrity,Erica Vanstone,Catherine Bartch,Richard Lombardo,Frank T Brzozowski,Billy Cortes,Marnie Aument Loughrey,Mona Getzes Cohen,Meagan Ingerson,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,14
James Harrity,0,33,30,30,27,29,27,19,17,31,9,4,1,0,3,14
Erica Vanstone,,0,31,30,28,27,26,13,11,23,6,6,1,0,4,14
Catherine Bartch,,,0,28,26,26,24,12,10,21,6,6,0,0,5,14
Richard Lombardo,,,,0,27,26,24,10,9,21,5,5,1,0,6,14
Frank T Brzozowski,,,,,0,22,24,9,6,19,4,6,1,0,7,14
Billy Cortes,,,,,,0,24,9,7,22,2,4,1,0,8,14
Marnie Aument Loughrey,,,,,,,0,9,7,20,4,3,1,0,9,14
Mona Getzes Cohen,,,,,,,,0,18,12,10,4,1,0,10,14
Meagan Ingerson,,,,,,,,,0,10,11,2,0,0,11,14
Mike Stack,,,,,,,,,,3,0,0,0,0,12,14
Kathi Cozzone,,,,,,,,,,,2,0,0,0,13,14
Nina Ahmad,,,,,,,,,,,,2,0,0,14,14
John Fetterman,,,,,,,,,,,,,0,0,15,14
Ray Sosa,,,,,,,,,,,,,,0,16,14
Total,45,36,33,32,30,29,28,27,23,37,15,14,1,0,17,14
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,15
,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Erica Vanstone,Catherine Bartch,Frank T Brzozowski,Marnie Aument Loughrey,Richard Lombardo,Billy Cortes,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,15
Mona Getzes Cohen,0,12,14,9,7,5,4,6,6,12,4,5,3,0,3,15
James Harrity,,2,15,13,11,10,8,11,10,11,2,5,1,0,4,15
Meagan Ingerson,,,0,13,12,7,8,7,7,12,3,3,1,0,5,15
Erica Vanstone,,,,0,12,10,10,10,8,11,3,3,0,0,6,15
Catherine Bartch,,,,,0,6,11,6,9,9,3,3,0,0,7,15
Frank T Brzozowski,,,,,,0,7,9,6,8,1,3,0,0,8,15
Marnie Aument Loughrey,,,,,,,0,5,6,6,3,3,0,0,9,15
Richard Lombardo,,,,,,,,0,6,7,3,2,0,0,10,15
Billy Cortes,,,,,,,,,0,5,1,4,0,0,11,15
Mike Stack,,,,,,,,,,1,0,0,0,0,12,15
John Fetterman,,,,,,,,,,,1,0,0,0,13,15
Nina Ahmad,,,,,,,,,,,,1,0,0,14,15
Kathi Cozzone,,,,,,,,,,,,,0,0,15,15
Ray Sosa,,,,,,,,,,,,,,0,16,15
Total,24,22,20,17,15,12,12,12,10,21,7,7,3,0,17,15
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,16
,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Erica Vanstone,Richard Lombardo,Billy Cortes,Frank T Brzozowski,Marnie Aument Loughrey,Catherine Bartch,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,2,16
Mona Getzes Cohen,1,14,17,13,11,7,7,7,7,15,5,5,1,0,3,16
James Harrity,,0,14,13,13,10,10,11,8,13,3,5,2,0,4,16
Meagan Ingerson,,,0,11,11,7,5,7,8,11,4,5,2,0,5,16
Erica Vanstone,,,,0,16,11,11,11,10,15,0,3,1,0,6,16
Richard Lombardo,,,,,0,12,9,11,10,14,0,2,2,0,7,16
Billy Cortes,,,,,,0,7,9,8,8,0,2,2,0,8,16
Frank T Brzozowski,,,,,,,0,8,5,8,1,3,0,0,9,16
Marnie Aument Loughrey,,,,,,,,0,7,8,0,2,2,0,10,16
Catherine Bartch,,,,,,,,,0,8,0,1,2,0,11,16
Mike Stack,,,,,,,,,,1,0,0,0,0,12,16
Kathi Cozzone,,,,,,,,,,,2,0,0,0,13,16
John Fetterman,,,,,,,,,,,,0,0,0,14,16
Nina Ahmad,,,,,,,,,,,,,1,0,15,16
Ray Sosa,,,,,,,,,,,,,,0,16,16
Total,27,23,22,19,18,12,12,12,11,26,10,6,3,0,17,16
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,17
,James Harrity,Richard Lombardo,Catherine Bartch,Erica Vanstone,Frank T Brzozowski,Meagan Ingerson,Marnie Aument Loughrey,Mona Getzes Cohen,Billy Cortes,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,17
James Harrity,0,16,16,15,15,12,14,14,10,15,4,5,3,0,3,17
Richard Lombardo,,0,15,17,15,9,11,8,8,11,2,4,4,0,4,17
Catherine Bartch,,,0,15,14,10,13,10,8,10,3,4,2,0,5,17
Erica Vanstone,,,,0,15,8,11,9,7,9,2,5,3,0,6,17
Frank T Brzozowski,,,,,0,10,12,7,8,9,3,3,4,0,7,17
Meagan Ingerson,,,,,,0,7,11,3,6,4,3,3,0,8,17
Marnie Aument Loughrey,,,,,,,0,8,8,7,2,4,2,0,9,17
Mona Getzes Cohen,,,,,,,,0,3,5,3,4,3,0,10,17
Billy Cortes,,,,,,,,,0,7,0,1,1,0,11,17
Mike Stack,,,,,,,,,,1,0,0,0,0,12,17
Kathi Cozzone,,,,,,,,,,,0,0,0,0,13,17
Nina Ahmad,,,,,,,,,,,,0,0,0,14,17
John Fetterman,,,,,,,,,,,,,0,0,15,17
Ray Sosa,,,,,,,,,,,,,,0,16,17
Total,29,21,19,19,19,17,16,16,10,19,6,6,4,0,17,17
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,18
,Richard Lombardo,James Harrity,Billy Cortes,Frank T Brzozowski,Erica Vanstone,Meagan Ingerson,Mona Getzes Cohen,Marnie Aument Loughrey,Catherine Bartch,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,18
Richard Lombardo,5,14,14,12,11,5,6,8,6,20,1,1,1,1,3,18
James Harrity,,1,12,10,9,9,6,7,3,14,2,1,1,0,4,18
Billy Cortes,,,0,12,11,5,5,8,5,12,1,0,1,0,5,18
Frank T Brzozowski,,,,0,11,5,5,8,5,12,1,0,0,0,6,18
Erica Vanstone,,,,,0,5,5,8,6,10,2,0,0,0,7,18
Meagan Ingerson,,,,,,0,7,4,1,7,3,1,0,0,8,18
Mona Getzes Cohen,,,,,,,1,3,3,7,1,2,0,0,9,18
Marnie Aument Loughrey,,,,,,,,0,6,7,3,0,0,0,10,18
Catherine Bartch,,,,,,,,,0,5,1,1,0,0,11,18
Mike Stack,,,,,,,,,,1,0,0,0,0,12,18
John Fetterman,,,,,,,,,,,1,0,0,0,13,18
Kathi Cozzone,,,,,,,,,,,,0,0,0,14,18
Nina Ahmad,,,,,,,,,,,,,0,0,15,18
Ray Sosa,,,,,,,,,,,,,,0,16,18
Total,29,19,14,13,12,11,11,10,7,26,4,2,1,1,17,18
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,19
,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,Richard Lombardo,Erica Vanstone,Frank T Brzozowski,James Harrity,Catherine Bartch,Marnie Aument Loughrey,Meagan Ingerson,Mona Getzes Cohen,Billy Cortes,2,19
Mike Stack,2,0,0,0,0,15,13,12,10,8,9,6,5,2,3,19
Nina Ahmad,,1,0,0,0,1,2,1,2,2,1,2,1,1,4,19
Kathi Cozzone,,,0,0,0,1,1,0,1,1,1,1,3,0,5,19
John Fetterman,,,,0,0,1,1,0,0,1,1,1,1,1,6,19
Ray Sosa,,,,,1,0,0,0,0,0,0,0,0,0,7,19
