col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 181st District - Democrat,,,,,All
,Dwight Evans,Kevin Johnson,Malcolm Kenyatta,Lewis Nash Sr,Lewis Thomas Iii,Alex Deering,Gilberto Gonzalez,All
Dwight Evans,38,0,210,205,49,21,10,All
Kevin Johnson,,9,43,35,15,12,5,All
Malcolm Kenyatta,,,26,0,0,0,0,All
Lewis Nash Sr,,,,38,0,0,0,All
Lewis Thomas Iii,,,,,7,0,0,All
Alex Deering,,,,,,0,0,All
Gilberto Gonzalez,,,,,,,3,All
Total,533,119,279,278,71,33,18,All
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 181st District - Democrat,,,,,1
,Dwight Evans,Kevin Johnson,Malcolm Kenyatta,Lewis Nash Sr,Alex Deering,Lewis Thomas Iii,Gilberto Gonzalez,1
Dwight Evans,2,0,27,11,2,3,1,1
Kevin Johnson,,1,9,2,3,1,0,1
Malcolm Kenyatta,,,0,0,0,0,0,1
Lewis Nash Sr,,,,2,0,0,0,1
Alex Deering,,,,,0,0,0,1
Lewis Thomas Iii,,,,,,0,0,1
Gilberto Gonzalez,,,,,,,0,1
Total,46,16,36,15,5,4,1,1
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 181st District - Democrat,,,,,2
,Dwight Evans,Kevin Johnson,Malcolm Kenyatta,Lewis Nash Sr,Lewis Thomas Iii,Alex Deering,Gilberto Gonzalez,2
Dwight Evans,1,0,26,21,6,1,0,2
Kevin Johnson,,0,5,4,3,0,0,2
Malcolm Kenyatta,,,0,0,0,0,0,2
Lewis Nash Sr,,,,4,0,0,0,2
Lewis Thomas Iii,,,,,1,0,0,2
Alex Deering,,,,,,0,0,2
Gilberto Gonzalez,,,,,,,0,2
Total,55,12,31,29,10,1,0,2
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 181st District - Democrat,,,,,3
,Dwight Evans,Kevin Johnson,Malcolm Kenyatta,Lewis Nash Sr,Alex Deering,Gilberto Gonzalez,Lewis Thomas Iii,3
Dwight Evans,0,0,18,13,4,3,2,3
Kevin Johnson,,1,5,5,2,2,0,3
Malcolm Kenyatta,,,2,0,0,0,0,3
Lewis Nash Sr,,,,2,0,0,0,3
Alex Deering,,,,,0,0,0,3
Gilberto Gonzalez,,,,,,0,0,3
Lewis Thomas Iii,,,,,,,0,3
Total,40,15,25,20,6,5,2,3
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 181st District - Democrat,,,,,4
