col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Member Of The Democratic State Committee 5th Senatorial District,,,,,Representative In The General Assembly 177th District - Democrat,,,,All
,Kathy Enggasser,James G Donnelly Sr,Mary Ann Quartullo,John Dellricci,Patrick Parkinson,Joe Hohenstein,Dan Martino,Maggie Borski,Sean Kilkenny,All
Kathy Enggasser,0,24,26,21,22,21,5,5,3,All
James G Donnelly Sr,,0,24,22,24,20,7,2,3,All
Mary Ann Quartullo,,,0,22,24,17,5,5,3,All
John Dellricci,,,,0,22,17,7,2,3,All
Patrick Parkinson,,,,,0,16,5,2,2,All
Joe Hohenstein,,,,,,0,0,0,0,All
Dan Martino,,,,,,,3,0,0,All
Maggie Borski,,,,,,,,4,0,All
Sean Kilkenny,,,,,,,,,0,All
Total,34,32,30,29,25,28,14,10,4,All
,Member Of The Democratic State Committee 5th Senatorial District,,,,,Representative In The General Assembly 177th District - Democrat,,,,5
,Kathy Enggasser,Mary Ann Quartullo,James G Donnelly Sr,Patrick Parkinson,John Dellricci,Joe Hohenstein,Maggie Borski,Dan Martino,Sean Kilkenny,5
Kathy Enggasser,0,20,18,16,15,15,5,3,2,5
Mary Ann Quartullo,,0,19,18,16,13,5,4,2,5
James G Donnelly Sr,,,0,19,16,14,2,5,2,5
Patrick Parkinson,,,,0,16,12,2,4,1,5
John Dellricci,,,,,0,12,2,3,1,5
Joe Hohenstein,,,,,,0,0,0,0,5
Maggie Borski,,,,,,,2,0,0,5
Dan Martino,,,,,,,,0,0,5
Sean Kilkenny,,,,,,,,,0,5
Total,25,24,23,19,18,20,8,5,2,5
,Member Of The Democratic State Committee 5th Senatorial District,,,,,Representative In The General Assembly 177th District - Democrat,,,,7
,John Dellricci,James G Donnelly Sr,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,Dan Martino,Joe Hohenstein,Maggie Borski,Sean Kilkenny,7
John Dellricci,0,6,6,6,6,4,5,0,2,7
James G Donnelly Sr,,0,6,5,5,2,6,0,1,7
Kathy Enggasser,,,0,6,6,2,6,0,1,7
Mary Ann Quartullo,,,,0,6,1,4,0,1,7
Patrick Parkinson,,,,,0,1,4,0,1,7
Dan Martino,,,,,,3,0,0,0,7
Joe Hohenstein,,,,,,,0,0,0,7
Maggie Borski,,,,,,,,2,0,7
Sean Kilkenny,,,,,,,,,0,7
Total,11,9,9,6,6,9,8,2,2,7
