col_1,col_2,col_3,col_4,col_5,col_6,division
,Member Of The - Republican State Committee 13th Congressional District,,,,,All
,Camille G Mccolgan,Linwood Holland,Margaret L Recupido,Dan Tinney,Joseph Giedemann,All
Camille G Mccolgan,48,181,200,121,117,All
Linwood Holland,,76,169,93,85,All
Margaret L Recupido,,,50,107,101,All
Dan Tinney,,,,19,112,All
Joseph Giedemann,,,,,14,All
Total,306,299,296,199,177,All
,Member Of The - Republican State Committee 13th Congressional District,,,,,1
,Dan Tinney,Linwood Holland,Margaret L Recupido,Camille G Mccolgan,Joseph Giedemann,1
Dan Tinney,0,5,4,4,4,1
Linwood Holland,,2,3,4,3,1
Margaret L Recupido,,,2,3,1,1
Camille G Mccolgan,,,,0,2,1
Joseph Giedemann,,,,,1,1
Total,7,7,7,5,5,1
,Member Of The - Republican State Committee 13th Congressional District,,,,,2
,Linwood Holland,Camille G Mccolgan,Margaret L Recupido,Dan Tinney,Joseph Giedemann,2
Linwood Holland,2,6,5,3,3,2
Camille G Mccolgan,,1,4,3,2,2
Margaret L Recupido,,,0,3,2,2
Dan Tinney,,,,0,2,2
Joseph Giedemann,,,,,0,2
Total,9,7,6,5,4,2
,Member Of The - Republican State Committee 13th Congressional District,,,,,3
,Linwood Holland,Margaret L Recupido,Camille G Mccolgan,Dan Tinney,Joseph Giedemann,3
Linwood Holland,2,3,3,1,0,3
Margaret L Recupido,,1,4,1,0,3
Camille G Mccolgan,,,0,1,0,3
Dan Tinney,,,,0,0,3
Joseph Giedemann,,,,,0,3
Total,5,5,4,1,0,3
,Member Of The - Republican State Committee 13th Congressional District,,,,,4
,Camille G Mccolgan,Margaret L Recupido,Dan Tinney,Linwood Holland,Joseph Giedemann,4
Camille G Mccolgan,1,5,3,3,3,4
Margaret L Recupido,,1,3,3,3,4
Dan Tinney,,,1,1,2,4
Linwood Holland,,,,1,1,4
Joseph Giedemann,,,,,0,4
Total,6,6,4,4,3,4
,Member Of The - Republican State Committee 13th Congressional District,,,,,5
