col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 181st District - Republican,Governor - Republican,,,All
,Milton Street,Scott R Wagner,Paul Mango,Laura Ellsworth,All
Milton Street,0,10,6,7,All
Scott R Wagner,,6,0,0,All
Paul Mango,,,9,0,All
Laura Ellsworth,,,,1,All
Total,23,16,15,8,All
,Representative In The General Assembly 181st District - Republican,Governor - Republican,,,1
,Milton Street,Scott R Wagner,Paul Mango,Laura Ellsworth,1
Milton Street,0,6,4,2,1
Scott R Wagner,,5,0,0,1
Paul Mango,,,6,0,1
Laura Ellsworth,,,,0,1
Total,12,11,10,2,1
,Governor - Republican,,,Representative In The General Assembly 181st District - Republican,9
,Scott R Wagner,Laura Ellsworth,Paul Mango,Milton Street,9
Scott R Wagner,1,0,0,1,9
Laura Ellsworth,,1,0,0,9
Paul Mango,,,1,0,9
Milton Street,,,,0,9
Total,2,1,1,1,9
,Governor - Republican,,,Representative In The General Assembly 181st District - Republican,13
,Laura Ellsworth,Paul Mango,Scott R Wagner,Milton Street,13
Laura Ellsworth,0,0,0,1,13
Paul Mango,,0,0,0,13
Scott R Wagner,,,0,0,13
Milton Street,,,,0,13
Total,1,0,0,1,13
,Governor - Republican,,,Representative In The General Assembly 181st District - Republican,14
,Paul Mango,Laura Ellsworth,Scott R Wagner,Milton Street,14
Paul Mango,2,0,0,1,14
Laura Ellsworth,,0,0,0,14
Scott R Wagner,,,0,0,14
Milton Street,,,,0,14
Total,3,0,0,1,14
,Governor - Republican,,,Representative In The General Assembly 181st District - Republican,15
,Laura Ellsworth,Paul Mango,Scott R Wagner,Milton Street,15
Laura Ellsworth,0,0,0,3,15
Paul Mango,,0,0,0,15
Scott R Wagner,,,0,0,15
Milton Street,,,,0,15
Total,3,0,0,3,15
,Representative In The General Assembly 181st District - Republican,Governor - Republican,,,16
,Milton Street,Scott R Wagner,Laura Ellsworth,Paul Mango,16
Milton Street,0,3,1,1,16
Scott R Wagner,,0,0,0,16
Laura Ellsworth,,,0,0,16
Paul Mango,,,,0,16
Total,5,3,1,1,16
