col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,All
,Rhea Powell,Amanda Mcillmurray,Tom Young,Marylouise Isaacson,Joe Celentano,Mariel J K Martin,Micah Mahjoubian,Andi Perez,Judi Golding Baker,Noam Kugelmass,Darrell L Clarke,Matthew D Myers,Jon Geeting,All
Rhea Powell,62,235,204,237,207,206,201,191,186,172,127,111,117,All
Amanda Mcillmurray,,24,159,217,159,197,146,160,175,128,115,109,112,All
Tom Young,,,29,177,188,165,161,150,117,146,101,123,113,All
Marylouise Isaacson,,,,5,159,208,164,178,177,123,122,113,101,All
Joe Celentano,,,,,30,141,146,131,111,130,75,93,104,All
Mariel J K Martin,,,,,,5,136,169,161,117,124,119,103,All
Micah Mahjoubian,,,,,,,11,149,113,136,98,80,80,All
Andi Perez,,,,,,,,4,135,112,113,92,103,All
Judi Golding Baker,,,,,,,,,5,89,99,101,85,All
Noam Kugelmass,,,,,,,,,,11,66,61,82,All
Darrell L Clarke,,,,,,,,,,,11,94,62,All
Matthew D Myers,,,,,,,,,,,,8,79,All
Jon Geeting,,,,,,,,,,,,,7,All
Total,447,350,333,331,305,299,280,273,251,235,211,200,186,All
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1
,Rhea Powell,Amanda Mcillmurray,Mariel J K Martin,Tom Young,Marylouise Isaacson,Darrell L Clarke,Andi Perez,Noam Kugelmass,Jon Geeting,Judi Golding Baker,Matthew D Myers,Micah Mahjoubian,Joe Celentano,1
Rhea Powell,4,12,12,10,8,7,8,10,7,7,4,5,4,1
Amanda Mcillmurray,,3,12,10,10,7,6,8,6,9,4,6,3,1
Mariel J K Martin,,,0,11,10,8,8,8,5,8,6,6,3,1
Tom Young,,,,1,11,6,6,7,5,8,7,8,3,1
Marylouise Isaacson,,,,,0,6,5,5,3,8,6,8,2,1
Darrell L Clarke,,,,,,0,8,4,6,6,5,5,2,1
Andi Perez,,,,,,,0,7,7,4,3,5,3,1
Noam Kugelmass,,,,,,,,1,6,4,3,5,4,1
Jon Geeting,,,,,,,,,1,2,1,3,3,1
Judi Golding Baker,,,,,,,,,,0,5,6,1,1
Matthew D Myers,,,,,,,,,,,1,4,0,1
Micah Mahjoubian,,,,,,,,,,,,0,1,1
Joe Celentano,,,,,,,,,,,,,3,1
Total,19,18,16,15,14,13,12,12,10,10,9,9,8,1
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,2
,Rhea Powell,Amanda Mcillmurray,Mariel J K Martin,Tom Young,Marylouise Isaacson,Micah Mahjoubian,Andi Perez,Joe Celentano,Darrell L Clarke,Jon Geeting,Judi Golding Baker,Matthew D Myers,Noam Kugelmass,2
Rhea Powell,1,12,12,7,9,8,6,6,6,6,6,7,5,2
Amanda Mcillmurray,,0,11,6,10,6,5,5,5,7,6,5,6,2
Mariel J K Martin,,,0,8,11,8,9,6,8,6,6,7,7,2
Tom Young,,,,3,4,5,5,7,4,5,3,5,3,2
Marylouise Isaacson,,,,,0,7,6,4,6,4,4,4,5,2
Micah Mahjoubian,,,,,,0,5,5,5,3,4,6,3,2
Andi Perez,,,,,,,0,3,5,3,6,4,5,2
Joe Celentano,,,,,,,,1,2,4,2,4,1,2
Darrell L Clarke,,,,,,,,,0,1,3,4,5,2
Jon Geeting,,,,,,,,,,1,3,4,3,2
Judi Golding Baker,,,,,,,,,,,0,3,4,2
Matthew D Myers,,,,,,,,,,,,0,2,2
Noam Kugelmass,,,,,,,,,,,,,1,2
Total,16,15,15,13,12,10,9,9,8,8,8,8,8,2
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,3
