col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Member Of The Democratic State Committee 8th Senatorial District,,,,Representative In Congress 5th District - Democrat,,,,,,,,,,,,All
,Torri Douglas,Marisa Piccarreto,Kyle J Sampson,Kyle Shenandoah,Rich Lazer,Theresa M Wright,Lindy Li,Molly Sheehan,Ashley Lunkenheimer,Thaddeus Kirkland,Mary Gay Scanlon,Margo Davidson,Greg Vitali,Larry Arata,Dan Muroff,Shelly Chauncey,All
Torri Douglas,52,"1,340","1,362","1,298",390,498,250,309,160,112,105,81,102,7,6,1,All
Marisa Piccarreto,,14,"1,292","1,268",322,330,231,253,153,95,106,76,67,4,5,1,All
Kyle J Sampson,,,17,"1,287",324,331,220,249,145,103,98,79,64,6,2,1,All
Kyle Shenandoah,,,,17,294,313,198,232,132,99,91,72,65,6,3,3,All
Rich Lazer,,,,,524,0,0,0,0,0,0,0,0,0,0,0,All
Theresa M Wright,,,,,,75,0,0,0,0,0,0,0,0,0,0,All
Lindy Li,,,,,,,151,0,0,0,0,0,0,0,0,0,All
Molly Sheehan,,,,,,,,82,0,0,0,0,0,0,0,0,All
Ashley Lunkenheimer,,,,,,,,,54,0,0,0,0,0,0,0,All
Thaddeus Kirkland,,,,,,,,,,90,0,0,0,0,0,0,All
Mary Gay Scanlon,,,,,,,,,,,58,0,0,0,0,0,All
Margo Davidson,,,,,,,,,,,,59,0,0,0,0,All
Greg Vitali,,,,,,,,,,,,,32,0,0,0,All
Larry Arata,,,,,,,,,,,,,,4,0,0,All
Dan Muroff,,,,,,,,,,,,,,,2,0,All
Shelly Chauncey,,,,,,,,,,,,,,,,1,All
Total,"2,105","1,687","1,670","1,553","1,047",675,536,522,297,240,222,182,173,13,10,4,All
