col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1
,David Rodriguez,Sharon Vaughn,Humberto Perez,Jaime Bouldin,Barbara Carroll,Latrice Y Bryant,Dustin Morris,Jonathan M Gary,Robert Taylor,Mike Stack,Nina Ahmad,Kathi Cozzone,Ray Sosa,John Fetterman,1
David Rodriguez,1,14,22,18,14,12,12,12,11,11,7,7,2,1,1
Sharon Vaughn,,0,14,11,13,11,11,10,10,8,14,3,2,0,1
Humberto Perez,,,0,17,14,12,12,12,11,8,7,5,2,1,1
Jaime Bouldin,,,,1,11,11,11,11,11,8,6,7,0,0,1
Barbara Carroll,,,,,0,11,12,10,10,7,6,1,1,0,1
Latrice Y Bryant,,,,,,1,10,11,11,5,5,2,0,0,1
Dustin Morris,,,,,,,0,10,10,5,5,1,1,0,1
Jonathan M Gary,,,,,,,,0,11,4,5,2,0,1,1
Robert Taylor,,,,,,,,,0,4,5,2,0,0,1
Mike Stack,,,,,,,,,,4,0,0,0,0,1
Nina Ahmad,,,,,,,,,,,1,0,0,0,1
Kathi Cozzone,,,,,,,,,,,,0,0,0,1
Ray Sosa,,,,,,,,,,,,,0,0,1
John Fetterman,,,,,,,,,,,,,,0,1
Total,29,27,23,22,15,13,12,12,11,20,16,9,3,1,1
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,2
,David Rodriguez,Sharon Vaughn,Barbara Carroll,Dustin Morris,Humberto Perez,Jaime Bouldin,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,2
David Rodriguez,3,11,10,8,10,9,8,8,8,6,5,2,5,0,2
Sharon Vaughn,,0,10,9,8,8,7,8,8,5,4,3,4,0,2
Barbara Carroll,,,0,9,9,8,8,7,8,2,5,1,3,0,2
Dustin Morris,,,,0,8,8,8,7,7,2,5,2,2,0,2
Humberto Perez,,,,,0,8,8,7,7,2,5,1,2,0,2
Jaime Bouldin,,,,,,0,7,7,7,4,3,1,2,0,2
Jonathan M Gary,,,,,,,0,7,7,1,4,1,2,0,2
Latrice Y Bryant,,,,,,,,0,7,2,3,1,2,0,2
Robert Taylor,,,,,,,,,0,1,3,1,3,0,2
Mike Stack,,,,,,,,,,5,0,0,0,0,2
Kathi Cozzone,,,,,,,,,,,1,0,0,0,2
John Fetterman,,,,,,,,,,,,1,0,0,2
Nina Ahmad,,,,,,,,,,,,,0,0,2
Ray Sosa,,,,,,,,,,,,,,1,2
Total,21,16,11,11,10,10,8,8,8,14,7,5,5,1,2
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,3
,David Rodriguez,Jaime Bouldin,Sharon Vaughn,Humberto Perez,Barbara Carroll,Latrice Y Bryant,Robert Taylor,Jonathan M Gary,Dustin Morris,Mike Stack,Ray Sosa,Kathi Cozzone,Nina Ahmad,John Fetterman,3
David Rodriguez,6,10,9,12,9,8,8,7,6,7,11,5,5,1,3
Jaime Bouldin,,1,6,10,6,7,7,7,6,4,2,6,2,0,3
